START-OF-LOG: 3.0
CALLSIGN: N6YFM
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 42066
NAME: Neal S. Pollack
LOCATION: LAX
OPERATORS: N6YFM
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6059.0
SOAPBOX: This is my first ever contest. Errors, contact me 310-704-7416
QSO:  7000 RY 2017-02-11 0546 N6YFM         599 0001   W9PA          599 0293
QSO:  7000 RY 2017-02-11 0552 N6YFM         599 0002   KZ1W          599 0408
QSO:  7000 RY 2017-02-11 0556 N6YFM         599 0003   KE4KY         599 0166
QSO:  7000 RY 2017-02-11 0600 N6YFM         599 0004   N1KEZ         599 0076
QSO:  7000 RY 2017-02-11 0601 N6YFM         599 0005   W7SUR         599 0121
QSO:  7000 RY 2017-02-11 0611 N6YFM         599 0006   AC0C          599 0709
QSO:  7000 RY 2017-02-11 0617 N6YFM         599 0007   4M1K          599 0353
QSO:  7000 RY 2017-02-11 0619 N6YFM         599 0008   AA5B          599 0001
QSO:  7000 RY 2017-02-11 0622 N6YFM         599 0009   K7VIT         599 0104
QSO:  7000 RY 2017-02-11 0627 N6YFM         599 0010   AK1W          599 0505
QSO:  7000 RY 2017-02-11 0647 N6YFM         599 0011   KG5VK         599 0218
QSO:  7000 RY 2017-02-11 0707 N6YFM         599 0012   N7QT          599 0344
QSO:  7000 RY 2017-02-11 0709 N6YFM         599 0013   KK7PR         599 0146
QSO:  7000 RY 2017-02-11 0717 N6YFM         599 0014   N5IJE         599 0113
QSO:  7000 RY 2017-02-11 0720 N6YFM         599 0015   WI7N          599 0086
QSO:  7000 RY 2017-02-11 0739 N6YFM         599 0016   P49X          599 1067
QSO:  7000 RY 2017-02-11 0742 N6YFM         599 0017   WT4O          599 0550
QSO:  7000 RY 2017-02-11 0745 N6YFM         599 0018   WT2P          599 0182
QSO:  7000 RY 2017-02-11 0747 N6YFM         599 0019   VC3A          599 0424
QSO:  7000 RY 2017-02-11 0750 N6YFM         599 0020   WW4LL         599 0405
QSO:  7000 RY 2017-02-11 0756 N6YFM         599 0021   K8QWY         599 0056
QSO:  7000 RY 2017-02-11 0801 N6YFM         599 0022   CR3A          599 0543
QSO:  7000 RY 2017-02-11 0823 N6YFM         599 0023   WA1FCN        599 0318
QSO:  7000 RY 2017-02-11 0834 N6YFM         599 0024   ZL3PAH        599 0111
QSO: 21000 RY 2017-02-11 1844 N6YFM         599 0025   N2MM          599 0495
QSO: 21000 RY 2017-02-11 1848 N6YFM         599 0026   N0NI          599 0093
QSO: 21000 RY 2017-02-11 1852 N6YFM         599 0027   AA5AU         599 0202
QSO: 21000 RY 2017-02-11 1903 N6YFM         599 0028   W4GKM         599 0833
QSO: 21000 RY 2017-02-11 1910 N6YFM         599 0029   W6OQI         599 0196
QSO: 21000 RY 2017-02-11 1914 N6YFM         599 0030   NR4M          599 0431
QSO: 21000 RY 2017-02-11 1920 N6YFM         599 0031   K9CT          599 0256
QSO: 21116 RY 2017-02-11 2223 N6YFM         599 0032   YY4TSS/1      599 0663
QSO: 21112 RY 2017-02-11 2225 N6YFM         599 0033   ZX2V          599 0788
QSO: 21089 RY 2017-02-11 2228 N6YFM         599 0034   PJ2T          599 0919
QSO: 14133 RY 2017-02-11 2237 N6YFM         599 0035   VE7ACN        599 0209
QSO: 14129 RY 2017-02-11 2238 N6YFM         599 0036   AB0RX         599 0985
QSO: 14129 RY 2017-02-11 2239 N6YFM         599 0037   W4ML          599 0496
QSO: 14125 RY 2017-02-11 2241 N6YFM         599 0038   AI4GR         599 0219
QSO: 14122 RY 2017-02-11 2243 N6YFM         599 0039   V31VP         599 0882
QSO: 14117 RY 2017-02-11 2248 N6YFM         599 0040   K9CT          599 0626
QSO: 14115 RY 2017-02-11 2253 N6YFM         599 0041   WF5E          599 0380
QSO: 14110 RY 2017-02-11 2257 N6YFM         599 0042   NY4I          599 1008
QSO: 14107 RY 2017-02-11 2259 N6YFM         599 0043   AB0S          599 0466
QSO: 14104 RY 2017-02-11 2312 N6YFM         599 0044   VE4ET         599 0614
QSO: 14104 RY 2017-02-11 2313 N6YFM         599 0045   N0NI          599 0606
QSO: 14102 RY 2017-02-11 2318 N6YFM         599 0046   WR3O          599 0330
QSO: 14100 RY 2017-02-11 2320 N6YFM         599 0047   N7QT          599 0938
QSO: 14093 RY 2017-02-11 2335 N6YFM         599 0048   KQ7W          599 0646
QSO: 14090 RY 2017-02-11 2339 N6YFM         599 0049   VA7KO         599 0790
QSO: 14088 RY 2017-02-11 2346 N6YFM         599 0050   P49X          599 2442
QSO: 14084 RY 2017-02-11 2352 N6YFM         599 0051   W7PU          599 0203
QSO: 14083 RY 2017-02-11 2354 N6YFM         599 0052   AK5Y          599 0343
QSO: 14083 RY 2017-02-12 0004 N6YFM         599 0053   KZ1W          599 1370
QSO: 14082 RY 2017-02-12 0006 N6YFM         599 0054   AC0C          599 1564
QSO: 14080 RY 2017-02-12 0009 N6YFM         599 0055   KL7IWC        599 0430
QSO: 14127 RY 2017-02-12 0014 N6YFM         599 0056   AD5XD         599 0582
QSO: 14120 RY 2017-02-12 0025 N6YFM         599 0057   KK7PR         599 0491
QSO: 14113 RY 2017-02-12 0027 N6YFM         599 0058   KH6ZM         599 0803
QSO: 14110 RY 2017-02-12 0032 N6YFM         599 0059   W6OQI         599 0317
QSO: 14109 RY 2017-02-12 0035 N6YFM         599 0060   WQ6K          599 0892
QSO: 14108 RY 2017-02-12 0036 N6YFM         599 0061   WA8ZBT        599 0058
QSO: 14106 RY 2017-02-12 0040 N6YFM         599 0062   W7UQ          599 0795
QSO: 14105 RY 2017-02-12 0044 N6YFM         599 0063   KL7HFI        599 0236
QSO: 14100 RY 2017-02-12 0054 N6YFM         599 0064   VE7HBS        599 0066
QSO: 14100 RY 2017-02-12 0103 N6YFM         599 0065   K7BVT         599 0087
QSO: 14098 RY 2017-02-12 0105 N6YFM         599 0066   KL7SB         599 0276
QSO: 14093 RY 2017-02-12 0116 N6YFM         599 0067   JA7BME        599 0398
QSO: 14092 RY 2017-02-12 0118 N6YFM         599 0068   WR5J          599 0864
QSO: 14092 RY 2017-02-12 0121 N6YFM         599 0069   N7BV          599 0286
QSO: 14090 RY 2017-02-12 0123 N6YFM         599 0070   RU0LL         599 0291
QSO: 14089 RY 2017-02-12 0125 N6YFM         599 0071   JA7WND        599 0126
QSO: 14085 RY 2017-02-12 0132 N6YFM         599 0072   WH6R          599 0152
QSO: 14083 RY 2017-02-12 0133 N6YFM         599 0073   CO2JD         599 0530
QSO: 14081 RY 2017-02-12 0135 N6YFM         599 0074   KL2R          599 0240
QSO: 14086 RY 2017-02-12 0140 N6YFM         599 0075   NN7NN         599 0561
QSO: 14109 RY 2017-02-12 0152 N6YFM         599 0076   JA1OVD        599 0554
QSO:  7096 RY 2017-02-12 0212 N6YFM         599 0077   ZF9CW         599 0967
QSO:  7097 RY 2017-02-12 0216 N6YFM         599 0078   NO7R          599 0178
QSO:  7087 RY 2017-02-12 0222 N6YFM         599 0079   VE2NMB        599 0386
QSO:  7085 RY 2017-02-12 0224 N6YFM         599 0080   AK9D          599 0520
QSO:  7084 RY 2017-02-12 0226 N6YFM         599 0081   N0AT          599 0089
QSO:  7074 RY 2017-02-12 0232 N6YFM         599 0082   KK9A          599 1375
QSO:  7074 RY 2017-02-12 0235 N6YFM         599 0083   W3JX          599 0424
QSO:  7055 RY 2017-02-12 0241 N6YFM         599 0084   KE1S          599 0696
QSO:  7048 RY 2017-02-12 0245 N6YFM         599 0085   N6MJ          599 0295
QSO:  7038 RY 2017-02-12 0249 N6YFM         599 0086   N3QE          599 1185
QSO:  7042 RY 2017-02-12 0252 N6YFM         599 0087   CG5MX         599 1116
QSO:  7044 RY 2017-02-12 0256 N6YFM         599 0088   LX7I          599 1025
QSO:  7047 RY 2017-02-12 0304 N6YFM         599 0089   K5DU          599 1405
QSO:  7053 RY 2017-02-12 0308 N6YFM         599 0090   W3LL          599 1320
QSO:  7053 RY 2017-02-12 0309 N6YFM         599 0091   N2WK          599 0987
QSO:  7055 RY 2017-02-12 0310 N6YFM         599 0092   KK5I          599 0150
QSO:  7057 RY 2017-02-12 0312 N6YFM         599 0093   AD5XD         599 0701
QSO:  7058 RY 2017-02-12 0315 N6YFM         599 0094   WF5E          599 0474
QSO:  7068 RY 2017-02-12 0319 N6YFM         599 0095   ND1Y          599 0523
QSO:  7079 RY 2017-02-12 0328 N6YFM         599 0096   AB0LR         599 0514
QSO:  7084 RY 2017-02-12 0330 N6YFM         599 0097   AC4CA         599 0822
QSO:  7087 RY 2017-02-12 0345 N6YFM         599 0098   C6AUM         599 0368
QSO:  7087 RY 2017-02-12 0348 N6YFM         599 0099   AK9DD         599 0578
QSO:  7088 RY 2017-02-12 0354 N6YFM         599 0100   TG9ADQ        599 0601
QSO:  7055 RY 2017-02-12 0359 N6YFM         599 0101   NX5O          599 0091
QSO:  7052 RY 2017-02-12 0456 N6YFM         599 0102   K2DSW         599 0766
QSO:  7051 RY 2017-02-12 0457 N6YFM         599 0103   W9IU          599 0918
QSO:  7050 RY 2017-02-12 0459 N6YFM         599 0104   NR4M          599 1017
QSO:  7046 RY 2017-02-12 0501 N6YFM         599 0105   N0IS          599 0370
QSO:  7057 RY 2017-02-12 0503 N6YFM         599 0106   KH6KG         599 0065
QSO:  7088 RY 2017-02-12 0513 N6YFM         599 0107   NE0US         599 0917
QSO:  7089 RY 2017-02-12 0514 N6YFM         599 0108   KG4USN        599 0374
QSO:  7092 RY 2017-02-12 0516 N6YFM         599 0109   W8CAR         599 0335
QSO:  7093 RY 2017-02-12 0519 N6YFM         599 0110   KR1ST         599 0489
QSO:  7093 RY 2017-02-12 0520 N6YFM         599 0111   WB9TFH        599 0406
QSO:  7095 RY 2017-02-12 0527 N6YFM         599 0112   WA8ZBT        599 0194
QSO:  7092 RY 2017-02-12 0532 N6YFM         599 0113   NC8T          599 0025
QSO:  7092 RY 2017-02-12 0532 N6YFM         599 0114   ND4Y          599 0286
QSO:  7092 RY 2017-02-12 0534 N6YFM         599 0115   AA5AU         599 0509
QSO:  7052 RY 2017-02-12 0547 N6YFM         599 0116   WB8YSQ        599 0180
QSO:  7052 RY 2017-02-12 0548 N6YFM         599 0117   W4WWQ         599 0136
QSO:  7043 RY 2017-02-12 0556 N6YFM         599 0118   AB0RX         599 1358
QSO:  7041 RY 2017-02-12 0558 N6YFM         599 0119   NV9L          599 1630
QSO:  7047 RY 2017-02-12 0601 N6YFM         599 0120   K8QKY         599 0231
QSO:  7037 RY 2017-02-12 0623 N6YFM         599 0121   K9CT          599 1127
QSO: 21091 RY 2017-02-12 1944 N6YFM         599 0122   K5EK          599 0328
QSO: 14080 RY 2017-02-12 1952 N6YFM         599 0123   NS9I          599 0746
QSO: 14081 RY 2017-02-12 1953 N6YFM         599 0124   WA8CLT        599 0654
QSO: 14083 RY 2017-02-12 2000 N6YFM         599 0125   KA3GIK        599 1137
QSO: 14083 RY 2017-02-12 2002 N6YFM         599 0126   AA5AU         599 0822
QSO: 14084 RY 2017-02-12 2005 N6YFM         599 0127   KV1J          599 0351
QSO: 14084 RY 2017-02-12 2007 N6YFM         599 0128   KB1W          599 0174
QSO: 14088 RY 2017-02-12 2011 N6YFM         599 0129   EA1DR         599 1321
QSO: 14089 RY 2017-02-12 2014 N6YFM         599 0130   KI0F          599 0343
QSO: 14090 RY 2017-02-12 2016 N6YFM         599 0131   W3LL          599 1515
QSO: 14090 RY 2017-02-12 2017 N6YFM         599 0132   KR1ST         599 0645
QSO: 14090 RY 2017-02-12 2020 N6YFM         599 0133   N2WK          599 1491
QSO: 14091 RY 2017-02-12 2022 N6YFM         599 0134   K0FX          599 0578
QSO: 14093 RY 2017-02-12 2028 N6YFM         599 0135   W3MJ          599 1577
QSO: 14094 RY 2017-02-12 2032 N6YFM         599 0136   NO2T          599 0817
QSO: 14094 RY 2017-02-12 2034 N6YFM         599 0137   K4HPS         599 0461
QSO: 14096 RY 2017-02-12 2041 N6YFM         599 0138   CF2RC         599 0176
QSO: 14097 RY 2017-02-12 2044 N6YFM         599 0139   W7TSQ         599 0329
QSO: 14099 RY 2017-02-12 2048 N6YFM         599 0140   N3FJP         599 0315
QSO: 14100 RY 2017-02-12 2051 N6YFM         599 0141   N2HMM         599 0563
QSO: 14103 RY 2017-02-12 2057 N6YFM         599 0142   6E0C          599 0151
QSO: 14104 RY 2017-02-12 2059 N6YFM         599 0143   VE2RYY        599 0879
QSO: 14106 RY 2017-02-12 2105 N6YFM         599 0144   AI6DO         599 0396
QSO: 14110 RY 2017-02-12 2114 N6YFM         599 0145   NR4M          599 1072
QSO: 14111 RY 2017-02-12 2116 N6YFM         599 0146   W9LHG         599 0525
QSO: 14111 RY 2017-02-12 2117 N6YFM         599 0147   K0JJR         599 0558
QSO: 14113 RY 2017-02-12 2119 N6YFM         599 0148   YV5AAX        599 0582
QSO: 14113 RY 2017-02-12 2121 N6YFM         599 0149   W7OM          599 0685
QSO: 14117 RY 2017-02-12 2123 N6YFM         599 0150   WB2PJH        599 0314
QSO: 14117 RY 2017-02-12 2125 N6YFM         599 0151   CG3CX         599 1156
QSO: 14120 RY 2017-02-12 2128 N6YFM         599 0152   K3PP          599 0644
QSO: 14124 RY 2017-02-12 2133 N6YFM         599 0153   FG5LA         599 0833
QSO: 14129 RY 2017-02-12 2136 N6YFM         599 0154   WS7L          599 0763
QSO: 14137 RY 2017-02-12 2141 N6YFM         599 0155   NV1Q          599 0449
QSO: 14087 RY 2017-02-12 2148 N6YFM         599 0156   WD5K          599 0559
QSO: 14089 RY 2017-02-12 2150 N6YFM         599 0157   KN5S          599 0144
QSO: 14101 RY 2017-02-12 2155 N6YFM         599 0158   N7WY          599 0842
QSO: 14083 RY 2017-02-12 2157 N6YFM         599 0159   K5DU          599 1895
QSO: 14084 RY 2017-02-12 2159 N6YFM         599 0160   W4GKM         599 1374
QSO: 14106 RY 2017-02-12 2208 N6YFM         599 0161   NX0I          599 1090
QSO: 14117 RY 2017-02-12 2210 N6YFM         599 0162   K4PI          599 0854
QSO: 14120 RY 2017-02-12 2213 N6YFM         599 0163   VE7SZ         599 0591
QSO: 14080 RY 2017-02-12 2215 N6YFM         599 0164   WE6EZ         599 0713
QSO: 14081 RY 2017-02-12 2217 N6YFM         599 0165   NK7U          599 1142
QSO: 14088 RY 2017-02-12 2225 N6YFM         599 0166   W5PF          599 0565
QSO: 14088 RY 2017-02-12 2231 N6YFM         599 0167   VE7FO         599 0070
QSO: 14089 RY 2017-02-12 2232 N6YFM         599 0168   KX7YT         599 0670
QSO: 14094 RY 2017-02-12 2237 N6YFM         599 0169   K9PY          599 0190
QSO: 14095 RY 2017-02-12 2238 N6YFM         599 0170   W4MLB         599 0706
QSO: 14098 RY 2017-02-12 2240 N6YFM         599 0171   K1USA         599 1254
QSO: 14099 RY 2017-02-12 2242 N6YFM         599 0172   K8KI          599 0532
QSO: 14102 RY 2017-02-12 2245 N6YFM         599 0173   N1KEZ         599 0674
QSO: 14103 RY 2017-02-12 2246 N6YFM         599 0174   K7TQ          599 0890
QSO: 14104 RY 2017-02-12 2250 N6YFM         599 0175   KM6Z          599 0775
QSO: 14106 RY 2017-02-12 2253 N6YFM         599 0176   K9QVB         599 0565
QSO: 14106 RY 2017-02-12 2254 N6YFM         599 0177   NV9L          599 2444
QSO: 14108 RY 2017-02-12 2255 N6YFM         599 0178   NG1R          599 1208
QSO: 14115 RY 2017-02-12 2258 N6YFM         599 0179   K7GS          599 0308
QSO: 14117 RY 2017-02-12 2259 N6YFM         599 0180   WS6K          599 0319
QSO: 14119 RY 2017-02-12 2301 N6YFM         599 0181   W4UEF         599 0961
QSO: 14123 RY 2017-02-12 2302 N6YFM         599 0182   WK5T          599 2577
QSO: 14125 RY 2017-02-12 2303 N6YFM         599 0183   K7AR          599 0520
QSO: 14126 RY 2017-02-12 2304 N6YFM         599 0184   CG6WQ         599 0774
QSO: 14129 RY 2017-02-12 2307 N6YFM         599 0185   K7LFY         599 0751
QSO: 14132 RY 2017-02-12 2308 N6YFM         599 0186   KW7N          599 0103
QSO: 14136 RY 2017-02-12 2309 N6YFM         599 0187   WW2P          599 0042
QSO: 14083 RY 2017-02-12 2310 N6YFM         599 0188   W5XB          599 0363
QSO: 14090 RY 2017-02-12 2319 N6YFM         599 0189   NZ5O          599 0134
QSO: 14092 RY 2017-02-12 2320 N6YFM         599 0190   TG9ANF/4      599 0432
QSO: 14094 RY 2017-02-12 2322 N6YFM         599 0191   JN1THL        599 0492
QSO: 14099 RY 2017-02-12 2325 N6YFM         599 0192   WB4YDY        599 0614
END-OF-LOG:
