START-OF-LOG: 3.0
CALLSIGN: KN4QD
CLUB: South East Contest Club
CONTEST: CQ-WPX-CW
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 420223
OPERATORS: KN4QD
SOAPBOX: Storms were the name of the game here, both atmosperic and
SOAPBOX: geomagnetic. Thunderstorms came through on all 3 days of the contest
SOAPBOX: and forced me to diconnect the antennas. On Saturday, I even suffered
SOAPBOX: a power outage due to severe weather. The geomagnetic storm that
SOAPBOX: occured on Saturday really made conditions difficult. The only EU I
SOAPBOX: heard on Saturday were the really big guns. Thankfully propagation was
SOAPBOX: good North-South so I was able to work a number of stations in South
SOAPBOX: America which helped a bit. Conditions were very much improved by
SOAPBOX: Sunday evening as the contest was winding down. Hopefully conditions
SOAPBOX: will improve for next year. This was my best effort by far and WPX
SOAPBOX: remains my favorite contest.
NAME: Todd Atkins
CREATED-BY: N1MM Logger V10.5.4
LOCATION: SC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 14016 CW 2010-05-29 0004 KN4QD         599 0001   HK1X          599 0008
QSO: 14023 CW 2010-05-29 0007 KN4QD         599 0002   NW6H          599 0008
QSO: 14026 CW 2010-05-29 0008 KN4QD         599 0003   KL5DX         599 0007
QSO: 14028 CW 2010-05-29 0012 KN4QD         599 0004   WX3B          599 0021
QSO: 14029 CW 2010-05-29 0013 KN4QD         599 0005   NR6O          599 0018
QSO: 14030 CW 2010-05-29 0013 KN4QD         599 0006   KT3M          599 0010
QSO: 14031 CW 2010-05-29 0014 KN4QD         599 0007   K5WA          599 0028
QSO: 14032 CW 2010-05-29 0015 KN4QD         599 0008   KH6LC         599 0025
QSO: 14036 CW 2010-05-29 0018 KN4QD         599 0009   KE7X          599 0016
QSO: 14040 CW 2010-05-29 0022 KN4QD         599 0010   AK6M          599 0031
QSO: 14041 CW 2010-05-29 0022 KN4QD         599 0011   AJ6V          599 0041
QSO: 14042 CW 2010-05-29 0023 KN4QD         599 0012   NN5J          599 0049
QSO: 14046 CW 2010-05-29 0025 KN4QD         599 0013   KC0MO         599 0039
QSO: 14048 CW 2010-05-29 0026 KN4QD         599 0014   K3ZO          599 0063
QSO: 14050 CW 2010-05-29 0027 KN4QD         599 0015   AB0TX         599 0044
QSO: 14051 CW 2010-05-29 0028 KN4QD         599 0016   W7SW          599 0021
QSO: 14054 CW 2010-05-29 0030 KN4QD         599 0017   WA7NB         599 0035
QSO: 14056 CW 2010-05-29 0031 KN4QD         599 0018   WB2REM        599 0023
QSO: 14056 CW 2010-05-29 0032 KN4QD         599 0019   AB3CX         599 0052
QSO: 14056 CW 2010-05-29 0033 KN4QD         599 0020   WQ2N          599 0044
QSO: 14059 CW 2010-05-29 0035 KN4QD         599 0021   K2AXX         599 0042
QSO: 14060 CW 2010-05-29 0036 KN4QD         599 0022   WZ4F          599 0059
QSO: 14063 CW 2010-05-29 0038 KN4QD         599 0023   G5O           599 0031
QSO: 14064 CW 2010-05-29 0039 KN4QD         599 0024   RW2F          599 0034
QSO: 14065 CW 2010-05-29 0040 KN4QD         599 0025   KR4Z          599 0021
QSO: 14068 CW 2010-05-29 0043 KN4QD         599 0026   TM77M         599 0030
QSO: 14068 CW 2010-05-29 0044 KN4QD         599 0027   NA4K          599 0059
QSO: 14069 CW 2010-05-29 0045 KN4QD         599 0028   NM5M          599 0077
QSO: 14075 CW 2010-05-29 0050 KN4QD         599 0029   NJ4M          599 0077
QSO: 14077 CW 2010-05-29 0052 KN4QD         599 0030   WE6Z          599 0027
QSO: 14003 CW 2010-05-29 0053 KN4QD         599 0031   NY6N          599 0121
QSO: 14010 CW 2010-05-29 0057 KN4QD         599 0032   YT9X          599 0114
QSO: 14012 CW 2010-05-29 0058 KN4QD         599 0033   OP4K          599 0021
QSO: 14012 CW 2010-05-29 0059 KN4QD         599 0034   WM3T          599 0147
QSO: 14013 CW 2010-05-29 0104 KN4QD         599 0035   KP3Z          599 0110
QSO: 14014 CW 2010-05-29 0105 KN4QD         599 0036   DL0GL         599 0114
QSO: 14016 CW 2010-05-29 0108 KN4QD         599 0037   KC3R          599 0148
QSO: 14016 CW 2010-05-29 0109 KN4QD         599 0038   S50K          599 0140
QSO: 14018 CW 2010-05-29 0111 KN4QD         599 0039   K0AE          599 0003
QSO: 14019 CW 2010-05-29 0112 KN4QD         599 0040   VC6X          599 0135
QSO: 14021 CW 2010-05-29 0113 KN4QD         599 0041   WM6A          599 0108
QSO: 14021 CW 2010-05-29 0114 KN4QD         599 0042   N8OO          599 0132
QSO: 14023 CW 2010-05-29 0115 KN4QD         599 0043   NS9I          599 0080
QSO: 14027 CW 2010-05-29 0117 KN4QD         599 0044   VE7GL         599 0117
QSO: 14027 CW 2010-05-29 0118 KN4QD         599 0045   VY1EI         599 0056
QSO: 14027 CW 2010-05-29 0119 KN4QD         599 0046   AC8W          599 0152
QSO: 14028 CW 2010-05-29 0121 KN4QD         599 0047   DR1A          599 0159
QSO: 14030 CW 2010-05-29 0123 KN4QD         599 0048   SV1ENG        599 0054
QSO: 14032 CW 2010-05-29 0125 KN4QD         599 0049   N4FY          599 0023
QSO: 14032 CW 2010-05-29 0127 KN4QD         599 0050   IK0YVV        599 0127
QSO: 14033 CW 2010-05-29 0131 KN4QD         599 0051   YT9A          599 0189
QSO: 14033 CW 2010-05-29 0131 KN4QD         599 0052   LZ9W          599 0166
QSO: 14036 CW 2010-05-29 0135 KN4QD         599 0053   EA4TX         599 0059
QSO: 14038 CW 2010-05-29 0138 KN4QD         599 0054   WR3Z          599 0183
QSO: 14039 CW 2010-05-29 0139 KN4QD         599 0055   IN3QBR        599 0124
QSO: 14039 CW 2010-05-29 0139 KN4QD         599 0056   K6UW          599 0162
QSO: 14043 CW 2010-05-29 0141 KN4QD         599 0057   WK2G          599 0084
QSO: 14045 CW 2010-05-29 0142 KN4QD         599 0058   VE6EX         599 0032
QSO: 14046 CW 2010-05-29 0144 KN4QD         599 0059   K7IA          599 0114
QSO: 14050 CW 2010-05-29 0145 KN4QD         599 0060   K7AR          599 0090
QSO: 14055 CW 2010-05-29 0147 KN4QD         599 0061   KH6MB         599 0053
QSO: 14056 CW 2010-05-29 0148 KN4QD         599 0062   WB5AAR        599 0167
QSO: 14060 CW 2010-05-29 0150 KN4QD         599 0063   NQ5D          599 0189
QSO: 14062 CW 2010-05-29 0151 KN4QD         599 0064   KI7Y          599 0093
QSO: 14059 CW 2010-05-29 0151 KN4QD         599 0065   W0ETT         599 0056
QSO: 14064 CW 2010-05-29 0152 KN4QD         599 0066   KC7V          599 0054
QSO: 14069 CW 2010-05-29 0154 KN4QD         599 0067   AL1G          599 0096
QSO: 14084 CW 2010-05-29 0155 KN4QD         599 0068   XE1MM         599 0013
QSO: 14079 CW 2010-05-29 0156 KN4QD         599 0069   KE0UI         599 0091
QSO: 14005 CW 2010-05-29 0158 KN4QD         599 0070   W0UA          599 0174
QSO: 14002 CW 2010-05-29 0159 KN4QD         599 0071   N4WO          599 0034
QSO:  7010 CW 2010-05-29 0205 KN4QD         599 0072   N8OO          599 0207
QSO:  7011 CW 2010-05-29 0207 KN4QD         599 0073   YU1LA         599 0246
QSO:  7012 CW 2010-05-29 0208 KN4QD         599 0074   OK1Z          599 0168
QSO:  7013 CW 2010-05-29 0209 KN4QD         599 0075   WN9O          599 0149
QSO:  7017 CW 2010-05-29 0212 KN4QD         599 0076   DR1A          599 0179
QSO:  7018 CW 2010-05-29 0213 KN4QD         599 0077   KK5I          599 0170
QSO:  7019 CW 2010-05-29 0214 KN4QD         599 0078   VC2W          599 0199
QSO:  7023 CW 2010-05-29 0218 KN4QD         599 0079   LZ3FN         599 0286
QSO:  7026 CW 2010-05-29 0221 KN4QD         599 0080   YT0A          599 0250
QSO:  7027 CW 2010-05-29 0223 KN4QD         599 0081   9A5W          599 0264
QSO:  7029 CW 2010-05-29 0224 KN4QD         599 0082   HG1S          599 0182
QSO:  7030 CW 2010-05-29 0225 KN4QD         599 0083   NO3M          599 0165
QSO:  7030 CW 2010-05-29 0227 KN4QD         599 0084   IR1Y          599 0280
QSO:  7038 CW 2010-05-29 0229 KN4QD         599 0085   AA3B          599 0289
QSO:  7038 CW 2010-05-29 0229 KN4QD         599 0086   N2YO          599 0064
QSO:  7039 CW 2010-05-29 0230 KN4QD         599 0087   PI4DX         599 0013
QSO:  7040 CW 2010-05-29 0231 KN4QD         599 0088   W5MX          599 0192
QSO:  7042 CW 2010-05-29 0232 KN4QD         599 0089   KE0UI         599 0109
QSO:  7043 CW 2010-05-29 0233 KN4QD         599 0090   KU1CW         599 0221
QSO:  7043 CW 2010-05-29 0233 KN4QD         599 0091   9A5K          599 0234
QSO:  7045 CW 2010-05-29 0235 KN4QD         599 0092   YN2GY         599 0115
QSO:  7046 CW 2010-05-29 0235 KN4QD         599 0093   WC6H          599 0070
QSO:  7047 CW 2010-05-29 0236 KN4QD         599 0094   NY6N          599 0029
