START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: M0REG
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: IO90TU
CLAIMED-SCORE: 241395
NAME: David King
OPERATORS: G0JXX G0XAN G3SXE G4OHC G7RQD M0EAU M0HVD M0TVV
CLUB: Worthing Radio Events Group
CREATED-BY: N1MM Logger+ 1.0.7977.0
SOAPBOX: This was a fantastic experience for our small group. Great conditions.
QSO: 14000 PH 2019-10-26 0748 M0REG         59  14     EA7PP         59  14     0
QSO: 14000 PH 2019-10-26 0750 M0REG         59  14     R8CT          59  23     0
QSO: 14175 PH 2019-10-26 0824 M0REG         59  14     YT5A          59  15     0
QSO: 14156 PH 2019-10-26 0827 M0REG         59  14     RA3XM         59  16     0
QSO: 14152 PH 2019-10-26 0833 M0REG         59  14     OH5Z          59  15     0
QSO: 14155 PH 2019-10-26 0835 M0REG         59  14     UW7LL         59  16     0
QSO: 14169 PH 2019-10-26 0847 M0REG         59  14     RC3W          59  16     0
QSO: 14171 PH 2019-10-26 0851 M0REG         59  14     RW1CW         59  16     0
QSO: 14177 PH 2019-10-26 0901 M0REG         59  14     CS5SS         59  14     0
QSO: 14186 PH 2019-10-26 0902 M0REG         59  14     IO9R          59  15     0
QSO: 14264 PH 2019-10-26 0914 M0REG         59  14     SQ2A          59  15     0
QSO: 14273 PH 2019-10-26 0916 M0REG         59  14     IO9A          59  15     0
QSO: 14279 PH 2019-10-26 0918 M0REG         59  14     A73A          59  21     0
QSO: 14285 PH 2019-10-26 0923 M0REG         59  14     RJ4P          59  16     0
QSO: 14288 PH 2019-10-26 0926 M0REG         59  14     S50K          59  15     0
QSO: 14290 PH 2019-10-26 0927 M0REG         59  14     IT9XTP        59  15     0
QSO: 14293 PH 2019-10-26 0927 M0REG         59  14     LZ9W          59  20     0
QSO: 14294 PH 2019-10-26 0928 M0REG         59  14     E7DX          59  15     0
QSO: 14298 PH 2019-10-26 0929 M0REG         59  14     OH0W          59  15     0
QSO: 14309 PH 2019-10-26 0932 M0REG         59  14     IS0NHT        59  15     0
QSO: 14318 PH 2019-10-26 0938 M0REG         59  14     OH0V          59  15     0
QSO: 14322 PH 2019-10-26 0940 M0REG         59  14     D4C           59  35     0
QSO: 14332 PH 2019-10-26 0942 M0REG         59  14     ED8W          59  33     0
QSO: 14333 PH 2019-10-26 0943 M0REG         59  14     E73AA         59  15     0
