START-OF-LOG: 3.0
LOCATION: WWA
CALLSIGN: N7BT
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-TIME: 24-HOURS
CLAIMED-SCORE: 2259062
CLUB: ORCA DX and Contest Club
CONTEST: CQ-WW-SSB
CREATED-BY: WriteLog V10.79D
NAME: Paul F. Merrill
OPERATORS: N7BT  W7IV  N7RO  VA7DXC  VE7YBH  KW7XX  W7GLC  KC7GX
SOAPBOX: Had a lot of fun and more ops than usual.  Wishing for sunspots and a shift in the magnetic equator radically NORTH!!
QSO: 21274 PH 2010-10-30 0001 N7BT           59      3 JA5JWQ         59     25  1
QSO: 21274 PH 2010-10-30 0002 N7BT           59      3 JA1PCS         59     25  1
QSO: 21274 PH 2010-10-30 0003 N7BT           59      3 JA2JTN         59     25  1
QSO: 14286 PH 2010-10-30 0003 N7BT           59      3 VE4EAR         59      4  0
QSO: 21274 PH 2010-10-30 0004 N7BT           59      3 JA1XGI         59     25  1
QSO: 14283 PH 2010-10-30 0004 N7BT           59      3 VE7SV          59      3  0
QSO: 21274 PH 2010-10-30 0004 N7BT           59      3 JH7CUO         59     25  1
QSO: 21274 PH 2010-10-30 0005 N7BT           59      3 JA0BJY         59     25  1
QSO: 21274 PH 2010-10-30 0008 N7BT           59      3 JA7LMZ         59     25  1
QSO: 21274 PH 2010-10-30 0008 N7BT           59      3 JA1MZM         59     25  1
QSO: 21274 PH 2010-10-30 0009 N7BT           59      3 7L1FFH         59     25  1
QSO: 21274 PH 2010-10-30 0010 N7BT           59      3 JR5XPG         59     25  1
QSO: 21274 PH 2010-10-30 0010 N7BT           59      3 JM1JZN         59     25  1
QSO: 21274 PH 2010-10-30 0011 N7BT           59      3 JL1ABJ         59     25  1
QSO: 21274 PH 2010-10-30 0011 N7BT           59      3 JH1GEV         59     25  1
QSO: 21274 PH 2010-10-30 0012 N7BT           59      3 JH0NEC         59     25  1
QSO: 21274 PH 2010-10-30 0013 N7BT           59      3 JR4PMX/1       59     25  1
QSO: 21274 PH 2010-10-30 0013 N7BT           59      3 JN1CCF         59     25  1
QSO: 21274 PH 2010-10-30 0013 N7BT           59      3 JR3RIY         59     25  1
QSO: 21274 PH 2010-10-30 0013 N7BT           59      3 JR1UFN         59     25  1
QSO: 21274 PH 2010-10-30 0014 N7BT           59      3 JA2PFO         59     25  1
QSO: 21274 PH 2010-10-30 0014 N7BT           59      3 JA2FJP         59     25  1
QSO: 21274 PH 2010-10-30 0014 N7BT           59      3 JA1USO         59     25  1
QSO: 14220 PH 2010-10-30 0015 N7BT           59      3 LU1YY          59     13  0
QSO: 21274 PH 2010-10-30 0015 N7BT           59      3 JH7RTQ         59     25  1
QSO: 14222 PH 2010-10-30 0015 N7BT           59      3 VE7SZ          59      3  0
QSO: 14228 PH 2010-10-30 0016 N7BT           59      3 KH7CW          59     31  0
QSO: 21274 PH 2010-10-30 0016 N7BT           59      3 JE1CKA         59     25  1
QSO: 21280 PH 2010-10-30 0020 N7BT           59      3 FO8RZ          59     32  1
QSO: 21284 PH 2010-10-30 0025 N7BT           59      3 BA7IO          59     24  1
QSO: 21210 PH 2010-10-30 0034 N7BT           59      3 BY3MM          59     24  1
QSO: 14322 PH 2010-10-30 0034 N7BT           59      3 JI2ZJS         59     25  0
QSO: 14319 PH 2010-10-30 0035 N7BT           59      3 JA7BJS         59     25  0
QSO: 14310 PH 2010-10-30 0035 N7BT           59      3 JA6BZI         59     25  0
QSO: 21357 PH 2010-10-30 0038 N7BT           59      3 VE7BC          59      3  1
QSO: 21357 PH 2010-10-30 0038 N7BT           59      3 JA6KTY         59     25  1
QSO: 21357 PH 2010-10-30 0039 N7BT           59      3 JH3DMQ         59     25  1
QSO: 21357 PH 2010-10-30 0039 N7BT           59      3 JQ1BNL         59     25  1
QSO: 21357 PH 2010-10-30 0040 N7BT           59      3 JI2KXK         59     25  1
QSO: 21366 PH 2010-10-30 0042 N7BT           59      3 JF3BFS         59     25  0
QSO: 21370 PH 2010-10-30 0042 N7BT           59      3 RC0F           59     19  0
QSO: 14160 PH 2010-10-30 0043 N7BT           59      3 W6YX           59      3  1
QSO: 21217 PH 2010-10-30 0045 N7BT           59      3 BT4EXPO        59     24  0
QSO: 21225 PH 2010-10-30 0046 N7BT           59      3 YE2R           59     28  0
QSO: 14180 PH 2010-10-30 0047 N7BT           59      3 RT0Q           59     19  1
QSO: 14182 PH 2010-10-30 0047 N7BT           59      3 KH7Q           59     31  1
QSO: 21248 PH 2010-10-30 0048 N7BT           59      3 BY3CQ          59     24  0
QSO: 21252 PH 2010-10-30 0048 N7BT           59      3 RT0C           59     19  0
QSO: 21258 PH 2010-10-30 0049 N7BT           59      3 JQ1BVI         59     25  0
QSO: 14187 PH 2010-10-30 0049 N7BT           59      3 NH6JC          59     31  1
QSO: 21265 PH 2010-10-30 0049 N7BT           59      3 WH2X           59     27  0
QSO: 14192 PH 2010-10-30 0051 N7BT           59      3 XE1NVA         59      6  1
QSO: 21269 PH 2010-10-30 0051 N7BT           59      3 JH1XUP         59     25  0
QSO: 21269 PH 2010-10-30 0052 N7BT           59      3 JA1ERB         59     25  0
QSO: 21269 PH 2010-10-30 0053 N7BT           59      3 JA6BWH         59     25  0
QSO: 14200 PH 2010-10-30 0053 N7BT           59      3 HD2A           59     10  1
QSO: 21269 PH 2010-10-30 0054 N7BT           59      3 JA2YGP         59     25  0
QSO: 21269 PH 2010-10-30 0055 N7BT           59      3 BD4HZ          59     24  0
QSO: 21269 PH 2010-10-30 0055 N7BT           59      3 VE7GL          59      3  0
QSO: 14200 PH 2010-10-30 0056 N7BT           59      3 LT5X           59     13  1
QSO: 21213 PH 2010-10-30 0057 N7BT           59      3 VR2XLN         59     24  0
QSO: 14211 PH 2010-10-30 0057 N7BT           59      3 VE7GL          59      3  1
QSO: 21245 PH 2010-10-30 0057 N7BT           59      3 YE0X           59     28  0
QSO: 14218 PH 2010-10-30 0059 N7BT           59      3 JH1EVL         59     25  1
QSO: 21315 PH 2010-10-30 0059 N7BT           59      3 BX5AA          59     24  0
QSO: 14218 PH 2010-10-30 0100 N7BT           59      3 N3XRU          59      3  1
QSO: 21303 PH 2010-10-30 0100 N7BT           59      3 BG4ACE         59     24  0
QSO: 14218 PH 2010-10-30 0100 N7BT           59      3 JR2PMT         59     25  1
QSO: 21305 PH 2010-10-30 0101 N7BT           59      3 JA7BME         59     25  0
QSO: 14218 PH 2010-10-30 0101 N7BT           59      3 JA1RPK         59     25  1
