START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
LOCATION: TN
CALLSIGN: WB5WAJ
CATEGORY-POWER: LOW
CREATED-BY: N3FJP'S ARRL INTERNATIONAL DIGITAL CONTEST LOG 1.0
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
CLUB: Tennessee Contest Group
OPERATORS: WB5WAJ
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: EM65NU
QSO: 14074 DG 2022-06-04 1945 WB5WAJ EM65 W7JET DM43 0
QSO: 14075 DG 2022-06-04 1949 WB5WAJ EM65 KG7PQX DN40 0
QSO: 14075 DG 2022-06-04 1951 WB5WAJ EM65 K0OTC EN26 0
QSO: 14073 DG 2022-06-04 2004 WB5WAJ EM65 KD2JOE FM29 0
QSO: 7075 DG 2022-06-04 2036 WB5WAJ EM65 VE3MDX FN03 0
QSO: 14075 DG 2022-06-04 2044 WB5WAJ EM65 AC3EK FM19 0
QSO: 14076 DG 2022-06-04 2050 WB5WAJ EM65 N4MCC EM65 0
QSO: 14076 DG 2022-06-04 2053 WB5WAJ EM65 W0AMR DM57 0
QSO: 14074 DG 2022-06-04 2056 WB5WAJ EM65 KA2JAI FM19 0
QSO: 14076 DG 2022-06-04 2059 WB5WAJ EM65 KN4UOW FM18 0
QSO: 14076 DG 2022-06-04 2102 WB5WAJ EM65 W4IFI DM57 0
QSO: 14075 DG 2022-06-04 2110 WB5WAJ EM65 DG9SDN JO52 0
QSO: 14075 DG 2022-06-04 2113 WB5WAJ EM65 HI8ESF FK58 0
QSO: 14075 DG 2022-06-04 2117 WB5WAJ EM65 DB8EB JO31 0
QSO: 14075 DG 2022-06-04 2122 WB5WAJ EM65 KD2TUS FM29 0
QSO: 14076 DG 2022-06-04 2126 WB5WAJ EM65 DG3KBQ JO33 0
QSO: 14076 DG 2022-06-04 2132 WB5WAJ EM65 CT2HUU IN51 0
QSO: 14076 DG 2022-06-04 2136 WB5WAJ EM65 N9MWB EN52 0
QSO: 14074 DG 2022-06-04 2140 WB5WAJ EM65 KE0PRS EM08 0
QSO: 21076 DG 2022-06-04 2147 WB5WAJ EM65 N4EXA EL88 0
QSO: 21076 DG 2022-06-04 2151 WB5WAJ EM65 PU5YSV GG54 0
QSO: 28076 DG 2022-06-05 0030 WB5WAJ EM65 N4NM EM64 0
QSO: 28076 DG 2022-06-05 0039 WB5WAJ EM65 AB1TZ FN43 0
QSO: 7075 DG 2022-06-05 0104 WB5WAJ EM65 W1STJ FN42 0
QSO: 7075 DG 2022-06-05 0105 WB5WAJ EM65 K4AEH EM95 0
QSO: 7075 DG 2022-06-05 0107 WB5WAJ EM65 N8MG EN82 0
QSO: 7075 DG 2022-06-05 0109 WB5WAJ EM65 CM6AW FL02 0
QSO: 14076 DG 2022-06-05 1220 WB5WAJ EM65 N3DNA FN20 0
QSO: 14076 DG 2022-06-05 1222 WB5WAJ EM65 N3ADF FM18 0
QSO: 14076 DG 2022-06-05 1226 WB5WAJ EM65 W1CRB FN41 0
QSO: 14076 DG 2022-06-05 1230 WB5WAJ EM65 K7CTV DM42 0
QSO: 14076 DG 2022-06-05 1235 WB5WAJ EM65 K3RAW FN00 0
QSO: 14000 DG 2022-06-05 1236 WB5WAJ EM65 JA1NLX PM95 0
QSO: 14076 DG 2022-06-05 1238 WB5WAJ EM65 AI7SV CN87 0
QSO: 14076 DG 2022-06-05 1240 WB5WAJ EM65 WA0LIF EN35 0
QSO: 14076 DG 2022-06-05 1242 WB5WAJ EM65 K7VZ DM33 0
QSO: 14000 DG 2022-06-05 1244 WB5WAJ EM65 KC2KJO FN13 0
QSO: 21076 DG 2022-06-05 1302 WB5WAJ EM65 DO9CW JO40 0
QSO: 7076 DG 2022-06-05 1314 WB5WAJ EM65 WA9THI EM69 0
QSO: 7076 DG 2022-06-05 1315 WB5WAJ EM65 KA5LLN EM40 0
QSO: 7076 DG 2022-06-05 1317 WB5WAJ EM65 N4MEC FM06 0
QSO: 7076 DG 2022-06-05 1321 WB5WAJ EM65 K4YT FM19 0
QSO: 7076 DG 2022-06-05 1324 WB5WAJ EM65 WA5YZD EM10 0
QSO: 7076 DG 2022-06-05 1327 WB5WAJ EM65 WE4NC FM17 0
QSO: 7076 DG 2022-06-05 1331 WB5WAJ EM65 K0RI DM78 0
QSO: 7076 DG 2022-06-05 1335 WB5WAJ EM65 KY4E EM93 0
QSO: 7000 DG 2022-06-05 1336 WB5WAJ EM65 W4USH EM95 0
QSO: 7076 DG 2022-06-05 1337 WB5WAJ EM65 KG4LIO EM55 0
QSO: 21076 DG 2022-06-05 1354 WB5WAJ EM65 KK5PK EM11 0
QSO: 21072 DG 2022-06-05 1944 WB5WAJ EM65 K2DV EL87 0
QSO: 14075 DG 2022-06-05 1948 WB5WAJ EM65 AA8R EL97 0
QSO: 14073 DG 2022-06-05 1952 WB5WAJ EM65 AC1AX FN43 0
QSO: 14075 DG 2022-06-05 1959 WB5WAJ EM65 K2SAB FN21 0
QSO: 14074 DG 2022-06-05 2000 WB5WAJ EM65 KO4ERE FM18 0
QSO: 14075 DG 2022-06-05 2006 WB5WAJ EM65 WU9D EN61 0
QSO: 14075 DG 2022-06-05 2008 WB5WAJ EM65 WA9THI EM69 0
QSO: 14075 DG 2022-06-05 2011 WB5WAJ EM65 N9WQP EM69 0
END-OF-LOG:
