START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
LOCATION: NT
CALLSIGN: VY1FC
CATEGORY-POWER: LOW
CREATED-BY: N3FJP'S ARRL INTERNATIONAL DIGITAL CONTEST LOG 1.0
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
OPERATORS: VY1FC
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: CP20KS
QSO: 14081 DG 2022-06-05 0259 VY1FC CP20 KZ9V EN44 0
QSO: 14081 DG 2022-06-05 0301 VY1FC CP20 KA0AZS EM79 0
QSO: 14081 DG 2022-06-05 0304 VY1FC CP20 N6YJ CM88 0
QSO: 14091 DG 2022-06-05 0308 VY1FC CP20 W5KV DM79 0
QSO: 14091 DG 2022-06-05 0309 VY1FC CP20 WT0DX DM79 0
QSO: 14091 DG 2022-06-05 0309 VY1FC CP20 K8SJM EM79 0
QSO: 14091 DG 2022-06-05 0311 VY1FC CP20 N6AR EL98 0
QSO: 14091 DG 2022-06-05 0312 VY1FC CP20 KA1RUE EN91 0
QSO: 14091 DG 2022-06-05 0313 VY1FC CP20 K6GB DM14 0
QSO: 14091 DG 2022-06-05 0314 VY1FC CP20 N9TTK EM79 0
QSO: 14091 DG 2022-06-05 0315 VY1FC CP20 KI6DY EN91 0
QSO: 14091 DG 2022-06-05 0318 VY1FC CP20 N4IQ EM84 0
QSO: 14091 DG 2022-06-05 0320 VY1FC CP20 WA3RGY FM29 0
QSO: 14091 DG 2022-06-05 0321 VY1FC CP20 WO9B EN52 0
QSO: 14091 DG 2022-06-05 0322 VY1FC CP20 KD6HOF CM99 0
QSO: 14091 DG 2022-06-05 0324 VY1FC CP20 KA6T CN85 0
QSO: 14091 DG 2022-06-05 0326 VY1FC CP20 N8OO EM31 0
QSO: 14091 DG 2022-06-05 0327 VY1FC CP20 NF0N EN12 0
QSO: 14091 DG 2022-06-05 0329 VY1FC CP20 KE7MRA DN31 0
QSO: 14091 DG 2022-06-05 0330 VY1FC CP20 WA4ELK CN87 0
QSO: 14092 DG 2022-06-05 0332 VY1FC CP20 NU0C EN10 0
QSO: 14092 DG 2022-06-05 0333 VY1FC CP20 W1BUS CN85 0
QSO: 14092 DG 2022-06-05 0333 VY1FC CP20 KI5RCS EM10 0
QSO: 14092 DG 2022-06-05 0337 VY1FC CP20 NJ8G DM33 0
QSO: 14092 DG 2022-06-05 0338 VY1FC CP20 AC8ZU EM79 0
QSO: 14092 DG 2022-06-05 0339 VY1FC CP20 W6US CN76 0
QSO: 14092 DG 2022-06-05 0341 VY1FC CP20 VG3TTB FN04 0
QSO: 14092 DG 2022-06-05 0342 VY1FC CP20 KF6JOQ DM05 0
QSO: 21076 DG 2022-06-05 0358 VY1FC CP20 KE5OWJ EM13 0
QSO: 21076 DG 2022-06-05 0359 VY1FC CP20 AB0LM EM26 0
QSO: 21076 DG 2022-06-05 0402 VY1FC CP20 W0SJE DN70 0
QSO: 21076 DG 2022-06-05 0402 VY1FC CP20 KA6BIM CN73 0
QSO: 21076 DG 2022-06-05 0403 VY1FC CP20 N2ZZ EM93 0
QSO: 21076 DG 2022-06-05 0403 VY1FC CP20 AE5FM EM13 0
QSO: 21076 DG 2022-06-05 0405 VY1FC CP20 KG5EIU EM13 0
