START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
LOCATION: ME
CALLSIGN: KC1DVT
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
CATEGORY-OVERLAY: ENCLOSED
OPERATORS: 
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: FN43UR
QSO: 14091 DG 2022-06-04 1812 KC1DVT FN43 KK4JFM EM95
QSO: 14091 DG 2022-06-04 1816 KC1DVT FN43 WA9JSI EN52
QSO: 14091 DG 2022-06-04 1833 KC1DVT FN43 NC4MI EM85
QSO: 14092 DG 2022-06-04 1903 KC1DVT FN43 K4RCG FM08
QSO: 14092 DG 2022-06-04 2117 KC1DVT FN43 K0VM EN42
QSO: 14092 DG 2022-06-04 2123 KC1DVT FN43 KY4CU EM73
QSO: 14091 DG 2022-06-04 2143 KC1DVT FN43 KB3HF EM48
QSO: 14092 DG 2022-06-04 2304 KC1DVT FN43 KE8ESJ EM79
QSO: 14092 DG 2022-06-04 2321 KC1DVT FN43 KB4S FM17
QSO: 14092 DG 2022-06-04 2324 KC1DVT FN43 W3RGA FN10
QSO: 14092 DG 2022-06-04 2326 KC1DVT FN43 K2MEN FM29
QSO: 14091 DG 2022-06-04 2335 KC1DVT FN43 KC9WOM EN71
QSO: 14092 DG 2022-06-04 2338 KC1DVT FN43 DG5LP JN48
QSO: 14092 DG 2022-06-05 0007 KC1DVT FN43 GB2FRA IO90
QSO: 14092 DG 2022-06-05 0034 KC1DVT FN43 N8TCP EN91
QSO: 14092 DG 2022-06-05 0038 KC1DVT FN43 WA9IVH EN62
QSO: 14092 DG 2022-06-05 0041 KC1DVT FN43 K4CV EM75
QSO: 14092 DG 2022-06-05 0058 KC1DVT FN43 HG8LXL KN06
QSO: 14092 DG 2022-06-05 0132 KC1DVT FN43 N3WAS FM29
END-OF-LOG:
