START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
LOCATION: EPA
CALLSIGN: N3MQL
CATEGORY-POWER: LOW
CREATED-BY: N3FJP'S ARRL INTERNATIONAL DIGITAL CONTEST LOG 1.0
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
OPERATORS: N3MQL
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: FN20EN
QSO: 7076 DG 2022-06-05 0348 N3MQL FN20 SV3AUW KM17 1
QSO: 7075 DG 2022-06-05 0351 N3MQL FN20 CM2LFF EL83 1
QSO: 7075 DG 2022-06-05 0358 N3MQL FN20 N8MG EN82 1
QSO: 7076 DG 2022-06-05 0404 N3MQL FN20 AC9HP EM69 1
QSO: 7076 DG 2022-06-05 0420 N3MQL FN20 WW2G FN32 1
QSO: 7076 DG 2022-06-05 0426 N3MQL FN20 PT7ZZ HI06 1
QSO: 7075 DG 2022-06-05 0429 N3MQL FN20 WF5W EM50 1
QSO: 7076 DG 2022-06-05 0434 N3MQL FN20 MI0OBC IO74 1
QSO: 7076 DG 2022-06-05 0448 N3MQL FN20 PY7ZC HI21 1
QSO: 7075 DG 2022-06-05 0455 N3MQL FN20 WA6SVX DM03 1
QSO: 7075 DG 2022-06-05 0502 N3MQL FN20 PD1CMP JO21 1
QSO: 7076 DG 2022-06-05 0505 N3MQL FN20 W0JAY FN31 1
QSO: 7075 DG 2022-06-05 0513 N3MQL FN20 N1DRS FN42 1
QSO: 7076 DG 2022-06-05 0523 N3MQL FN20 F5URG JN03 1
QSO: 3574 DG 2022-06-05 0528 N3MQL FN20 AA4CB EL88 1
QSO: 3575 DG 2022-06-05 0533 N3MQL FN20 WC4J FM18 1
QSO: 3575 DG 2022-06-05 0535 N3MQL FN20 K1XH FN33 1
QSO: 14077 DG 2022-06-05 0541 N3MQL FN20 KG4LIO EM55 1
QSO: 14075 DG 2022-06-05 0546 N3MQL FN20 IK1BXQ JN43 1
QSO: 14075 DG 2022-06-05 0551 N3MQL FN20 NB7B DN31 1
QSO: 14076 DG 2022-06-05 1634 N3MQL FN20 N7RTH DM33 1
QSO: 14076 DG 2022-06-05 1647 N3MQL FN20 K0OTC EN26 1
QSO: 14075 DG 2022-06-05 1649 N3MQL FN20 KJ4MCT EM96 1
QSO: 14075 DG 2022-06-05 1651 N3MQL FN20 WD4EWZ EL88 1
QSO: 14076 DG 2022-06-05 1652 N3MQL FN20 KN6QJW CM98 1
QSO: 14076 DG 2022-06-05 1654 N3MQL FN20 V31DL EK57 1
QSO: 14076 DG 2022-06-05 1658 N3MQL FN20 MI0OBC IO74 1
QSO: 14074 DG 2022-06-05 1713 N3MQL FN20 AD5MQ DM89 1
QSO: 14074 DG 2022-06-05 1715 N3MQL FN20 K6LUM DM12 1
QSO: 14074 DG 2022-06-05 1718 N3MQL FN20 KI4GGJ EM73 1
QSO: 14075 DG 2022-06-05 1727 N3MQL FN20 WB5NFT EM45 1
QSO: 14075 DG 2022-06-05 1731 N3MQL FN20 WA4ZD EL96 1
QSO: 14075 DG 2022-06-05 1733 N3MQL FN20 WY0V EN12 1
QSO: 14076 DG 2022-06-05 1734 N3MQL FN20 KE4OOI EM77 1
QSO: 14076 DG 2022-06-05 1737 N3MQL FN20 KO4SJY EM63 1
QSO: 14075 DG 2022-06-05 1740 N3MQL FN20 KO4ZCT EL99 1
QSO: 14076 DG 2022-06-05 1740 N3MQL FN20 CO2AME EL83 1
QSO: 7075 DG 2022-06-05 1747 N3MQL FN20 N8QA EM88 1
QSO: 21075 DG 2022-06-05 1801 N3MQL FN20 N0VTY EN40 1
QSO: 14075 DG 2022-06-05 2002 N3MQL FN20 DG9SDN JO52 1
QSO: 14075 DG 2022-06-05 2004 N3MQL FN20 KD4WLE EL98 1
QSO: 14075 DG 2022-06-05 2020 N3MQL FN20 N4ANE EM85 1
QSO: 14075 DG 2022-06-05 2022 N3MQL FN20 KA4BVG EM65 1
QSO: 14075 DG 2022-06-05 2025 N3MQL FN20 K4RGN FM05 1
QSO: 14075 DG 2022-06-05 2028 N3MQL FN20 IZ2FTR JN55 1
QSO: 14075 DG 2022-06-05 2034 N3MQL FN20 KB9RP EN43 1
QSO: 14074 DG 2022-06-05 2036 N3MQL FN20 PD8RUK JO32 1
QSO: 14075 DG 2022-06-05 2039 N3MQL FN20 DJ1AA JO41 1
QSO: 14075 DG 2022-06-05 2043 N3MQL FN20 KW4IG EL98 1
QSO: 14075 DG 2022-06-05 2046 N3MQL FN20 KN1B EM40 1
QSO: 14075 DG 2022-06-05 2049 N3MQL FN20 EA5IVR IM97 1
QSO: 14075 DG 2022-06-05 2050 N3MQL FN20 SP3JHZ JO71 1
QSO: 14075 DG 2022-06-05 2051 N3MQL FN20 N7WFK EM15 1
QSO: 14075 DG 2022-06-05 2059 N3MQL FN20 WA8LE EN65 1
QSO: 14075 DG 2022-06-05 2119 N3MQL FN20 K7CTV DM42 1
QSO: 14075 DG 2022-06-05 2120 N3MQL FN20 SP5KGM KO02 1
QSO: 14075 DG 2022-06-05 2122 N3MQL FN20 SM6GBM JO67 1
QSO: 14075 DG 2022-06-05 2124 N3MQL FN20 WA9DBX EN53 1
QSO: 14075 DG 2022-06-05 2126 N3MQL FN20 WB5MTV EN34 1
QSO: 14075 DG 2022-06-05 2127 N3MQL FN20 WA3TUU EN72 1
QSO: 14075 DG 2022-06-05 2129 N3MQL FN20 N9WQP EM69 1
QSO: 14075 DG 2022-06-05 2130 N3MQL FN20 R2AL KO85 1
QSO: 14075 DG 2022-06-05 2134 N3MQL FN20 IK4LZH JN54 1
QSO: 14081 DG 2022-06-05 2139 N3MQL FN20 KF0AIJ EN31 1
QSO: 14081 DG 2022-06-05 2142 N3MQL FN20 W6RQ CM87 1
QSO: 14081 DG 2022-06-05 2147 N3MQL FN20 K4VHE EM64 1
QSO: 14081 DG 2022-06-05 2148 N3MQL FN20 W5PWH EM36 1
QSO: 14081 DG 2022-06-05 2154 N3MQL FN20 K9CW EN50 1
QSO: 14081 DG 2022-06-05 2156 N3MQL FN20 KB8U EN71 1
QSO: 14081 DG 2022-06-05 2157 N3MQL FN20 AI4WW EL96 1
QSO: 14081 DG 2022-06-05 2159 N3MQL FN20 WR0OT DM79 1
QSO: 14081 DG 2022-06-05 2200 N3MQL FN20 K4SHA EM72 1
QSO: 14081 DG 2022-06-05 2201 N3MQL FN20 W0MU DM79 1
QSO: 14075 DG 2022-06-05 2212 N3MQL FN20 HB9VAA JN36 1
QSO: 14075 DG 2022-06-05 2214 N3MQL FN20 OK1AYM JO70 1
QSO: 14075 DG 2022-06-05 2217 N3MQL FN20 DQ5R JO44 1
QSO: 14075 DG 2022-06-05 2311 N3MQL FN20 KB5SDX EM79 1
QSO: 14074 DG 2022-06-05 2314 N3MQL FN20 KE0OIR DM79 1
QSO: 14074 DG 2022-06-05 2317 N3MQL FN20 KF7BWS CN84 1
QSO: 14075 DG 2022-06-05 2323 N3MQL FN20 9A4ZM JN64 1
QSO: 14075 DG 2022-06-05 2326 N3MQL FN20 N4DWD EM86 1
QSO: 14075 DG 2022-06-05 2329 N3MQL FN20 KJ7RGW CN92 1
QSO: 14075 DG 2022-06-05 2332 N3MQL FN20 KA4MLP EM75 1
QSO: 14075 DG 2022-06-05 2337 N3MQL FN20 W5GSW FM05 1
QSO: 14075 DG 2022-06-05 2339 N3MQL FN20 KC3NQB FN20 1
QSO: 14081 DG 2022-06-05 2347 N3MQL FN20 K4EGA EM83 1
QSO: 14081 DG 2022-06-05 2349 N3MQL FN20 N2ZZ EM93 1
QSO: 14081 DG 2022-06-05 2351 N3MQL FN20 K4SBZ EM70 1
QSO: 14081 DG 2022-06-05 2356 N3MQL FN20 K9RWM EN70 1
END-OF-LOG:
