START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
LOCATION: DX
CALLSIGN: PU2NBI
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-STATION: FIXED
CREATED-BY: N1MM LOGGER+ 1.0.9558.0
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
CLUB: CABREUVADX
OPERATORS: PU2NBI
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: GG66GL
QSO: 21075 DG 2022-06-04 2357 PU2NBI GG66 W3FAY FM18
QSO: 21074 DG 2022-06-05 0000 PU2NBI GG66 W9FI DM42
QSO: 21075 DG 2022-06-05 0005 PU2NBI GG66 CX8AF GF15
QSO: 21093 DG 2022-06-05 0012 PU2NBI GG66 W3WTD FM18
QSO: 21091 DG 2022-06-05 0014 PU2NBI GG66 KO4HEX EM56
QSO: 21091 DG 2022-06-05 0016 PU2NBI GG66 N1EK FM19
QSO: 21091 DG 2022-06-05 0017 PU2NBI GG66 AD4TJ FM08
QSO: 21091 DG 2022-06-05 0021 PU2NBI GG66 PY3TR GF49
QSO: 21091 DG 2022-06-05 0022 PU2NBI GG66 PY3LX GG40
QSO: 21093 DG 2022-06-05 0025 PU2NBI GG66 W2LPL FN20
QSO: 21090 DG 2022-06-05 0027 PU2NBI GG66 AE5FM EM13
QSO: 21091 DG 2022-06-05 0029 PU2NBI GG66 W5KV DM79
QSO: 21093 DG 2022-06-05 0031 PU2NBI GG66 WT0DX DM79
QSO: 21090 DG 2022-06-05 0034 PU2NBI GG66 K5ND EM12
QSO: 21091 DG 2022-06-05 0035 PU2NBI GG66 N0UR EN33
QSO: 21091 DG 2022-06-05 0037 PU2NBI GG66 AB1J FN42
QSO: 21091 DG 2022-06-05 0041 PU2NBI GG66 W9XT EN53
QSO: 21092 DG 2022-06-05 0043 PU2NBI GG66 KO4YED EM55
QSO: 21091 DG 2022-06-05 0045 PU2NBI GG66 NF3R FN20
QSO: 21091 DG 2022-06-05 0046 PU2NBI GG66 K6GHA CM97
QSO: 21092 DG 2022-06-05 1421 PU2NBI GG66 J42A KN10
QSO: 21092 DG 2022-06-05 1424 PU2NBI GG66 VP8BTR GD08
QSO: 21091 DG 2022-06-05 1428 PU2NBI GG66 DG5LP JN48
QSO: 21091 DG 2022-06-05 1431 PU2NBI GG66 E70AW JN93
QSO: 21090 DG 2022-06-05 1432 PU2NBI GG66 CT2FEY IN50
QSO: 21092 DG 2022-06-05 1439 PU2NBI GG66 RU3OZ KO91
QSO: 21091 DG 2022-06-05 1440 PU2NBI GG66 DR4W JN59
