START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: OE3DXA
CLUB:
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 472374
OPERATORS: OE3DXA
SOAPBOX: was a hard one this times, had only an windom antenna as inverted v @
SOAPBOX: 10m on the top, costs a lot of time to get the rare stations with this
SOAPBOX: antenna and a lot of them i cant't get, anyway it was a lot of fun to
SOAPBOX: participate thanks to all for the points, 73 wern, oe3dxa
NAME: Werner Prax
CREATED-BY: N1MM Logger V13.10.1
QSO: 28396 PH 2013-10-26 0535 OE3DXA        59  15     JA0QNJ        59  25
QSO:  1835 PH 2013-10-26 0537 OE3DXA        59  15     F5UTN         59  14
QSO:  1827 PH 2013-10-26 0537 OE3DXA        59  15     9A5W          59  15
QSO:  1838 PH 2013-10-26 0538 OE3DXA        59  15     DF2DJ         59  14
QSO:  1854 PH 2013-10-26 0541 OE3DXA        59  15     SP8W          59  15
QSO:  1859 PH 2013-10-26 0543 OE3DXA        59  15     9A2AJ         59  15
QSO:  1868 PH 2013-10-26 0545 OE3DXA        59  15     DJ4PT         59  14
QSO:  1848 PH 2013-10-26 0546 OE3DXA        59  15     DF0HQ         59  14
QSO:  3792 PH 2013-10-26 0547 OE3DXA        59  15     OK5D          59  15
QSO:  3796 PH 2013-10-26 0548 OE3DXA        59  15     SN2B          59  15
QSO:  3784 PH 2013-10-26 0549 OE3DXA        59  15     OL4A          59  15
QSO:  3780 PH 2013-10-26 0549 OE3DXA        59  15     IK2QPR        59  15
QSO:  3772 PH 2013-10-26 0550 OE3DXA        59  15     DF0HQ         59  14
QSO:  3766 PH 2013-10-26 0551 OE3DXA        59  15     LZ9W          59  20
QSO:  3761 PH 2013-10-26 0552 OE3DXA        59  15     E7DX          59  15
QSO:  3765 PH 2013-10-26 0553 OE3DXA        59  15     SQ9HZM        59  15
QSO:  3757 PH 2013-10-26 0553 OE3DXA        59  15     YT4A          59  15
QSO:  3748 PH 2013-10-26 0554 OE3DXA        59  15     YT0W          59  15
QSO:  3745 PH 2013-10-26 0554 OE3DXA        59  15     SP8K          59  15
QSO:  3740 PH 2013-10-26 0555 OE3DXA        59  15     DL0CS         59  14
QSO:  3730 PH 2013-10-26 0555 OE3DXA        59  15     HB9EE         59  14
QSO:  3725 PH 2013-10-26 0556 OE3DXA        59  15     HF3A          59  15
QSO:  3715 PH 2013-10-26 0557 OE3DXA        59  15     S51DX         59  15
QSO:  3711 PH 2013-10-26 0557 OE3DXA        59  15     S53N          59  15
QSO:  3708 PH 2013-10-26 0558 OE3DXA        59  15     OL9A          59  15
QSO:  3702 PH 2013-10-26 0558 OE3DXA        59  15     YQ5C          59  20
QSO:  3699 PH 2013-10-26 0558 OE3DXA        59  15     HA30S         59  15
QSO:  7200 PH 2013-10-26 0559 OE3DXA        59  15     SP8R          59  15
QSO:  7193 PH 2013-10-26 0601 OE3DXA        59  15     LZ9W          59  20
QSO:  7197 PH 2013-10-26 0602 OE3DXA        59  15     HA30S         59  15
QSO:  7185 PH 2013-10-26 0603 OE3DXA        59  15     W4AAA         59  05
QSO:  7183 PH 2013-10-26 0603 OE3DXA        59  15     DR1A          59  14
QSO:  7176 PH 2013-10-26 0603 OE3DXA        59  15     9A8DV         59  15
QSO:  7174 PH 2013-10-26 0604 OE3DXA        59  15     EW8DD         59  16
QSO:  7170 PH 2013-10-26 0605 OE3DXA        59  15     DF0HQ         59  14
QSO:  7166 PH 2013-10-26 0606 OE3DXA        59  15     ED3X          59  14
QSO:  7162 PH 2013-10-26 0606 OE3DXA        59  15     TM9R          59  14
QSO:  7152 PH 2013-10-26 0608 OE3DXA        59  15     K3LR          59  05
QSO:  7150 PH 2013-10-26 0608 OE3DXA        59  15     LY7A          59  15
QSO:  3713 PH 2013-10-26 0609 OE3DXA        59  15     LY7A          59  15
QSO:  7146 PH 2013-10-26 0610 OE3DXA        59  15     K8AZ          59  04
QSO:  7133 PH 2013-10-26 0611 OE3DXA        59  15     W3LPL         59  05
QSO:  7137 PH 2013-10-26 0612 OE3DXA        59  15     CN3A          59  33
QSO:  7132 PH 2013-10-26 0612 OE3DXA        59  15     TM6M          59  14
QSO:  7129 PH 2013-10-26 0613 OE3DXA        59  15     DM5TI         59  14
QSO: 28355 PH 2013-10-26 0822 OE3DXA        59  15     RM4HZ         59  16
QSO: 28273 PH 2013-10-26 0823 OE3DXA        59  15     UA4PAN        59  16
QSO: 28278 PH 2013-10-26 0824 OE3DXA        59  15     UN7QF         59  17
QSO: 28284 PH 2013-10-26 0825 OE3DXA        59  15     RZ8U          59  18
QSO: 28323 PH 2013-10-26 0826 OE3DXA        59  15     UA9CTT        59  17
QSO: 28335 PH 2013-10-26 0828 OE3DXA        59  15     RC6U          59  16
QSO: 28350 PH 2013-10-26 0828 OE3DXA        59  15     CR5A          59  14
QSO: 28400 PH 2013-10-26 0831 OE3DXA        59  15     CT1AOZ        59  14
QSO: 28402 PH 2013-10-26 0832 OE3DXA        59  15     CT2IOV        59  14
QSO: 28440 PH 2013-10-26 0833 OE3DXA        59  15     EE9K          59  33
QSO: 28489 PH 2013-10-26 0836 OE3DXA        59  15     BY0AA         59  23
QSO: 28503 PH 2013-10-26 0837 OE3DXA        59  15     RW0A          59  18
QSO: 28506 PH 2013-10-26 0838 OE3DXA        59  15     RA4W          59  16
QSO: 28528 PH 2013-10-26 0839 OE3DXA        59  15     OE8Q          59  15
QSO: 28581 PH 2013-10-26 0840 OE3DXA        59  15     S57AL         59  15
QSO: 28598 PH 2013-10-26 0841 OE3DXA        59  15     UN7JX         59  17
QSO: 28592 PH 2013-10-26 0841 OE3DXA        59  15     EA1BD         59  14
QSO: 28607 PH 2013-10-26 0842 OE3DXA        59  15     OH8X          59  15
QSO: 28637 PH 2013-10-26 0843 OE3DXA        59  15     4Z5FI         59  20
QSO: 28828 PH 2013-10-26 0846 OE3DXA        59  15     IR6T          59  15
QSO:  7058 PH 2013-10-26 0848 OE3DXA        59  15     S52X          59  15
QSO:  7069 PH 2013-10-26 0849 OE3DXA        59  15     HF9Q          59  15
QSO:  7073 PH 2013-10-26 0849 OE3DXA        59  15     PI4M          59  14
QSO:  7092 PH 2013-10-26 0850 OE3DXA        59  15     DP6T          59  14
QSO:  7120 PH 2013-10-26 0851 OE3DXA        59  15     II2I          59  15
QSO:  7132 PH 2013-10-26 0851 OE3DXA        59  15     OL5T          59  15
QSO:  7157 PH 2013-10-26 0853 OE3DXA        59  15     OT5A          59  14
QSO:  7187 PH 2013-10-26 0855 OE3DXA        59  15     OM0M          59  15
QSO: 28359 PH 2013-10-26 0858 OE3DXA        59  15     E70T          59  15
QSO: 28396 PH 2013-10-26 0902 OE3DXA        59  15     CN2R          59  33
QSO: 28400 PH 2013-10-26 0902 OE3DXA        59  15     R2MA          59  16
QSO: 28406 PH 2013-10-26 0902 OE3DXA        59  15     RM0A          59  18
QSO: 28515 PH 2013-10-26 0908 OE3DXA        59  15     VU2RBI        59  22
QSO: 28531 PH 2013-10-26 0910 OE3DXA        59  15     EK3GM         59  21
QSO: 28478 PH 2013-10-26 0912 OE3DXA        59  15     BV55D         59  24
QSO: 28491 PH 2013-10-26 0913 OE3DXA        59  15     CN3A          59  33
QSO: 28391 PH 2013-10-26 0916 OE3DXA        59  15     3Z2X          59  15
QSO: 28304 PH 2013-10-26 0917 OE3DXA        59  15     JT1T          59  23
QSO: 28327 PH 2013-10-26 0918 OE3DXA        59  15     EK6SI         59  21
QSO: 28335 PH 2013-10-26 1336 OE3DXA        59  15     TF3SG         59  40
QSO: 28245 PH 2013-10-26 1337 OE3DXA        59  15     8P5A          59  08
QSO: 28251 PH 2013-10-26 1337 OE3DXA        59  15     VE3JM         59  04
QSO: 28255 PH 2013-10-26 1338 OE3DXA        59  15     VE3EJ         59  04
QSO: 28257 PH 2013-10-26 1339 OE3DXA        59  15     CJ3T          59  04
QSO: 28262 PH 2013-10-26 1339 OE3DXA        59  15     TF3CY         59  40
QSO: 28270 PH 2013-10-26 1340 OE3DXA        59  15     VE3RA         59  04
QSO: 28261 PH 2013-10-26 1342 OE3DXA        59  15     ET3AA         59  37
QSO: 28293 PH 2013-10-26 1349 OE3DXA        59  15     VE2IM         59  02
QSO: 28288 PH 2013-10-26 1351 OE3DXA        59  15     YN5Z          59  07
QSO: 28299 PH 2013-10-26 1351 OE3DXA        59  15     EA9KB         59  33
QSO: 28273 PH 2013-10-26 1352 OE3DXA        59  15     VA2TG         59  05
QSO: 28316 PH 2013-10-26 1357 OE3DXA        59  15     PJ2T          59  09
QSO: 28314 PH 2013-10-26 1358 OE3DXA        59  15     NE0U          59  04
QSO: 28328 PH 2013-10-26 1359 OE3DXA        59  15     TA7OM         59  20
QSO: 21160 PH 2013-10-26 1405 OE3DXA        59  15     HK1NA         59  09
QSO: 21133 PH 2013-10-26 1407 OE3DXA        59  15     A65BP         59  21
QSO: 21120 PH 2013-10-26 1408 OE3DXA        59  15     ZW8T          59  11
QSO: 21136 PH 2013-10-26 1408 OE3DXA        59  15     ED5O          59  14
QSO: 21141 PH 2013-10-26 1409 OE3DXA        59  15     UY1IP         59  16
QSO: 21150 PH 2013-10-26 1409 OE3DXA        59  15     UK9AA         59  17
QSO: 21157 PH 2013-10-26 1410 OE3DXA        59  15     EE5T          59  14
QSO: 21163 PH 2013-10-26 1410 OE3DXA        59  15     CN8VO         59  33
QSO: 21178 PH 2013-10-26 1411 OE3DXA        59  15     VA2TG         59  05
QSO: 21179 PH 2013-10-26 1412 OE3DXA        59  15     VY2TT         59  05
QSO: 21184 PH 2013-10-26 1413 OE3DXA        59  15     EA6/S53R      59  14
QSO: 21186 PH 2013-10-26 1413 OE3DXA        59  15     RC6U          59  16
QSO: 21198 PH 2013-10-26 1415 OE3DXA        59  15     P43A          59  09
QSO: 21201 PH 2013-10-26 1416 OE3DXA        59  15     KC1XX         59  05
QSO: 21205 PH 2013-10-26 1417 OE3DXA        59  15     ED9Z          59  33
QSO: 21214 PH 2013-10-26 1418 OE3DXA        59  15     WE3C          59  05
QSO: 21220 PH 2013-10-26 1420 OE3DXA        59  15     NR5M          59  04
QSO: 21227 PH 2013-10-26 1421 OE3DXA        59  15     EM0I          59  16
QSO: 21244 PH 2013-10-26 1422 OE3DXA        59  15     SX5P          59  20
QSO: 21258 PH 2013-10-26 1423 OE3DXA        59  15     SV9FBG        59  20
QSO: 21289 PH 2013-10-26 1425 OE3DXA        59  15     OH5Z          59  15
QSO: 21307 PH 2013-10-26 1426 OE3DXA        59  15     SI9AM         59  14
QSO: 21388 PH 2013-10-26 1429 OE3DXA        59  15     UZ4I          59  16
QSO: 21390 PH 2013-10-26 1430 OE3DXA        59  15     UA6AA         59  16
QSO: 21394 PH 2013-10-26 1431 OE3DXA        59  15     N9RV          59  04
QSO: 21399 PH 2013-10-26 1431 OE3DXA        59  15     EY8MM         59  17
QSO: 21435 PH 2013-10-26 1433 OE3DXA        59  15     SU9AF         59  34
QSO: 21439 PH 2013-10-26 1433 OE3DXA        59  15     CT1EVE        59  14
QSO: 21424 PH 2013-10-26 1434 OE3DXA        59  15     C4A           59  20
QSO: 21375 PH 2013-10-26 1437 OE3DXA        59  15     V26B          59  08
QSO: 21292 PH 2013-10-26 1439 OE3DXA        59  15     A71BX         59  21
QSO: 28274 PH 2013-10-26 1445 OE3DXA        59  15     VA5DX         59  04
QSO: 28289 PH 2013-10-26 1446 OE3DXA        59  15     VE3MIS        59  04
QSO: 28304 PH 2013-10-26 1448 OE3DXA        59  15     K4XS          59  05
QSO: 28341 PH 2013-10-26 1453 OE3DXA        59  15     XE2B          59  06
QSO: 14111 PH 2013-10-26 1456 OE3DXA        59  15     EA2DNR        59  14
QSO: 14115 PH 2013-10-26 1456 OE3DXA        59  15     DP7D          59  14
QSO: 14121 PH 2013-10-26 1457 OE3DXA        59  15     OR1Z          59  14
QSO: 14127 PH 2013-10-26 1457 OE3DXA        59  15     EU1AZ         59  16
QSO: 14128 PH 2013-10-26 1458 OE3DXA        59  15     YL5W          59  15
QSO: 14133 PH 2013-10-26 1458 OE3DXA        59  15     RQ7M          59  16
QSO: 14135 PH 2013-10-26 1458 OE3DXA        59  15     ED8W          59  33
QSO: 14137 PH 2013-10-26 1459 OE3DXA        59  15     MD2C          59  14
QSO: 14138 PH 2013-10-26 1500 OE3DXA        59  15     IT9BYL        59  15
