START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.6.0
CONTEST: CQ-WW-CW
LOCATION: NV
CALLSIGN: W7RN
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: TWO
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 4079515
OPERATORS: K5RC, K6KR, KF6T, W6EU, KH2TJ, AI6V
CLUB: Northern California Contest Club
NAME: The Comstock Memorial Station
SOAPBOX:
QSO: 14018 CW 2010-11-27 0000 W7RN          599 03     W0YZZ         599 05     1
QSO: 21005 CW 2010-11-27 0001 W7RN          599 03     HS0ZKS        599 26     0
QSO: 21005 CW 2010-11-27 0002 W7RN          599 03     JH7CUO        599 25     0
QSO: 14018 CW 2010-11-27 0002 W7RN          599 03     JA1RPK        599 25     1
QSO: 21005 CW 2010-11-27 0003 W7RN          599 03     JO1ABS        599 25     0
QSO: 21005 CW 2010-11-27 0003 W7RN          599 03     YC1BJX        599 28     0
QSO: 21005 CW 2010-11-27 0003 W7RN          599 03     KG7H          599 03     0
QSO: 21005 CW 2010-11-27 0004 W7RN          599 03     7K4XNN        599 25     0
QSO: 14018 CW 2010-11-27 0004 W7RN          599 03     RW0LT         599 17     1
QSO: 21005 CW 2010-11-27 0004 W7RN          599 03     JA7ACM        599 25     0
QSO: 21005 CW 2010-11-27 0005 W7RN          599 03     JQ1NGT        599 25     0
QSO: 14018 CW 2010-11-27 0005 W7RN          599 03     JA2IU         599 25     1
QSO: 21005 CW 2010-11-27 0005 W7RN          599 03     JR6AWQ        599 25     0
QSO: 14018 CW 2010-11-27 0005 W7RN          599 03     JE1TSD        599 25     1
QSO: 21005 CW 2010-11-27 0005 W7RN          599 03     JA0UMV        599 25     0
QSO: 14018 CW 2010-11-27 0006 W7RN          599 03     JA5APU        599 25     1
QSO: 21005 CW 2010-11-27 0006 W7RN          599 03     JG1UKW        599 25     0
QSO: 14018 CW 2010-11-27 0007 W7RN          599 03     BD1CAL        599 24     1
QSO: 21005 CW 2010-11-27 0007 W7RN          599 03     JH6NTW        599 25     0
QSO: 21005 CW 2010-11-27 0007 W7RN          599 03     JA8KXA        599 25     0
QSO: 14018 CW 2010-11-27 0008 W7RN          599 03     JR2TMB        599 25     1
QSO: 21005 CW 2010-11-27 0008 W7RN          599 03     JA2KKA        599 25     0
QSO: 21005 CW 2010-11-27 0008 W7RN          599 03     KL7XX         599 01     0
QSO: 14018 CW 2010-11-27 0008 W7RN          599 03     K3IE          599 05     1
QSO: 14018 CW 2010-11-27 0008 W7RN          599 03     N5KIP         599 05     1
QSO: 21005 CW 2010-11-27 0009 W7RN          599 03     VR2UW         599 24     0
QSO: 14018 CW 2010-11-27 0009 W7RN          599 03     AC5CW         599 04     1
QSO: 14018 CW 2010-11-27 0010 W7RN          599 03     JA1KJW        599 25     1
QSO: 21005 CW 2010-11-27 0009 W7RN          599 03     JA7ZP         599 25     0
QSO: 21005 CW 2010-11-27 0010 W7RN          599 03     JA6CLO        599 25     0
QSO: 14018 CW 2010-11-27 0010 W7RN          599 03     JO1XEU        599 25     1
QSO: 14018 CW 2010-11-27 0011 W7RN          599 03     JA6WFM        599 25     1
QSO: 21005 CW 2010-11-27 0011 W7RN          599 03     JA3TMM        599 25     0
QSO: 14018 CW 2010-11-27 0011 W7RN          599 03     JF9KVT        599 25     1
QSO: 14018 CW 2010-11-27 0011 W7RN          599 03     P40L          599 09     1
QSO: 14018 CW 2010-11-27 0011 W7RN          599 03     7K1EQG        599 25     1
QSO: 14018 CW 2010-11-27 0012 W7RN          599 03     JH0EPI        599 25     1
QSO: 14018 CW 2010-11-27 0012 W7RN          599 03     JA6DIJ        599 25     1
QSO: 21005 CW 2010-11-27 0012 W7RN          599 03     JA1HP         599 25     0
QSO: 21005 CW 2010-11-27 0013 W7RN          599 03     JH1SBE        599 25     0
QSO: 14018 CW 2010-11-27 0013 W7RN          599 03     JL2LPX        599 25     1
