START-OF-LOG: 3.0
ARRL-SECTION:
CONTEST: CQ-WW-CW
CALLSIGN: OZ4CG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 62622
OPERATORS: OZ4CG
CLUB:
NAME: Carsten Gjessing
SOAPBOX: RIG: QRP (5W): Hendricks PFR-3 (40m+20m), JUMA-TRX1 (80m)
SOAPBOX: ANT: G5RV-dipole
SOAPBOX:
CREATED-BY: Exported by LOGic version 8.0.100. LOGic Cabrillo Export version 1.2.
CREATED-BY: LOGic CONTEST ID CQWW.  Log form CQWW.
CREATED-BY: Exported on 2010-11-28. 374 records exported.
CREATED-BY: Contact LOGic authors for technical questions at http://hosenose.com or 770-307-1496
CREATED-BY: Cabrillo format: Other
CREATED-BY:
CREATED-BY:                   --------info sent------- -------info rcvd--------
CREATED-BY: mo date       time call          rst exch   call          rst exch   t
CREATED-BY: PH 1999-03-06 0711 HC8N          59  700    W1AW          59  CT     0
CREATED-BY: 1111111122222222223333333333444444444455555555556666666666777777777788
CREATED-BY: 2345678901234567890123456789012345678901234567890123456789012345678901
QSO: 14000 CW 2010-11-27 0835 OZ4CG         599 14     LZ9W          599 20
QSO: 14000 CW 2010-11-27 0837 OZ4CG         599 14     EA5CW         599 14
QSO: 14000 CW 2010-11-27 0841 OZ4CG         599 14     9A1P          599 15
QSO: 14000 CW 2010-11-27 0842 OZ4CG         599 14     UA3ABJ        599 16
QSO: 14000 CW 2010-11-27 0846 OZ4CG         599 14     EA2LU         599 14
QSO: 14000 CW 2010-11-27 0847 OZ4CG         599 14     AM5M          599 14
QSO: 14000 CW 2010-11-27 0849 OZ4CG         599 14     YT5A          599 15
QSO: 14000 CW 2010-11-27 0849 OZ4CG         599 14     IR4M          599 15
QSO: 14000 CW 2010-11-27 0851 OZ4CG         599 14     CS5NRA        599 14
QSO: 14000 CW 2010-11-27 0853 OZ4CG         599 14     EA2IF         599 14
QSO: 14000 CW 2010-11-27 1154 OZ4CG         599 14     RG3K          599 16
QSO: 14000 CW 2010-11-27 1156 OZ4CG         599 14     IR2C          599 15
QSO: 14000 CW 2010-11-27 1203 OZ4CG         599 14     UP2L          599 17
QSO: 14000 CW 2010-11-27 1207 OZ4CG         599 14     IU9T          599 15
QSO: 14000 CW 2010-11-27 1209 OZ4CG         599 14     K2LE          599 05
QSO: 14000 CW 2010-11-27 1210 OZ4CG         599 14     CT1JLZ        599 14
QSO: 14000 CW 2010-11-27 1212 OZ4CG         599 14     YO7DAA        599 20
QSO: 14000 CW 2010-11-27 1213 OZ4CG         599 14     LZ5R          599 20
QSO: 14000 CW 2010-11-27 1214 OZ4CG         599 14     RT3F          599 16
QSO: 14000 CW 2010-11-27 1217 OZ4CG         599 14     N3UM          599 05
QSO: 14000 CW 2010-11-27 1219 OZ4CG         599 14     VC3A          599 04
QSO: 14000 CW 2010-11-27 1223 OZ4CG         599 14     W8AV          599 04
QSO: 14000 CW 2010-11-27 1224 OZ4CG         599 14     K2TE          599 05
QSO: 14000 CW 2010-11-27 1226 OZ4CG         599 14     R3KM          599 16
QSO: 14000 CW 2010-11-27 1227 OZ4CG         599 14     YT2W          599 15
QSO: 14000 CW 2010-11-27 1227 OZ4CG         599 14     W2RE          599 05
QSO: 14000 CW 2010-11-27 1228 OZ4CG         599 14     RT5G          599 16
QSO: 14000 CW 2010-11-27 1229 OZ4CG         599 14     RW5A          599 16
QSO: 14000 CW 2010-11-27 1235 OZ4CG         599 14     IR1Y          599 15
QSO: 14000 CW 2010-11-27 1236 OZ4CG         599 14     K3WW          599 05
QSO: 14000 CW 2010-11-27 1237 OZ4CG         599 14     MD6V          599 14
QSO: 14000 CW 2010-11-27 1239 OZ4CG         599 14     KT3Y          599 05
QSO: 14000 CW 2010-11-27 1250 OZ4CG         599 14     UT3EV         599 16
QSO: 14000 CW 2010-11-27 1252 OZ4CG         599 14     EF8N          599 33
QSO: 14000 CW 2010-11-27 1253 OZ4CG         599 14     K8PO          599 05
QSO: 14000 CW 2010-11-27 1254 OZ4CG         599 14     RX4W          599 16
QSO: 14000 CW 2010-11-27 1300 OZ4CG         599 14     RY6Y          599 16
QSO: 14000 CW 2010-11-27 1301 OZ4CG         599 14     UT8EU         599 16
QSO: 14000 CW 2010-11-27 1301 OZ4CG         599 14     LZ1AQ         599 20
QSO: 14000 CW 2010-11-27 1304 OZ4CG         599 14     W3BGN         599 05
QSO: 14000 CW 2010-11-27 1305 OZ4CG         599 14     RW4PL         599 16
QSO: 14000 CW 2010-11-27 1310 OZ4CG         599 14     EA8CUU        599 33
QSO:  7000 CW 2010-11-27 1323 OZ4CG         599 14     PA1AW         599 14
QSO:  7000 CW 2010-11-27 1324 OZ4CG         599 14     LY2W          599 15
QSO:  7000 CW 2010-11-27 1325 OZ4CG         599 14     IK3UNA/1      599 15
QSO:  7000 CW 2010-11-27 1327 OZ4CG         599 14     OK2SAR        599 15
QSO:  7000 CW 2010-11-27 1332 OZ4CG         599 14     9A1A          599 15
QSO:  7000 CW 2010-11-27 1333 OZ4CG         599 14     LZ9W          599 20
QSO:  7000 CW 2010-11-27 1334 OZ4CG         599 14     ES2DJ         599 15
QSO:  7000 CW 2010-11-27 1339 OZ4CG         599 14     HG1S          599 15
QSO:  7000 CW 2010-11-27 1341 OZ4CG         599 14     HG3DX         599 15
QSO:  7000 CW 2010-11-27 1342 OZ4CG         599 14     OH5Z          599 15
QSO:  7000 CW 2010-11-27 1344 OZ4CG         599 14     HA8TP         599 15
QSO:  7000 CW 2010-11-27 1348 OZ4CG         599 14     S53M          599 15
QSO:  7000 CW 2010-11-27 1349 OZ4CG         599 14     DF0HQ         599 14
QSO:  7000 CW 2010-11-27 1352 OZ4CG         599 14     OH3OJ         599 15
QSO:  7000 CW 2010-11-27 1353 OZ4CG         599 14     F5POJ         599 14
QSO:  7000 CW 2010-11-27 1355 OZ4CG         599 14     UA3MIF        599 16
QSO:  7000 CW 2010-11-27 1357 OZ4CG         599 14     S58M          599 15
QSO:  7000 CW 2010-11-27 1359 OZ4CG         599 14     YT2W          599 15
QSO:  7000 CW 2010-11-27 1401 OZ4CG         599 14     PA3FQA        599 14
QSO:  7000 CW 2010-11-27 1404 OZ4CG         599 14     F5KKD         599 14
QSO:  7000 CW 2010-11-27 1406 OZ4CG         599 14     YR8I          599 20
QSO:  7000 CW 2010-11-27 1410 OZ4CG         599 14     PA1CC         599 14
QSO:  7000 CW 2010-11-27 1411 OZ4CG         599 14     OH6M          599 15
QSO:  7000 CW 2010-11-27 1414 OZ4CG         599 14     RA1AGG        599 16
QSO:  7000 CW 2010-11-27 1419 OZ4CG         599 14     DD2ML         599 14
QSO:  7000 CW 2010-11-27 1421 OZ4CG         599 14     TF3CW         599 40
QSO:  7000 CW 2010-11-27 1423 OZ4CG         599 14     IK0YVV        599 15
QSO:  7000 CW 2010-11-27 1426 OZ4CG         599 14     HA7RY         599 15
QSO:  7000 CW 2010-11-27 1428 OZ4CG         599 14     PA5WT         599 14
QSO:  7000 CW 2010-11-27 1430 OZ4CG         599 14     G0MTN         599 14
QSO:  7000 CW 2010-11-27 1439 OZ4CG         599 14     PA1H          599 14
QSO:  7000 CW 2010-11-27 1444 OZ4CG         599 14     YT7A          599 15
QSO:  7000 CW 2010-11-27 1446 OZ4CG         599 14     HA8QZ         599 15
QSO:  3500 CW 2010-11-27 1525 OZ4CG         599 14     EA2EA         599 14
QSO:  3500 CW 2010-11-27 1527 OZ4CG         599 14     SM3C          599 14
QSO:  3500 CW 2010-11-27 1530 OZ4CG         599 14     DL7ON         599 14
QSO:  3500 CW 2010-11-27 1534 OZ4CG         599 14     OK7T          599 15
QSO:  3500 CW 2010-11-27 1539 OZ4CG         599 14     OK1FC         599 15
QSO:  3500 CW 2010-11-27 1540 OZ4CG         599 14     DM7C          599 14
QSO:  3500 CW 2010-11-27 1544 OZ4CG         599 14     LY2W          599 15
QSO:  3500 CW 2010-11-27 1547 OZ4CG         599 14     OH3OJ         599 15
QSO:  3500 CW 2010-11-27 1548 OZ4CG         599 14     YL3FX         599 15
QSO:  3500 CW 2010-11-27 1553 OZ4CG         599 14     OK2BYW        599 15
QSO:  3500 CW 2010-11-27 1554 OZ4CG         599 14     DF0HQ         599 14
QSO:  3500 CW 2010-11-27 1555 OZ4CG         599 14     OE3I          599 15
QSO:  3500 CW 2010-11-27 1557 OZ4CG         599 14     DL1LH         599 14
QSO:  3500 CW 2010-11-27 1600 OZ4CG         599 14     SL0W          599 14
QSO:  3500 CW 2010-11-27 1601 OZ4CG         599 14     DL1DVE        599 14
QSO:  3500 CW 2010-11-27 1603 OZ4CG         599 14     SN3A          599 15
QSO:  3500 CW 2010-11-27 1609 OZ4CG         599 14     S52AW         599 15
QSO:  3500 CW 2010-11-27 1611 OZ4CG         599 14     OL1M          599 15
QSO:  3500 CW 2010-11-27 1616 OZ4CG         599 14     9A6M          599 15
QSO:  3500 CW 2010-11-27 1619 OZ4CG         599 14     HA8IE         599 15
QSO:  3500 CW 2010-11-27 1623 OZ4CG         599 14     SM6NJK        599 14
QSO:  3500 CW 2010-11-27 1623 OZ4CG         599 14     OK5IM         599 15
QSO:  3500 CW 2010-11-27 1627 OZ4CG         599 14     HA7JTR        599 15
QSO:  3500 CW 2010-11-27 1637 OZ4CG         599 14     G6MC          599 14
QSO:  3500 CW 2010-11-27 1639 OZ4CG         599 14     DL0MFL        599 14
QSO:  3500 CW 2010-11-27 1642 OZ4CG         599 14     GM6Z          599 14
QSO:  3500 CW 2010-11-27 1648 OZ4CG         599 14     RU1A          599 16
QSO:  3500 CW 2010-11-27 1654 OZ4CG         599 14     DK5JM         599 14
QSO:  3500 CW 2010-11-27 1657 OZ4CG         599 14     OE4VIE        599 15
QSO:  3500 CW 2010-11-27 1742 OZ4CG         599 14     OL4M          599 15
QSO:  3500 CW 2010-11-27 1745 OZ4CG         599 14     LY3B          599 15
QSO:  3500 CW 2010-11-27 1750 OZ4CG         599 14     F4DNW         599 14
QSO:  7000 CW 2010-11-27 1756 OZ4CG         599 14     EA2EA         599 14
QSO:  7000 CW 2010-11-27 1801 OZ4CG         599 14     EA7KW         599 14
QSO:  7000 CW 2010-11-27 1812 OZ4CG         599 14     F5NBX         599 14
QSO:  7000 CW 2010-11-27 1813 OZ4CG         599 14     EI5DI         599 14
QSO:  7000 CW 2010-11-27 1822 OZ4CG         599 14     RG6G          599 16
QSO:  7000 CW 2010-11-27 1824 OZ4CG         599 14     UX5D          599 16
QSO:  7000 CW 2010-11-27 1828 OZ4CG         599 14     IR9Y          599 15
QSO:  7000 CW 2010-11-27 1829 OZ4CG         599 14     4L8A          599 21
QSO:  7000 CW 2010-11-27 1830 OZ4CG         599 14     LZ1BJ         599 20
QSO:  7000 CW 2010-11-27 1836 OZ4CG         599 14     EA5CW         599 14
QSO:  7000 CW 2010-11-27 1847 OZ4CG         599 14     UZ2M          599 16
QSO:  7000 CW 2010-11-27 1850 OZ4CG         599 14     UW1M          599 16
QSO:  7000 CW 2010-11-27 1858 OZ4CG         599 14     CS5NRA        599 14
QSO:  7000 CW 2010-11-27 1859 OZ4CG         599 14     YT5A          599 15
QSO:  7000 CW 2010-11-27 1910 OZ4CG         599 14     UT4ZG         599 16
