START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE SSB
ARRL-SECTION: MT
CREATED-BY: TR Log POST Version Linux 0.33, modified by DXHF upload.
CALLSIGN: N9RV
CLAIMED-SCORE: 27206
CLUB: Big Sky Contesters
OPERATORS: N9RV
QSO:  7000 PH 2019-09-14 0208 N9RV          59       1 DL9RAR        59  29
QSO:  7000 PH 2019-09-14 0209 N9RV          59       2 DK9IP         59  45
QSO:  7000 PH 2019-09-14 0209 N9RV          59       3 DK0MM         59  60
QSO:  7000 PH 2019-09-14 0210 N9RV          59       4 DL3RAR        59  27
QSO:  7000 PH 2019-09-14 0210 N9RV          59       5 DJ0MY         59  61
QSO:  7000 PH 2019-09-14 0210 N9RV          59       6 DL0HN         59  30
QSO:  7000 PH 2019-09-14 0211 N9RV          59       7 ES5TV         59  70
QSO:  7000 PH 2019-09-14 0211 N9RV          59       8 DL5RU         59  23
QSO:  7000 PH 2019-09-14 0211 N9RV          59       9 RU1A          59  71
QSO:  7000 PH 2019-09-14 0212 N9RV          59      10 LY4A          59  91
QSO:  7000 PH 2019-09-14 0214 N9RV          59      11 UY5VA         59  22
QSO:  7000 PH 2019-09-14 0216 N9RV          59      12 UT5C          59  47
QSO:  7000 PH 2019-09-14 0216 N9RV          59      13 UY5ZZ         59  36
QSO:  7000 PH 2019-09-14 0216 N9RV          59      14 9A0BB         59  103
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0208 DL9RAR          29
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0209 DK9IP           45
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0209 DK0MM           60
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0210 DL3RAR          27
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0210 DJ0MY           61
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0210 DL0HN           30
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0211 ES5TV           70
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0211 DL5RU           23
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0211 RU1A            71
QTC:  7000 PH 2019-09-14 0219 N9RV            1/10     9A0BB         0212 LY4A            91
QSO:  7000 PH 2019-09-14 0219 N9RV          59      15 YU5R          59  72
QSO:  7000 PH 2019-09-14 0221 N9RV          59      16 OE6Z          59  204
QSO:  7000 PH 2019-09-14 0221 N9RV          59      17 9A5Y          59  106
QSO:  7000 PH 2019-09-14 0222 N9RV          59      18 UW2M          59  152
QSO:  7000 PH 2019-09-14 0222 N9RV          59      19 EU1A          59  78
QSO:  7000 PH 2019-09-14 0225 N9RV          59      20 I4VEQ         59  242
QSO:  7000 PH 2019-09-14 0225 N9RV          59      21 DL2SAX        59  125
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0214 UY5VA           22
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0216 UT5C            47
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0216 UY5ZZ           36
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0216 9A0BB          103
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0219 YU5R            72
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0221 OE6Z           204
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0221 9A5Y           106
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0222 UW2M           152
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0222 EU1A            78
QTC:  7000 PH 2019-09-14 0227 N9RV            2/10     DL2SAX        0225 I4VEQ          242
QSO:  7000 PH 2019-09-14 0304 N9RV          59      22 LZ0M          59  32
QSO:  7000 PH 2019-09-14 0306 N9RV          59      23 E70T          59  191
QTC:  7000 PH 2019-09-14 0307 N9RV             3/2     E70T          0225 DL2SAX         125
QTC:  7000 PH 2019-09-14 0307 N9RV             3/2     E70T          0304 LZ0M            32
QSO: 14000 PH 2019-09-14 1349 N9RV          59      24 DL3NDD        59  9
QSO: 14000 PH 2019-09-14 1350 N9RV          59      25 F4ESV         59  39
QSO: 14000 PH 2019-09-14 1351 N9RV          59      26 HB0/DL5ARG    59  76
QSO: 14000 PH 2019-09-14 1352 N9RV          59      27 OK6T          59  114
QSO: 14000 PH 2019-09-14 1352 N9RV          59      28 IZ8GNR        59  40
QSO: 14000 PH 2019-09-14 1353 N9RV          59      29 PC3T          59  122
QSO: 14000 PH 2019-09-14 1353 N9RV          59      30 DF0HQ         59  501
QSO: 14000 PH 2019-09-14 1353 N9RV          59      31 DL9UP         59  103
QSO: 14000 PH 2019-09-14 1354 N9RV          59      32 PC4U          59  23
QSO: 14000 PH 2019-09-14 1354 N9RV          59      33 IB9A          59  206
QSO: 14000 PH 2019-09-14 1354 N9RV          59      34 HG7T          59  356
QSO: 14000 PH 2019-09-14 1354 N9RV          59      35 DF6PB         59  72
QSO: 14000 PH 2019-09-14 1355 N9RV          59      36 UB7K          59  480
QSO: 14000 PH 2019-09-14 1355 N9RV          59      37 IB2M          59  481
QSO: 14000 PH 2019-09-14 1355 N9RV          59      38 EC3AIT        59  29
QSO: 14000 PH 2019-09-14 1355 N9RV          59      39 HB9BAS        59  13
QSO: 14000 PH 2019-09-14 1356 N9RV          59      40 DD2ML         59  124
QSO: 14000 PH 2019-09-14 1356 N9RV          59      41 DJ0MY         59  163
QSO: 14000 PH 2019-09-14 1356 N9RV          59      42 DL0HN         59  178
QSO: 14000 PH 2019-09-14 1357 N9RV          59      43 PA7WW         59  74
QSO: 14000 PH 2019-09-14 1357 N9RV          59      44 DJ5I          59  143
QSO: 14000 PH 2019-09-14 1357 N9RV          59      45 DL1MGB        59  226
QSO: 14000 PH 2019-09-14 1357 N9RV          59      46 DK0FD         59  106
QSO: 14000 PH 2019-09-14 1358 N9RV          59      47 DK6AH         59  19
QSO: 14000 PH 2019-09-14 1358 N9RV          59      48 DK9IP         59  142
QSO: 14000 PH 2019-09-14 1358 N9RV          59      49 EF2A          59  285
QSO: 14000 PH 2019-09-14 1359 N9RV          59      50 ON7PS         59  12
QSO: 14000 PH 2019-09-14 1359 N9RV          59      51 ON6NL         59  116
QSO: 14000 PH 2019-09-14 1359 N9RV          59      52 DL1ATZ        59  85
QSO: 14000 PH 2019-09-14 1400 N9RV          59      53 DF2FL         59  11
QSO: 14000 PH 2019-09-14 1400 N9RV          59      54 DK0WAE        59  136
QSO: 14000 PH 2019-09-14 1400 N9RV          59      55 DK6NJ         59  37
QSO: 14000 PH 2019-09-14 1400 N9RV          59      56 RW1CW         59  42
QSO: 14000 PH 2019-09-14 1401 N9RV          59      57 DL2SK         59  1
QSO: 14000 PH 2019-09-14 1401 N9RV          59      58 IR8D          59  210
QSO: 14000 PH 2019-09-14 1401 N9RV          59      59 DM5MR         59  22
QSO: 14000 PH 2019-09-14 1401 N9RV          59      60 HB9GHR        59  39
QSO: 14000 PH 2019-09-14 1402 N9RV          59      61 LY4A          59  418
QSO: 14000 PH 2019-09-14 1402 N9RV          59      62 DJ5AN         59  15
QSO: 14000 PH 2019-09-14 1402 N9RV          59      63 DL5SDN        59  44
QSO: 14000 PH 2019-09-14 1403 N9RV          59      64 F8KLY         59  57
QSO: 14000 PH 2019-09-14 1403 N9RV          59      65 DJ5MW         59  66
QSO: 14000 PH 2019-09-14 1403 N9RV          59      66 IU1IPB        59  68
QSO: 14000 PH 2019-09-14 1404 N9RV          59      67 UW5Y          59  177
QSO: 14000 PH 2019-09-14 1404 N9RV          59      68 RU3A          59  38
QSO: 14000 PH 2019-09-14 1404 N9RV          59      69 DL4RCE        59  83
QSO: 14000 PH 2019-09-14 1405 N9RV          59      70 YQ6A          59  53
QSO: 14000 PH 2019-09-14 1405 N9RV          59      71 EA1IXQ        59  30
QSO: 14000 PH 2019-09-14 1405 N9RV          59      72 DP7D          59  363
QSO: 14000 PH 2019-09-14 1406 N9RV          59      73 EA7EU         59  183
QSO: 14000 PH 2019-09-14 1406 N9RV          59      74 DK3HV         59  1
QSO: 14000 PH 2019-09-14 1406 N9RV          59      75 9A5Y          59  363
QSO: 14000 PH 2019-09-14 1406 N9RV          59      76 DK1VP         59  5
QSO: 14000 PH 2019-09-14 1407 N9RV          59      77 E7CW          59  45
QSO: 14000 PH 2019-09-14 1407 N9RV          59      78 OM3KFO        59  22
QSO: 14000 PH 2019-09-14 1407 N9RV          59      79 EW8DX         59  56
QSO: 14000 PH 2019-09-14 1408 N9RV          59      80 DK8ZB         59  29
QSO: 14000 PH 2019-09-14 1408 N9RV          59      81 OM3PC         59  3
QSO: 14000 PH 2019-09-14 1408 N9RV          59      82 DL5MAE        59  38
QSO: 14000 PH 2019-09-14 1423 N9RV          59      83 F1ROA         59  68
QSO: 14000 PH 2019-09-14 1423 N9RV          59      84 UX1UA         59  131
QSO: 14000 PH 2019-09-14 1423 N9RV          59      85 F4HZZ         59  53
QSO: 14000 PH 2019-09-14 1424 N9RV          59      86 DK4VW         59  83
QSO: 14000 PH 2019-09-14 1424 N9RV          59      87 DF4ZL         59  57
QSO: 14000 PH 2019-09-14 1424 N9RV          59      88 RX3APM        59  17
QSO: 14000 PH 2019-09-14 1424 N9RV          59      89 G4PVM         59  93
QSO: 14000 PH 2019-09-14 1425 N9RV          59      90 DK0FC         59  161
QSO: 14000 PH 2019-09-14 1425 N9RV          59      91 GW9Z          59  177
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          0306 E70T           191
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1349 DL3NDD           9
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1350 F4ESV           39
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1351 HB0/DL5ARG      76
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1352 OK6T           114
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1352 IZ8GNR          40
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1353 PC3T           122
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1353 DF0HQ          501
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1353 DL9UP          103
QTC: 14000 PH 2019-09-14 1427 N9RV            4/10     GW9Z          1354 PC4U            23
QSO: 14000 PH 2019-09-14 1427 N9RV          59      92 MU2K          59  114
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1354 IB9A           206
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1354 HG7T           356
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1354 DF6PB           72
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1355 UB7K           480
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1355 IB2M           481
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1355 EC3AIT          29
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1355 HB9BAS          13
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1356 DD2ML          124
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1356 DJ0MY          163
QTC: 14000 PH 2019-09-14 1429 N9RV            5/10     MU2K          1356 DL0HN          178
QSO: 14000 PH 2019-09-14 1429 N9RV          59      93 DM2C          59  192
QSO: 14000 PH 2019-09-14 1429 N9RV          59      94 MW7KJC        59  1
QSO: 14000 PH 2019-09-14 1429 N9RV          59      95 9A0BB         59  238
QSO: 14000 PH 2019-09-14 1430 N9RV          59      96 G4EKL         59  2
QSO: 14000 PH 2019-09-14 1430 N9RV          59      97 F1OKV         59  17
QSO: 14000 PH 2019-09-14 1430 N9RV          59      98 OM3RM         59  136
QSO: 14000 PH 2019-09-14 1431 N9RV          59      99 ON8VT         59  2
QSO: 14000 PH 2019-09-14 1431 N9RV          59     100 MM1E          59  84
QSO: 14000 PH 2019-09-14 1431 N9RV          59     101 DK8OL         59  12
QSO: 14000 PH 2019-09-14 1431 N9RV          59     102 ON6NL         59  129
QSO: 14000 PH 2019-09-14 1432 N9RV          59     103 SP2KPD        59  41
QSO: 14000 PH 2019-09-14 1432 N9RV          59     104 LC9A          59  42
QSO: 14000 PH 2019-09-14 1433 N9RV          59     105 DM3A          59  75
QSO: 14000 PH 2019-09-14 1433 N9RV          59     106 G3XXM         59  2
QSO: 14000 PH 2019-09-14 1433 N9RV          59     107 DL4EAM        59  16
QSO: 14000 PH 2019-09-14 1434 N9RV          59     108 UW2M          59  348
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1357 PA7WW           74
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1357 DJ5I           143
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1357 DL1MGB         226
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1357 DK0FD          106
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1358 DK6AH           19
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1358 DK9IP          142
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1358 EF2A           285
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1359 ON7PS           12
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1359 ON6NL          116
QTC: 14000 PH 2019-09-14 1435 N9RV            6/10     UW2M          1359 DL1ATZ          85
QSO: 14000 PH 2019-09-14 1436 N9RV          59     109 F5RDC         59  10
QSO: 14000 PH 2019-09-14 1436 N9RV          59     110 SQ3M          59  62
QSO: 14000 PH 2019-09-14 1436 N9RV          59     111 RW2F          59  163
QSO: 14000 PH 2019-09-14 1436 N9RV          59     112 DK5LC         59  28
QSO: 14000 PH 2019-09-14 1437 N9RV          59     113 DL1RTO        59  13
QSO: 14000 PH 2019-09-14 1437 N9RV          59     114 OK1DBE        59  54
