START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: OK2EA
CLUB:  
CONTEST: EA-MAJESTAD-CW
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 228888
OPERATORS: OK2EA
NAME: Vita
CREATED-BY: N1MM Logger+ 1.0.8317.0
QSO: 14024 CW 2020-05-16 1206 OK2EA         599 001    EA4OR         599 M        
QSO: 14025 CW 2020-05-16 1206 OK2EA         599 002    9A7Z          599 11       
QSO: 14008 CW 2020-05-16 1208 OK2EA         599 003    RC5O          599 12       
QSO: 14009 CW 2020-05-16 1208 OK2EA         599 004    EI9KD         599 24       
QSO: 14010 CW 2020-05-16 1209 OK2EA         599 005    ER4A          599 16       
QSO: 14011 CW 2020-05-16 1209 OK2EA         599 006    EA5EL         599 A        
QSO: 14012 CW 2020-05-16 1210 OK2EA         599 007    OR5T          599 21       
QSO: 14013 CW 2020-05-16 1210 OK2EA         599 008    LZ1UQ         599 11       
QSO: 14014 CW 2020-05-16 1211 OK2EA         599 009    SM0HRP        599 23       
QSO: 14015 CW 2020-05-16 1212 OK2EA         599 010    LZ5R          599 30       
QSO: 14017 CW 2020-05-16 1213 OK2EA         599 011    MM3AWD        599 15       
QSO: 14018 CW 2020-05-16 1213 OK2EA         599 012    RN6AT         599 17       
QSO: 14019 CW 2020-05-16 1214 OK2EA         599 013    EA8KW         599 GC       
QSO: 14021 CW 2020-05-16 1216 OK2EA         599 014    EA8ZS         599 GC       
QSO: 14022 CW 2020-05-16 1216 OK2EA         599 015    EA5M          599 MU       
QSO: 14022 CW 2020-05-16 1217 OK2EA         599 016    N4BP          599 15       
QSO: 14023 CW 2020-05-16 1218 OK2EA         599 017    LA0CX         599 26       
QSO: 14024 CW 2020-05-16 1218 OK2EA         599 018    ON6NL         599 19       
QSO: 14028 CW 2020-05-16 1222 OK2EA         599 019    SV1BJW        599 10       
QSO: 14029 CW 2020-05-16 1223 OK2EA         599 020    SV1ENG        599 40       
QSO: 14021 CW 2020-05-16 1224 OK2EA         599 021    UX1CL         599 6        
QSO: 14021 CW 2020-05-16 1224 OK2EA         599 022    LA2HFA        599 11       
QSO: 14021 CW 2020-05-16 1225 OK2EA         599 023    K3ZO          599 21       
QSO: 14021 CW 2020-05-16 1225 OK2EA         599 024    EX8MJ         599 6        
QSO: 14021 CW 2020-05-16 1226 OK2EA         599 025    UA1AJ         599 69       
QSO: 14021 CW 2020-05-16 1226 OK2EA         599 026    R4WAE         599 10       
QSO: 14021 CW 2020-05-16 1227 OK2EA         599 027    4Z5LU         599 14       
QSO: 14021 CW 2020-05-16 1228 OK2EA         599 028    F5NTZ         599 10       
QSO: 14021 CW 2020-05-16 1228 OK2EA         599 029    R7AT          599 16       
QSO: 14021 CW 2020-05-16 1228 OK2EA         599 030    PA5TT         599 14       
QSO: 14021 CW 2020-05-16 1229 OK2EA         599 031    RU6MO         599 24       
QSO: 14021 CW 2020-05-16 1229 OK2EA         599 032    PA3EWG        599 8        
QSO: 14021 CW 2020-05-16 1230 OK2EA         599 033    N6AR          599 2        
QSO: 14021 CW 2020-05-16 1231 OK2EA         599 034    LZ1BP         599 13       
QSO: 14021 CW 2020-05-16 1231 OK2EA         599 035    R5PW          599 8        
QSO: 14021 CW 2020-05-16 1232 OK2EA         599 036    RV3PN         599 18       
QSO: 14021 CW 2020-05-16 1232 OK2EA         599 037    RA3TT         599 5        
QSO: 14021 CW 2020-05-16 1233 OK2EA         599 038    F5SGI         599 3        
QSO: 14021 CW 2020-05-16 1233 OK2EA         599 039    RA1ZZ/3       599 11       
QSO: 14021 CW 2020-05-16 1234 OK2EA         599 040    K4RUM         599 10       
QSO: 14021 CW 2020-05-16 1234 OK2EA         599 041    UX2HB         599 10       
QSO: 14020 CW 2020-05-16 1235 OK2EA         599 042    R3VL          599 22       
QSO: 14020 CW 2020-05-16 1236 OK2EA         599 043    ON6NW         599 15       
QSO: 14020 CW 2020-05-16 1237 OK2EA         599 044    US1QA         599 11       
QSO: 14020 CW 2020-05-16 1239 OK2EA         599 045    G0IBN         599 5        
