START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.243 [RUS]
CALLSIGN: EU8U
CONTEST: EA-MAJESTAD-CW
CATEGORY-BAND: 20M
CATEGORY-MODE: CW
CATEGORY: SINGLE-OP 20M
CATEGORY-POWER: 
NAME: VLADIMIR SHTIN
QSO: 14010 CW 2020-05-16 1201 EU8U          599 1      ED1R          599 AV           
QSO: 14015 CW 2020-05-16 1201 EU8U          599 2      EA5EL         599 A            
QSO: 14024 CW 2020-05-16 1202 EU8U          599 3      EA4OR         599 M            
QSO: 14035 CW 2020-05-16 1202 EU8U          599 4      EF0F          599 SMR          
QSO: 14025 CW 2020-05-16 1203 EU8U          599 5      EF1C          599 LO           
QSO: 14003 CW 2020-05-16 1204 EU8U          599 6      EC5Y          599 V            
QSO: 14040 CW 2020-05-16 1205 EU8U          599 7      EA4S          599 M            
QSO: 14032 CW 2020-05-16 1206 EU8U          599 8      EA5O          599 V            
QSO: 14002 CW 2020-05-16 1207 EU8U          599 9      ED5N          599 CS           
QSO: 14009 CW 2020-05-16 1207 EU8U          599 10     EA7A          599 SE           
QSO: 14027 CW 2020-05-16 1208 EU8U          599 11     EF1A          599 C            
QSO: 14036 CW 2020-05-16 1209 EU8U          599 12     EB5A          599 A            
QSO: 14021 CW 2020-05-16 1210 EU8U          599 13     EA5M          599 MU           
QSO: 14015 CW 2020-05-16 1212 EU8U          599 14     EA8DHV        599 TF           
QSO: 14021 CW 2020-05-16 1215 EU8U          599 15     EA8ZS         599 GC           
QSO: 14042 CW 2020-05-16 1215 EU8U          599 16     EA8TZ         599 TF           
QSO: 14043 CW 2020-05-16 1216 EU8U          599 17     EA5IUY        599 A            
QSO: 14038 CW 2020-05-16 1218 EU8U          599 18     EA4GOY        599 TO           
QSO: 14005 CW 2020-05-16 1221 EU8U          599 19     EA9ACP        599 CE           
QSO: 14018 CW 2020-05-16 1222 EU8U          599 20     EA3PP         599 B            
QSO: 14037 CW 2020-05-16 1225 EU8U          599 21     ON3ND         599 27           
QSO: 14037 CW 2020-05-16 1225 EU8U          599 22     KE1VT         599 13           
QSO: 14037 CW 2020-05-16 1226 EU8U          599 23     Z33B          599 11           
QSO: 14037 CW 2020-05-16 1227 EU8U          599 24     RW9AV         599 12           
QSO: 14037 CW 2020-05-16 1229 EU8U          599 25     ON4CT         599 92           
QSO: 14037 CW 2020-05-16 1229 EU8U          599 26     PE2K          599 16           
QSO: 14037 CW 2020-05-16 1229 EU8U          599 27     R9CD          599 2            
QSO: 14037 CW 2020-05-16 1230 EU8U          599 28     K3ZO          599 28           
QSO: 14037 CW 2020-05-16 1231 EU8U          599 29     ON4DN         599 28           
QSO: 14037 CW 2020-05-16 1232 EU8U          599 30     I2CZQ         599 22           
QSO: 14037 CW 2020-05-16 1232 EU8U          599 31     K3UL          599 8            
QSO: 14037 CW 2020-05-16 1232 EU8U          599 32     DL3SYA        599 19           
QSO: 14037 CW 2020-05-16 1233 EU8U          599 33     LA2XNA        599 8            
QSO: 14037 CW 2020-05-16 1233 EU8U          599 34     SE6N          599 10           
QSO: 14037 CW 2020-05-16 1233 EU8U          599 35     G3VQO         599 9            
QSO: 14037 CW 2020-05-16 1234 EU8U          599 36     HB9CAT        599 1            
QSO: 14037 CW 2020-05-16 1234 EU8U          599 37     OZ7BQ         599 23           
QSO: 14037 CW 2020-05-16 1234 EU8U          599 38     SE4E          599 36           
QSO: 14037 CW 2020-05-16 1235 EU8U          599 39     K9OM          599 13           
QSO: 14037 CW 2020-05-16 1237 EU8U          599 40     4Z5LU         599 18           
QSO: 14037 CW 2020-05-16 1238 EU8U          599 41     OK1DVA        599 20           
QSO: 14037 CW 2020-05-16 1238 EU8U          599 42     F4HPZ         599 5            
QSO: 14037 CW 2020-05-16 1238 EU8U          599 43     I2IFT         599 22           
QSO: 14037 CW 2020-05-16 1239 EU8U          599 44     PA0CT         599 19           
QSO: 14037 CW 2020-05-16 1240 EU8U          599 45     OM3CPF        599 31           
QSO: 14037 CW 2020-05-16 1240 EU8U          599 46     DD2CW         599 2            
QSO: 14037 CW 2020-05-16 1241 EU8U          599 47     R8OM          599 41           
QSO: 14037 CW 2020-05-16 1241 EU8U          599 48     RX6FJ         599 9            
QSO: 14037 CW 2020-05-16 1242 EU8U          599 49     PA0GJV        599 18           
QSO: 14037 CW 2020-05-16 1242 EU8U          599 50     UR5MW         599 21           
QSO: 14037 CW 2020-05-16 1242 EU8U          599 51     IZ4DYX        599 15           
QSO: 14037 CW 2020-05-16 1243 EU8U          599 52     DL9GMC        599 5            
QSO: 14037 CW 2020-05-16 1244 EU8U          599 53     G4ZWX         599 11           
QSO: 14037 CW 2020-05-16 1244 EU8U          599 54     OK2BFN        599 34           
QSO: 14037 CW 2020-05-16 1244 EU8U          599 55     HG3C          599 27           
QSO: 14037 CW 2020-05-16 1245 EU8U          599 56     E74X          599 26           
QSO: 14037 CW 2020-05-16 1247 EU8U          599 57     R4WT          599 25           
QSO: 14037 CW 2020-05-16 1247 EU8U          599 58     DL1QQ         599 13           
QSO: 14037 CW 2020-05-16 1247 EU8U          599 59     ON5ZZ         599 7            
QSO: 14037 CW 2020-05-16 1248 EU8U          599 60     OM4O          599 19           
QSO: 14037 CW 2020-05-16 1248 EU8U          599 61     DD7CW         599 39           
QSO: 14037 CW 2020-05-16 1248 EU8U          599 62     F5SGI         599 8            
QSO: 14044 CW 2020-05-16 1252 EU8U          599 63     EA7W          599 CO           
QSO: 14007 CW 2020-05-16 1254 EU8U          599 64     EA5CP         599 MU           
QSO: 14003 CW 2020-05-16 1254 EU8U          599 65     EA3NO         599 B            
QSO: 14047 CW 2020-05-16 1258 EU8U          599 66     EA5JX         599 A            
