START-OF-LOG: 3.0
CREATED-BY: TR Log POST Version 6.71
CALLSIGN: RA3RK
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 368133
NAME: Bojtsov Anatoly V.
OPERATORS: RA3RK
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 21000 PH 2008-10-25 0915 RA3RK         59  16     CT9L          59  33
QSO: 21000 PH 2008-10-25 0916 RA3RK         59  16     TM1O          59  14
QSO: 21000 PH 2008-10-25 0916 RA3RK         59  16     A73A          59  21
QSO: 21000 PH 2008-10-25 0917 RA3RK         59  16     3V8BB         59  33
QSO: 21000 PH 2008-10-25 0918 RA3RK         59  16     D4C           59  35
QSO: 21000 PH 2008-10-25 0919 RA3RK         59  16     EA5KV         59  14
QSO: 21000 PH 2008-10-25 0920 RA3RK         59  16     9K2HN         59  21
QSO: 21000 PH 2008-10-25 0921 RA3RK         59  16     UA3R          59  16
QSO: 21000 PH 2008-10-25 0922 RA3RK         59  16     IO5O          59  15
QSO: 21000 PH 2008-10-25 0922 RA3RK         59  16     IR4M          59  15
QSO: 21000 PH 2008-10-25 0922 RA3RK         59  16     RW0A          59  18
QSO: 21000 PH 2008-10-25 0923 RA3RK         59  16     RO9O          59  18
QSO: 21000 PH 2008-10-25 0925 RA3RK         59  16     UA0AYA        59  18
QSO: 21000 PH 2008-10-25 0926 RA3RK         59  16     GW4BLE        59  14
QSO: 21000 PH 2008-10-25 0927 RA3RK         59  16     IZ8FWN        59  15
QSO: 21000 PH 2008-10-25 0929 RA3RK         59  16     9M2MT         59  28
QSO: 21000 PH 2008-10-25 0930 RA3RK         59  16     UA9UZZ        59  18
QSO: 21000 PH 2008-10-25 0930 RA3RK         59  16     BA7NQ         59  24
QSO: 21000 PH 2008-10-25 0934 RA3RK         59  16     9V1YC         59  28
QSO: 21000 PH 2008-10-25 0935 RA3RK         59  16     MM0ERK        59  14
QSO: 21000 PH 2008-10-25 0938 RA3RK         59  16     IS0A          59  15
QSO: 21000 PH 2008-10-25 0940 RA3RK         59  16     MM0JOK        59  14
