START-OF-LOG: 3.0
CALLSIGN: YO8RFS
CLUB: CS PETROLUL PLOIESTI
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 151626
OPERATORS: YO8RFS
NAME: Calin Dumitru
CREATED-BY: N1MM Logger V8.9.7
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 14107 PH 2008-10-25 0722 YO8RFS        59  20     DL1LH         59  14
QSO: 14113 PH 2008-10-25 0723 YO8RFS        59  20     AO3K          59  14
QSO: 14116 PH 2008-10-25 0725 YO8RFS        59  20     TC4X          59  20
QSO: 14122 PH 2008-10-25 0727 YO8RFS        59  20     LN8W          59  14
QSO: 14127 PH 2008-10-25 0728 YO8RFS        59  20     IS0T          59  15
QSO: 14137 PH 2008-10-25 0729 YO8RFS        59  20     CN4P          59  33
QSO: 14144 PH 2008-10-25 0731 YO8RFS        59  20     4X0V          59  20
QSO: 14148 PH 2008-10-25 0732 YO8RFS        59  20     UP2L          59  17
QSO: 14150 PH 2008-10-25 0732 YO8RFS        59  20     RK3DZB        59  16
QSO: 14152 PH 2008-10-25 0734 YO8RFS        59  20     CS2P          59  14
QSO: 14155 PH 2008-10-25 0734 YO8RFS        59  20     EA3RR         59  14
QSO: 14156 PH 2008-10-25 0735 YO8RFS        59  20     G4ERW         59  14
QSO: 14167 PH 2008-10-25 0737 YO8RFS        59  20     CT1DIZ        59  14
QSO: 14169 PH 2008-10-25 0738 YO8RFS        59  20     CT3HF         59  33
QSO: 14170 PH 2008-10-25 0740 YO8RFS        59  20     RA0QC         59  19
QSO: 14176 PH 2008-10-25 0742 YO8RFS        59  20     SK2W          59  14
QSO: 14181 PH 2008-10-25 0743 YO8RFS        59  20     OT5A          59  14
QSO: 14183 PH 2008-10-25 0743 YO8RFS        59  20     OQ5M          59  14
QSO: 14191 PH 2008-10-25 0747 YO8RFS        59  20     IR3Z          59  15
QSO: 14189 PH 2008-10-25 0750 YO8RFS        59  20     AO8A          59  33
QSO: 14197 PH 2008-10-25 0753 YO8RFS        59  20     TM6M          59  14
QSO: 14202 PH 2008-10-25 0754 YO8RFS        59  20     RV9LM         59  17
QSO: 14206 PH 2008-10-25 0754 YO8RFS        59  20     PA6Z          59  14
QSO: 14211 PH 2008-10-25 0755 YO8RFS        59  20     AO3A          59  14
QSO: 14216 PH 2008-10-25 0757 YO8RFS        59  20     F5KEE         59  14
QSO: 14217 PH 2008-10-25 0758 YO8RFS        59  20     TM2Y          59  14
QSO: 14221 PH 2008-10-25 0759 YO8RFS        59  20     RZ1ZZ         59  16
QSO: 14223 PH 2008-10-25 0800 YO8RFS        59  20     IZ2GNQ        59  15
QSO: 14230 PH 2008-10-25 0802 YO8RFS        59  20     IK4TVP        59  15
QSO: 14237 PH 2008-10-25 0803 YO8RFS        59  20     MW0ZZK        59  14
QSO: 14240 PH 2008-10-25 0804 YO8RFS        59  20     OH5Z          59  15
QSO: 14244 PH 2008-10-25 0804 YO8RFS        59  20     4L2M          59  21
