START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-CW
CALLSIGN: DL8WN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL8WN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-CW CQWW/cw/2019.
QSO:  7022 CW 2019-11-23 0243 DL8WN         599 14 CE3CT         599 12
QSO:  7022 CW 2019-11-23 0244 DL8WN         599 14 W2FU          599 5
QSO:  7026 CW 2019-11-23 0245 DL8WN         599 14 N4DJ          599 5
QSO:  7032 CW 2019-11-23 0247 DL8WN         599 14 RM9I          599 18
QSO:  7033 CW 2019-11-23 0248 DL8WN         599 14 9K2NO         599 21
QSO:  7043 CW 2019-11-23 0251 DL8WN         599 14 K9CT          599 4
QSO:  7044 CW 2019-11-23 0252 DL8WN         599 14 R3KM          599 16
QSO:  7000 CW 2019-11-23 0253 DL8WN         599 14 FM5KC         599 8
QSO:  7048 CW 2019-11-23 0256 DL8WN         599 14 D4C           599 35
QSO:  7053 CW 2019-11-23 0258 DL8WN         599 14 P40C          599 9
QSO:  7054 CW 2019-11-23 0258 DL8WN         599 14 K3EL          599 5
QSO:  7056 CW 2019-11-23 0259 DL8WN         599 14 C56DF         599 35
QSO:  7056 CW 2019-11-23 0259 DL8WN         599 14 VP5M          599 8
QSO:  7058 CW 2019-11-23 0301 DL8WN         599 14 AD4ES         599 5
QSO:  7067 CW 2019-11-23 0302 DL8WN         599 14 ED1R          599 14
QSO:  7082 CW 2019-11-23 0303 DL8WN         599 14 K4AB          599 4
QSO:  7003 CW 2019-11-23 0305 DL8WN         599 14 AA1K          599 5
QSO:  7008 CW 2019-11-23 0308 DL8WN         599 14 KP2M          599 8
QSO:  7009 CW 2019-11-23 0308 DL8WN         599 14 NN3Q          599 5
QSO:  7009 CW 2019-11-23 0309 DL8WN         599 14 JT5DX         599 23
QSO:  7009 CW 2019-11-23 0309 DL8WN         599 14 NN3Q          599 5
QSO:  7009 CW 2019-11-23 0310 DL8WN         599 14 K7BV          599 5
