START-OF-LOG: 3.0
CREATED-BY: ua9qcq-rda-ubn-downloader
CONTEST: RDA
CALLSIGN: LZ1QZ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: LZ1QZ
QSO: 14041 CW 2020-08-15 0800 LZ1QZ         599 0001   R7KX          599 RK08  
QSO: 14032 CW 2020-08-15 0801 LZ1QZ         599 0002   RT3F          599 MO14  
QSO: 14014 CW 2020-08-15 0803 LZ1QZ         599 0003   RU3KO/P       599 VR07  
QSO: 14015 CW 2020-08-15 0805 LZ1QZ         599 0004   RW4WA         599 UD04  
QSO: 14019 CW 2020-08-15 0806 LZ1QZ         599 0005   RT4W          599 UD05  
QSO: 14020 CW 2020-08-15 0806 LZ1QZ         599 0006   R3OR          599 VR06  
QSO: 14021 CW 2020-08-15 0807 LZ1QZ         599 0007   RK9AY/P       599 CB51  
QSO: 14021 CW 2020-08-15 0807 LZ1QZ         599 0008   R4BZ          599 VG03  
QSO: 14026 CW 2020-08-15 0807 LZ1QZ         599 0009   R7AW          599 KR30  
QSO: 14013 CW 2020-08-15 0809 LZ1QZ         599 0010   RC9A          599 CB27  
QSO: 14010 CW 2020-08-15 0811 LZ1QZ         599 0011   R8WO          599 BA55  
QSO: 14023 CW 2020-08-15 0818 LZ1QZ         599 0012   RV3ZN         599 BO05  
QSO: 14023 CW 2020-08-15 0818 LZ1QZ         599 0013   RK3T          599 NN58  
QSO: 14011 CW 2020-08-15 0819 LZ1QZ         599 0014   RT7C          599 KR24  
QSO: 14015 CW 2020-08-15 0820 LZ1QZ         599 0015   RN9S          599 OB02  
QSO: 14014 CW 2020-08-15 0822 LZ1QZ         599 0016   R2VA/P        599 VL18  
QSO: 14011 CW 2020-08-15 0823 LZ1QZ         599 0017   RT2F          599 KA05  
QSO: 14019 CW 2020-08-15 0824 LZ1QZ         599 0018   RX9CM         599 SV34  
QSO: 14018 CW 2020-08-15 0825 LZ1QZ         599 0019   RK9CYA        599 SV22  
QSO: 14022 CW 2020-08-15 0825 LZ1QZ         599 0020   RW9QA         599 KN01  
QSO: 14023 CW 2020-08-15 0826 LZ1QZ         599 0021   R8TT          599 OB26  
QSO: 14055 CW 2020-08-15 0828 LZ1QZ         599 0022   RL6M          599 RO19  
QSO: 14055 CW 2020-08-15 0828 LZ1QZ         599 0023   UA3QAM        599 VR40  
QSO: 14055 CW 2020-08-15 0828 LZ1QZ         599 0024   RN3S          599 RA03  
QSO: 14055 CW 2020-08-15 0829 LZ1QZ         599 0025   RV6AA/P       599 KR45  
QSO: 14055 CW 2020-08-15 0832 LZ1QZ         599 0026   RA3AN         599 MO88  
QSO: 14056 CW 2020-08-15 0833 LZ1QZ         599 0027   R4FD/P        599 PE23  
QSO: 14044 CW 2020-08-15 0834 LZ1QZ         599 0028   R8FT          599 PM50  
QSO: 14054 CW 2020-08-15 0836 LZ1QZ         599 0029   UD7G          599 ST05  
QSO: 14055 CW 2020-08-15 0837 LZ1QZ         599 0030   R7KU          599 RK01  
QSO: 14055 CW 2020-08-15 0839 LZ1QZ         599 0031   UA6XO         599 KB01  
QSO: 14045 CW 2020-08-15 0840 LZ1QZ         599 0032   RT9S          599 OB34  
QSO: 14018 CW 2020-08-15 0844 LZ1QZ         599 0033   RA4AR         599 VG16  
QSO: 14025 CW 2020-08-15 0845 LZ1QZ         599 0034   RU9CC         599 SV08  
QSO: 21016 CW 2020-08-15 0847 LZ1QZ         599 0035   UA9MA         599 OM30  
QSO: 21021 CW 2020-08-15 0848 LZ1QZ         599 0036   RT5Z          599 BO27  
QSO: 21028 CW 2020-08-15 0849 LZ1QZ         599 0037   UA6LCN        599 RO22  
QSO: 21033 CW 2020-08-15 0850 LZ1QZ         599 0038   R7AW          599 KR30  
QSO: 21037 CW 2020-08-15 0850 LZ1QZ         599 0039   RM2U          599 IV14  
QSO: 21010 CW 2020-08-15 0852 LZ1QZ         599 0040   RM7M/P        599 RO31  
QSO: 21015 CW 2020-08-15 0854 LZ1QZ         599 0041   R7HF          599 ST02  
QSO: 21025 CW 2020-08-15 0856 LZ1QZ         599 0042   R3VL          599 VL13  
QSO: 21019 CW 2020-08-15 0857 LZ1QZ         599 0043   RA4AR         599 VG16  
QSO: 21010 CW 2020-08-15 0859 LZ1QZ         599 0044   RA1ZZ/3       599 MO36  
QSO: 21009 CW 2020-08-15 0900 LZ1QZ         599 0045   RU6MO         599 RO22  
QSO: 21017 CW 2020-08-15 0952 LZ1QZ         599 0046   R1AT/P        599 LO24  
QSO: 14012 CW 2020-08-15 0956 LZ1QZ         599 0047   RA0FF         599 SL01  
QSO: 14017 CW 2020-08-15 0957 LZ1QZ         599 0048   RA1OD         599 AR06  
QSO: 14026 CW 2020-08-15 0957 LZ1QZ         599 0049   UA6GO         599 ST24  
QSO: 14035 CW 2020-08-15 0959 LZ1QZ         599 0050   RW0AB         599 KK15  
QSO: 14032 CW 2020-08-15 0959 LZ1QZ         599 0051   RA4Y          599 CU09  
QSO: 14016 CW 2020-08-15 1002 LZ1QZ         599 0052   R3RU/P        599 RA32  
QSO: 14027 CW 2020-08-15 1003 LZ1QZ         599 0053   RU6DX         599 KR66  
QSO: 14021 CW 2020-08-15 1004 LZ1QZ         599 0054   RM7M/P        599 RO31  
QSO: 14018 CW 2020-08-15 1005 LZ1QZ         599 0055   R4DD/P        599 SA24  
QSO: 14012 CW 2020-08-15 1006 LZ1QZ         599 0056   RW3X          599 KG03  
