START-OF-LOG: 3.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
SPECIFIC: S07
CREATED-BY: DXLog.net v2.5.50, modified by DXHF upload.
CALLSIGN: DM5GG
GRID-LOCATOR: JO61UE
CLAIMED-SCORE: 1075335
QSO: 14027 CW 2023-10-21 1500 DM5GG         599 S07    NB1N          599 001    0
QSO: 14027 CW 2023-10-21 1501 DM5GG         599 S07    N3RD          599 2      0
QSO: 14027 CW 2023-10-21 1501 DM5GG         599 S07    F6AUS         599 001    0
QSO: 14027 CW 2023-10-21 1501 DM5GG         599 S07    K1TH          599 1      0
QSO: 14027 CW 2023-10-21 1502 DM5GG         599 S07    F4HGU         599 001    0
QSO: 14027 CW 2023-10-21 1502 DM5GG         599 S07    W2CDO         599 2      0
QSO: 14027 CW 2023-10-21 1502 DM5GG         599 S07    EU8U          599 005    0
QSO: 14027 CW 2023-10-21 1503 DM5GG         599 S07    RW3AI         599 002    0
QSO: 14027 CW 2023-10-21 1503 DM5GG         599 S07    R7AT          599 005    0
QSO: 14027 CW 2023-10-21 1503 DM5GG         599 S07    RA1TU         599 003    0
QSO: 14027 CW 2023-10-21 1504 DM5GG         599 S07    W4RM          599 2      0
QSO: 14027 CW 2023-10-21 1505 DM5GG         599 S07    LZ1QN         599 010    0
QSO: 14027 CW 2023-10-21 1506 DM5GG         599 S07    YU5T          599 005    0
QSO: 14027 CW 2023-10-21 1506 DM5GG         599 S07    N8UM          599 3      0
QSO: 14027 CW 2023-10-21 1508 DM5GG         599 S07    LZ1BP         599 008    0
QSO: 14027 CW 2023-10-21 1508 DM5GG         599 S07    CR5O          599 008    0
QSO: 14027 CW 2023-10-21 1508 DM5GG         599 S07    R7MW          599 003    0
QSO: 14027 CW 2023-10-21 1508 DM5GG         599 S07    RX3VF         599 006    0
QSO: 14027 CW 2023-10-21 1509 DM5GG         599 S07    DJ1YF         599 E03    0
QSO: 14027 CW 2023-10-21 1509 DM5GG         599 S07    YO4FHU        599 006    0
QSO: 14027 CW 2023-10-21 1510 DM5GG         599 S07    YO3LW         599 009    0
QSO: 14027 CW 2023-10-21 1510 DM5GG         599 S07    OH8R          599 006    0
QSO: 14027 CW 2023-10-21 1511 DM5GG         599 S07    US1VM         599 006    0
QSO: 14027 CW 2023-10-21 1511 DM5GG         599 S07    Z33F          599 005    0
