START-OF-LOG: 3.0
CATEGORY: Multi operator
CONTEST: WAG
SPECIFIC: N08
CALLSIGN: DK0HF
CLAIMED-SCORE: 200514
CREATED-BY: UcxLog 8.27, modified by DXHF upload.
OPERATORS: DFQO DL8QE DJ1QQDG9YIB
CLUB: HERFORD
GRID-LOCATOR: JO42ID
QSO: 28000 PH 2023-10-21 1525 DK0HF         59  N08    PY4JW         59  048
QSO: 28000 PH 2023-10-21 1528 DK0HF         59  N08    DL5NUA        59  V22
QSO: 28000 PH 2023-10-21 1528 DK0HF         59  N08    DL1YTT        59  L24
QSO: 28000 PH 2023-10-21 1528 DK0HF         59  N08    DL3LAB        59  M15
QSO: 28000 PH 2023-10-21 1529 DK0HF         59  N08    DK9CK         59  K01
QSO: 28000 PH 2023-10-21 1530 DK0HF         59  N08    M1PTR         59  001
QSO: 28000 PH 2023-10-21 1530 DK0HF         59  N08    DL4BBH        59  I25
QSO: 28000 PH 2023-10-21 1531 DK0HF         59  N08    PS7CY         59  02
QSO: 28000 PH 2023-10-21 1531 DK0HF         59  N08    DL2YBG        59  I25
QSO: 28000 PH 2023-10-21 1539 DK0HF         59  N08    EA9LS         59  000
QSO: 28000 PH 2023-10-21 1539 DK0HF         59  N08    DP7D          59  L05
QSO: 28000 PH 2023-10-21 1541 DK0HF         59  N08    DL1YOV        59  N51
QSO: 28000 PH 2023-10-21 1542 DK0HF         59  N08    DR3K          59  N20
QSO: 28000 PH 2023-10-21 1542 DK0HF         59  N08    DL5WW         59  V22
QSO: 28000 PH 2023-10-21 1543 DK0HF         59  N08    DO7RU         59  L16
QSO: 28000 PH 2023-10-21 1545 DK0HF         59  N08    DL2FK         59  P15
QSO: 28000 PH 2023-10-21 1546 DK0HF         59  N08    PY5IQ         59  11
QSO: 28000 PH 2023-10-21 1547 DK0HF         59  N08    DL2SWR        59  V13
QSO: 28000 PH 2023-10-21 1549 DK0HF         59  N08    DP6T          59  F49
QSO: 28000 PH 2023-10-21 1550 DK0HF         59  N08    DG1YBN        59  N44
QSO: 28000 PH 2023-10-21 1551 DK0HF         59  N08    DO4TYW        59  I40
QSO: 28000 PH 2023-10-21 1554 DK0HF         59  N08    DL3AN         59  U01
QSO: 28000 PH 2023-10-21 1556 DK0HF         59  N08    DM2D          59  V11
QSO: 28000 PH 2023-10-21 1556 DK0HF         59  N08    DF5SK         59  C28
QSO: 28000 PH 2023-10-21 1558 DK0HF         59  N08    LU1AEW        59  000
QSO: 28000 PH 2023-10-21 1559 DK0HF         59  N08    DO2ALP        59  N47
QSO: 28000 PH 2023-10-21 1600 DK0HF         59  N08    DL2ARD        59  Z88
QSO: 28000 PH 2023-10-21 1601 DK0HF         59  N08    DF2FQ         59  C01
QSO: 28000 PH 2023-10-21 1601 DK0HF         59  N08    PU5ALE        59  002
QSO: 28000 PH 2023-10-21 1602 DK0HF         59  N08    PY5FO         59  014
