START-OF-LOG: 3.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
SPECIFIC: F38
CALLSIGN: DL6FA
CLAIMED-SCORE: 463167
CREATED-BY: UcxLog 8.18, modified by DXHF upload.
OPERATORS: DL6FA
CLUB: F38 SELIGENSTADT
GRID-LOCATOR: JO40KA
QSO: 14000 CW 2023-10-21 1512 DL6FA         599 F38    LZ2RS         599 9
QSO: 14000 CW 2023-10-21 1513 DL6FA         599 F38    RD8D          599 2
QSO: 14000 CW 2023-10-21 1513 DL6FA         599 F38    EU8U          599 30
QSO: 14000 CW 2023-10-21 1514 DL6FA         599 F38    Z35W          599 3
QSO: 14000 CW 2023-10-21 1515 DL6FA         599 F38    IZ5BBS        599 3
QSO: 14000 CW 2023-10-21 1516 DL6FA         599 F38    S57X          599 1
QSO: 14000 CW 2023-10-21 1517 DL6FA         599 F38    HA9AX         599 4
QSO: 14000 CW 2023-10-21 1517 DL6FA         599 F38    K1XM          599 12
QSO: 14000 CW 2023-10-21 1518 DL6FA         599 F38    VE3CT         599 12
QSO: 14000 CW 2023-10-21 1518 DL6FA         599 F38    LZ1QN         599 31
QSO: 14000 CW 2023-10-21 1519 DL6FA         599 F38    UT2UB         599 16
QSO: 14000 CW 2023-10-21 1519 DL6FA         599 F38    LZ8E          599 43
QSO: 14000 CW 2023-10-21 1520 DL6FA         599 F38    SV1BJW        599 10
QSO: 14000 CW 2023-10-21 1520 DL6FA         599 F38    SO4P          599 1
QSO: 14000 CW 2023-10-21 1521 DL6FA         599 F38    R4ACY         599 17
QSO: 14000 CW 2023-10-21 1521 DL6FA         599 F38    OH1X          599 11
QSO: 14000 CW 2023-10-21 1522 DL6FA         599 F38    UR7MZ         599 23
QSO: 14000 CW 2023-10-21 1522 DL6FA         599 F38    HA6NL         599 12
QSO: 14000 CW 2023-10-21 1523 DL6FA         599 F38    YO4FPF        599 4
QSO: 14000 CW 2023-10-21 1523 DL6FA         599 F38    OE8CWG        599 1
QSO: 14000 CW 2023-10-21 1524 DL6FA         599 F38    RA3AN         599 29
QSO: 14000 CW 2023-10-21 1524 DL6FA         599 F38    S53V          599 34
QSO: 14000 CW 2023-10-21 1525 DL6FA         599 F38    ES5NY         599 19
QSO: 14000 CW 2023-10-21 1526 DL6FA         599 F38    OH1TS         599 11
QSO: 14000 CW 2023-10-21 1527 DL6FA         599 F38    YT4W          599 48
QSO: 14000 CW 2023-10-21 1528 DL6FA         599 F38    YT5RA         599 2
QSO: 14000 CW 2023-10-21 1528 DL6FA         599 F38    SN8T          599 4
QSO: 14000 CW 2023-10-21 1528 DL6FA         599 F38    YP5A          599 25
QSO: 14000 CW 2023-10-21 1529 DL6FA         599 F38    UA6AK         599 14
QSO: 14000 CW 2023-10-21 1530 DL6FA         599 F38    UW3WF         599 6
QSO: 14000 CW 2023-10-21 1530 DL6FA         599 F38    K1ZZ          599 36
QSO: 14000 CW 2023-10-21 1532 DL6FA         599 F38    EW8OM         599 2
QSO: 14000 CW 2023-10-21 1532 DL6FA         599 F38    LY7R          599 15
QSO: 14000 CW 2023-10-21 1533 DL6FA         599 F38    UT5UIA        599 1
QSO: 14000 CW 2023-10-21 1533 DL6FA         599 F38    HG6O          599 45
QSO: 14000 CW 2023-10-21 1535 DL6FA         599 F38    HA2KMR        599 54
QSO: 14000 CW 2023-10-21 1535 DL6FA         599 F38    YU7KW         599 14
QSO: 14000 CW 2023-10-21 1536 DL6FA         599 F38    OH2VZ         599 6
QSO: 14000 CW 2023-10-21 1537 DL6FA         599 F38    UF5A          599 28
QSO: 14000 CW 2023-10-21 1539 DL6FA         599 F38    RV3FF         599 1
QSO: 14000 CW 2023-10-21 1539 DL6FA         599 F38    K8GL          599 23
QSO: 14000 CW 2023-10-21 1540 DL6FA         599 F38    W3LL          599 21
QSO: 14000 CW 2023-10-21 1540 DL6FA         599 F38    F8KLY         599 38
QSO: 14000 CW 2023-10-21 1540 DL6FA         599 F38    LY4BF         599 3
QSO: 14000 CW 2023-10-21 1541 DL6FA         599 F38    RA3YDA        599 35
QSO: 14000 CW 2023-10-21 1541 DL6FA         599 F38    ES2MC         599 10
QSO: 14000 CW 2023-10-21 1542 DL6FA         599 F38    OH1NA         599 14
QSO: 14000 CW 2023-10-21 1545 DL6FA         599 F38    HA1AH         599 50
QSO: 14000 CW 2023-10-21 1545 DL6FA         599 F38    CR5O          599 49
