START-OF-LOG: 3.0
CALLSIGN: OM7OM
CLAIMED-SCORE: 85696
CONTEST: CQ-WW-SSB
CREATED-BY: MixW 2.20
NAME: MILAN PAUCO
SOAPBOX: RIG: YAESU FT-897
SOAPBOX: PWR: 100 W
SOAPBOX: ANT: HORIZONTAL DELTA LOOP
SOAPBOX: SW: MixW 2.20
SOAPBOX: Thanks for a nice contest! I will be back next year.
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 14238 PH 2011-10-29 0507 OM7OM         59  15     CR3A          59  33     0
QSO: 14276 PH 2011-10-29 0511 OM7OM         59  15     UP0L          59  17     0
QSO: 14283 PH 2011-10-29 0512 OM7OM         59  15     UO5L          59  17     0
QSO: 14306 PH 2011-10-29 0523 OM7OM         59  15     EX2X          59  17     0
QSO: 14229 PH 2011-10-29 0529 OM7OM         59  15     UW8I          59  16     0
QSO: 14215 PH 2011-10-29 0530 OM7OM         59  15     RG9A          59  17     0
QSO: 14232 PH 2011-10-29 0537 OM7OM         59  15     UI9I          59  18     0
QSO: 14241 PH 2011-10-29 0539 OM7OM         59  15     3V8SS         59  33     0
QSO: 14242 PH 2011-10-29 0540 OM7OM         59  15     OG73X         59  15     0
QSO: 14322 PH 2011-10-29 0547 OM7OM         59  15     PS2T          59  11     0
QSO: 14282 PH 2011-10-29 0550 OM7OM         59  15     TC3C          59  20     0
QSO: 14268 PH 2011-10-29 0551 OM7OM         59  15     P33W          59  20     0
QSO: 14264 PH 2011-10-29 0553 OM7OM         59  15     A47RS         59  21     0
QSO: 14239 PH 2011-10-29 0556 OM7OM         59  15     ES5RW         59  15     0
QSO: 14210 PH 2011-10-29 0557 OM7OM         59  15     IT9LED        59  15     0
QSO: 14205 PH 2011-10-29 0558 OM7OM         59  15     RM3F          59  16     0
QSO: 14159 PH 2011-10-29 0607 OM7OM         59  15     EK3GM         59  21     0
QSO: 14162 PH 2011-10-29 0609 OM7OM         59  15     4X2M          59  20     0
QSO: 14194 PH 2011-10-29 0613 OM7OM         59  15     YM7KA         59  20     0
QSO: 14212 PH 2011-10-29 0622 OM7OM         59  15     SI9AM         59  14     0
QSO: 14215 PH 2011-10-29 0623 OM7OM         59  15     RK9LWA        59  17     0
QSO: 14225 PH 2011-10-29 0625 OM7OM         59  15     ED1G          59  14     0
QSO: 14303 PH 2011-10-29 0630 OM7OM         59  15     PA6V          59  14     0
QSO: 14307 PH 2011-10-29 0631 OM7OM         59  15     C37N          59  14     0
QSO: 14335 PH 2011-10-29 0633 OM7OM         59  15     ES2MC         59  15     0
QSO: 14349 PH 2011-10-29 0634 OM7OM         59  15     TC1C          59  20     0
QSO: 14328 PH 2011-10-29 0635 OM7OM         59  15     F4GBW         59  14     0
QSO: 14322 PH 2011-10-29 0636 OM7OM         59  15     LZ3FN         59  20     0
QSO: 14307 PH 2011-10-29 0638 OM7OM         59  15     CQ7N          59  14     0
QSO:  7044 PH 2011-10-29 0653 OM7OM         59  15     S56X          59  15     0
QSO:  7047 PH 2011-10-29 0654 OM7OM         59  15     TA1ED         59  20     0
QSO:  7052 PH 2011-10-29 0654 OM7OM         59  15     YT1VP         59  15     0
QSO:  7082 PH 2011-10-29 0657 OM7OM         59  15     VE3EJ         59  4      0
QSO:  7104 PH 2011-10-29 0658 OM7OM         59  15     SN7S          59  15     0
QSO:  7108 PH 2011-10-29 0659 OM7OM         59  15     G5W           59  14     0
QSO: 21198 PH 2011-10-29 0709 OM7OM         59  15     TA4ED         59  20     0
QSO: 21208 PH 2011-10-29 0709 OM7OM         59  15     CS2C          59  14     0
QSO: 21149 PH 2011-10-29 0713 OM7OM         59  15     EB1WW         59  14     0
QSO: 21210 PH 2011-10-29 0736 OM7OM         59  15     EY7AD         59  17     0
QSO: 21219 PH 2011-10-29 0737 OM7OM         59  15     TS2A          59  33     0
QSO: 14216 PH 2011-10-29 0739 OM7OM         59  15     TM6M          59  14     0
QSO: 14221 PH 2011-10-29 0740 OM7OM         59  15     IO1T          59  15     0
QSO: 14265 PH 2011-10-29 0741 OM7OM         59  15     EE9Z          59  33     0
QSO: 14282 PH 2011-10-29 0742 OM7OM         59  15     II9P          59  15     0
QSO: 14291 PH 2011-10-29 0743 OM7OM         59  15     YL7X          59  15     0
QSO: 14297 PH 2011-10-29 0744 OM7OM         59  15     C5A           59  35     0
QSO: 14332 PH 2011-10-29 0746 OM7OM         59  15     SX5P          59  20     0
QSO:  7091 PH 2011-10-29 0750 OM7OM         59  15     OR1Z          59  14     0
