START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2021
CALLSIGN: OM8FR
OPERATORS: OM8FR
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14023 CW 2021-11-13 1205 OM8FR         599 KEZ        NR4M          599 001       
QSO: 14021 CW 2021-11-13 1208 OM8FR         599 KEZ        ON6FC         599 001       
QSO: 14029 CW 2021-11-13 1210 OM8FR         599 KEZ        OH6BA         599 007       
QSO: 14029 CW 2021-11-13 1211 OM8FR         599 KEZ        DK5KF         599 002       
QSO: 14029 CW 2021-11-13 1211 OM8FR         599 KEZ        US8IM         599 006       
QSO: 14029 CW 2021-11-13 1213 OM8FR         599 KEZ        W4RM          599 007       
QSO: 14029 CW 2021-11-13 1214 OM8FR         599 KEZ        RV3ZN         599 019       
QSO: 14029 CW 2021-11-13 1214 OM8FR         599 KEZ        ON6MG         599 010       
QSO: 14029 CW 2021-11-13 1215 OM8FR         599 KEZ        UN9GD         599 013       
QSO: 14029 CW 2021-11-13 1215 OM8FR         599 KEZ        HB9AMO        599 011       
QSO: 14029 CW 2021-11-13 1217 OM8FR         599 KEZ        R7AW          599 030       
QSO: 14029 CW 2021-11-13 1217 OM8FR         599 KEZ        RO7C          599 026       
QSO: 14029 CW 2021-11-13 1217 OM8FR         599 KEZ        N4BA          599 007       
QSO: 14029 CW 2021-11-13 1218 OM8FR         599 KEZ        UA1AJ         599 011       
QSO: 14029 CW 2021-11-13 1218 OM8FR         599 KEZ        UR7MZ         599 017       
QSO: 14029 CW 2021-11-13 1219 OM8FR         599 KEZ        K3TS          599 009       
QSO: 14029 CW 2021-11-13 1220 OM8FR         599 KEZ        R6DJM         599 036       
QSO: 14029 CW 2021-11-13 1221 OM8FR         599 KEZ        R3EG          599 040       
QSO: 14029 CW 2021-11-13 1221 OM8FR         599 KEZ        CT7AUP        599 008       
QSO: 14029 CW 2021-11-13 1222 OM8FR         599 KEZ        PA0CT         599 019       
QSO: 14029 CW 2021-11-13 1222 OM8FR         599 KEZ        UN4L          599 024       
QSO: 14029 CW 2021-11-13 1223 OM8FR         599 KEZ        R7AT          599 024       
QSO: 14029 CW 2021-11-13 1224 OM8FR         599 KEZ        KC1XX         599 035       
QSO: 14029 CW 2021-11-13 1224 OM8FR         599 KEZ        PA2TA         599 007       
QSO: 14029 CW 2021-11-13 1225 OM8FR         599 KEZ        UA9CU         599 015       
QSO: 14029 CW 2021-11-13 1226 OM8FR         599 KEZ        UA6LCJ        599 021       
QSO: 14029 CW 2021-11-13 1226 OM8FR         599 KEZ        R7MM          599 026       
QSO: 14029 CW 2021-11-13 1226 OM8FR         599 KEZ        M1X           599 040       
QSO: 14029 CW 2021-11-13 1227 OM8FR         599 KEZ        UA6AAK        599 013       
QSO: 14029 CW 2021-11-13 1227 OM8FR         599 KEZ        IK2UEX        599 008       
QSO: 14029 CW 2021-11-13 1228 OM8FR         599 KEZ        R3OR          599 026       
QSO: 14029 CW 2021-11-13 1229 OM8FR         599 KEZ        PA0JLS        599 018       
QSO: 14042 CW 2021-11-13 1234 OM8FR         599 KEZ        PA2A          599 004       
QSO: 14042 CW 2021-11-13 1236 OM8FR         599 KEZ        YO4AAC        599 008       
QSO: 14042 CW 2021-11-13 1236 OM8FR         599 KEZ        UA9CES        599 008       
QSO: 14042 CW 2021-11-13 1237 OM8FR         599 KEZ        A62A          599 052       
QSO: 14042 CW 2021-11-13 1237 OM8FR         599 KEZ        RA3NC         599 045       
QSO: 14042 CW 2021-11-13 1238 OM8FR         599 KEZ        VE9BK         599 025       
QSO: 14042 CW 2021-11-13 1238 OM8FR         599 KEZ        RL5A          599 051       
QSO: 14042 CW 2021-11-13 1239 OM8FR         599 KEZ        ON5GF         599 007       
QSO: 14042 CW 2021-11-13 1240 OM8FR         599 KEZ        ON7XN         599 001       
QSO: 14042 CW 2021-11-13 1241 OM8FR         599 KEZ        F6JOE         599 015       
QSO: 14042 CW 2021-11-13 1242 OM8FR         599 KEZ        R7GU          599 015       
QSO: 14042 CW 2021-11-13 1243 OM8FR         599 KEZ        UT4U          599 027       
QSO: 14042 CW 2021-11-13 1244 OM8FR         599 KEZ        PA5GU         599 022       
QSO: 14042 CW 2021-11-13 1245 OM8FR         599 KEZ        OG6B          599 033       
QSO: 14042 CW 2021-11-13 1246 OM8FR         599 KEZ        UC5D          599 037       
QSO: 14014 CW 2021-11-13 1253 OM8FR         599 KEZ        R3VL          599 047       
QSO: 14014 CW 2021-11-13 1254 OM8FR         599 KEZ        DF5EG         599 034       
QSO: 14014 CW 2021-11-13 1254 OM8FR         599 KEZ        PA5FN         599 016       
QSO: 14014 CW 2021-11-13 1256 OM8FR         599 KEZ        UA3QGT        599 070       
QSO: 14014 CW 2021-11-13 1256 OM8FR         599 KEZ        RL4F          599 079       
QSO: 14014 CW 2021-11-13 1257 OM8FR         599 KEZ        9H1XT         599 017       
QSO: 14014 CW 2021-11-13 1258 OM8FR         599 KEZ        IK0PXD        599 023       
QSO: 14014 CW 2021-11-13 1259 OM8FR         599 KEZ        K2LE          599 011       
QSO: 14014 CW 2021-11-13 1300 OM8FR         599 KEZ        RD3FT         599 032       
QSO: 14014 CW 2021-11-13 1301 OM8FR         599 KEZ        SM2M          599 095       
QSO: 14014 CW 2021-11-13 1301 OM8FR         599 KEZ        F5JU          599 011       
QSO: 14014 CW 2021-11-13 1301 OM8FR         599 KEZ        SF0A          599 012       
QSO: 14014 CW 2021-11-13 1302 OM8FR         599 KEZ        R7AC          599 028       
QSO: 14014 CW 2021-11-13 1303 OM8FR         599 KEZ        UW6M          599 028       
QSO: 14014 CW 2021-11-13 1303 OM8FR         599 KEZ        TA3DJ         599 008       
QSO: 14014 CW 2021-11-13 1304 OM8FR         599 KEZ        PD1DBL        599 017       
QSO: 14014 CW 2021-11-13 1305 OM8FR         599 KEZ        RK3P          599 052       
QSO: 14014 CW 2021-11-13 1305 OM8FR         599 KEZ        UA1TES        599 022       
QSO: 14014 CW 2021-11-13 1306 OM8FR         599 KEZ        RM7C          599 043       
QSO: 14014 CW 2021-11-13 1306 OM8FR         599 KEZ        ES5EP         599 010       
QSO: 14014 CW 2021-11-13 1307 OM8FR         599 KEZ        RA3XCZ        599 017       
QSO: 14014 CW 2021-11-13 1308 OM8FR         599 KEZ        K1RX          599 029       
QSO: 14014 CW 2021-11-13 1309 OM8FR         599 KEZ        US5VX         599 019       
QSO: 14014 CW 2021-11-13 1310 OM8FR         599 KEZ        UR7IE         599 006       
QSO: 14014 CW 2021-11-13 1311 OM8FR         599 KEZ        PA2JWN        599 012       
QSO: 14014 CW 2021-11-13 1312 OM8FR         599 KEZ        US5EFU        599 028       
QSO: 14014 CW 2021-11-13 1312 OM8FR         599 KEZ        OH6LW         599 036       
QSO: 14014 CW 2021-11-13 1313 OM8FR         599 KEZ        I0GOJ         599 030       
QSO: 14014 CW 2021-11-13 1313 OM8FR         599 KEZ        UR7LY         599 069       
QSO: 14014 CW 2021-11-13 1314 OM8FR         599 KEZ        ON7CC         599 018       
QSO: 14014 CW 2021-11-13 1314 OM8FR         599 KEZ        US7IY         599 056       
