START-OF-LOG: 3.0
CONTEST: SAC-SSB
CALLSIGN: F4IBR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
OPERATORS: F4IBR
CLUB: TOEC - TOP OF EUROPE CONTESTERS
CLAIMED-SCORE: 3330
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: 
CATEGORY-MODE: SSB
NAME: Patrick Louvet
SOAPBOX: rig: yaesu ftdx10
SOAPBOX: pwr: 100 w
SOAPBOX: ant: 10/15/20 m - diamond cp5
SOAPBOX: e-mail: patrick.louvet57@sfr.fr
SOAPBOX: thanks for a nice contest! i will be back next year.
QSO: 14200 PH 2024-10-12 1220 F4IBR         59       3 SB7S          59      49 0
QSO: 14219 PH 2024-10-12 1223 F4IBR         59       4 OZ1ADL        59      34 0
QSO: 14235 PH 2024-10-12 1226 F4IBR         59       5 SE3P          59      33 0
QSO: 14240 PH 2024-10-12 1230 F4IBR         59       6 LN1B          59      65 0
QSO: 14245 PH 2024-10-12 1234 F4IBR         59       7 SM5EUU        59      22 0
QSO: 14252 PH 2024-10-12 1237 F4IBR         59       8 OH5Z          59      52 0
QSO: 14256 PH 2024-10-12 1239 F4IBR         59       9 SK6AW         59      66 0
QSO: 14260 PH 2024-10-12 1242 F4IBR         59      10 SM6BDW        59      37 0
QSO: 14270 PH 2024-10-12 1245 F4IBR         59      11 SM6TOL        59      60 0
QSO: 14275 PH 2024-10-12 1248 F4IBR         59      12 OH9W          59      84 0
QSO: 14286 PH 2024-10-12 1253 F4IBR         59      14 OH2PQ         59      52 0
QSO: 14296 PH 2024-10-12 1255 F4IBR         59      15 SE0X          59      34 0
QSO: 14305 PH 2024-10-12 1259 F4IBR         59      16 SM6IQD        59      34 0
QSO: 14315 PH 2024-10-12 1301 F4IBR         59      17 OU2V          59       6 0
QSO: 21175 PH 2024-10-12 1330 F4IBR         59      18 OH3JR         59      60 0
QSO: 21177 PH 2024-10-12 1332 F4IBR         59      19 LA4ES         59      38 0
