START-OF-LOG: 3.0
CALLSIGN: UN2E
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1123479
NAME: Anatoly Makaenko
LOCATION: DX
CLUB:
CERTIFICATE: NO
CREATED-BY: TR4W v.4.243 [RUS]
SOAPBOX: Excellent Contest!
SOAPBOX: Best wishes from Kazakhstan!
QSO: 21031 CW 2016-11-26 0312 UN2E          599 17     RT0C          599 19
QSO: 21026 CW 2016-11-26 0313 UN2E          599 17     HS0ZAR        599 26
QSO: 21027 CW 2016-11-26 0314 UN2E          599 17     XV9NPS        599 26
QSO: 21029 CW 2016-11-26 0315 UN2E          599 17     JA3YBK        599 25
QSO: 21037 CW 2016-11-26 0317 UN2E          599 17     9M2CNC        599 28
QSO: 21042 CW 2016-11-26 0318 UN2E          599 17     HS5NMF        599 26
QSO: 21045 CW 2016-11-26 0319 UN2E          599 17     BY5HB         599 24
QSO: 21047 CW 2016-11-26 0322 UN2E          599 17     JH4UYB        599 25
QSO: 21023 CW 2016-11-26 0325 UN2E          599 17     HS0ZLM        599 26
QSO: 21018 CW 2016-11-26 0326 UN2E          599 17     B4T           599 24
QSO: 21015 CW 2016-11-26 0349 UN2E          599 17     XW0YO         599 26
QSO: 21014 CW 2016-11-26 0350 UN2E          599 17     JA2XYO        599 25
QSO: 21011 CW 2016-11-26 0351 UN2E          599 17     BI8FZA        599 24
QSO: 21026 CW 2016-11-26 0358 UN2E          599 17     JE1ZWT        599 25
QSO: 21038 CW 2016-11-26 0359 UN2E          599 17     DS5DNO        599 25
QSO: 21040 CW 2016-11-26 0401 UN2E          599 17     8Q7DV         599 22
QSO: 21040 CW 2016-11-26 0402 UN2E          599 17     B7P           599 24
QSO: 21063 CW 2016-11-26 0405 UN2E          599 17     E2X           599 26
QSO: 21053 CW 2016-11-26 0407 UN2E          599 17     BD7DX         599 24
QSO: 21025 CW 2016-11-26 0409 UN2E          599 17     9M2M          599 28
QSO: 21021 CW 2016-11-26 0409 UN2E          599 17     AH0K          599 27
QSO: 21024 CW 2016-11-26 0414 UN2E          599 17     RW0LBM        599 19
QSO: 21036 CW 2016-11-26 0416 UN2E          599 17     9M6XRO        599 28
QSO: 21015 CW 2016-11-26 0431 UN2E          599 17     JT5DX         599 23
QSO: 21010 CW 2016-11-26 0436 UN2E          599 17     XV1X          599 26
QSO: 21009 CW 2016-11-26 0439 UN2E          599 17     JR2GRX        599 25
QSO: 21001 CW 2016-11-26 0441 UN2E          599 17     JH3AIU        599 25
