START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD CW
SPECIFIC: O47
CREATED-BY: Win-Test 4.47.0, modified by DXHF upload.
CALLSIGN: DF0VK/P
CLAIMED-SCORE: 447475
OPERATORS: DL1AXX DF1DN DL1DAW
CLUB: RHEIN RUHR DX ASSOCIATION
QSO: 28021 CW 2023-06-03 1501 DF0VK/P       599 0001   DF8AE/P       599 001
QSO: 21017 CW 2023-06-03 1507 DF0VK/P       599 0002   RN9S/P        599 005
QSO: 21010 CW 2023-06-03 1508 DF0VK/P       599 0003   RK9A          599 013
QSO: 21022 CW 2023-06-03 1511 DF0VK/P       599 0004   R6CZ/P        599 013
QSO: 21025 CW 2023-06-03 1511 DF0VK/P       599 0005   RG9A          599 022
QSO: 21037 CW 2023-06-03 1513 DF0VK/P       599 0006   UA7G          599 010
QSO: 21037 CW 2023-06-03 1514 DF0VK/P       599 0007   DK0EP/P       599 007
QSO: 21037 CW 2023-06-03 1514 DF0VK/P       599 0008   RA4HBS        599 006
QSO: 21037 CW 2023-06-03 1515 DF0VK/P       599 0009   CT9ABV        599 017
QSO: 21037 CW 2023-06-03 1517 DF0VK/P       599 0010   KU2M          599 013
QSO: 21037 CW 2023-06-03 1518 DF0VK/P       599 0011   RA9AP         599 024
QSO: 21037 CW 2023-06-03 1520 DF0VK/P       599 0012   K0FX          599 012
QSO: 14026 CW 2023-06-03 1529 DF0VK/P       599 0013   YU1ML         599 010
QSO: 14026 CW 2023-06-03 1530 DF0VK/P       599 0014   RA1TU         599 019
QSO: 14031 CW 2023-06-03 1531 DF0VK/P       599 0015   LZ2KSB/P      599 039
QSO: 14033 CW 2023-06-03 1532 DF0VK/P       599 0016   R5DC/P        599 062
QSO: 14034 CW 2023-06-03 1534 DF0VK/P       599 0017   YO8/LZ4UU     599 021
QSO: 14034 CW 2023-06-03 1535 DF0VK/P       599 0018   UA9CTT        599 053
QSO: 14034 CW 2023-06-03 1536 DF0VK/P       599 0019   OT6E          599 030
QSO: 14034 CW 2023-06-03 1536 DF0VK/P       599 0020   G5O/P         599 037
QSO: 14034 CW 2023-06-03 1537 DF0VK/P       599 0021   UT6AK         599 026
QSO: 14034 CW 2023-06-03 1537 DF0VK/P       599 0022   R3AQ/P        599 040
QSO: 14034 CW 2023-06-03 1538 DF0VK/P       599 0023   IU8RQW        599 016
QSO: 14034 CW 2023-06-03 1539 DF0VK/P       599 0024   RN6AT         599 052
QSO: 14034 CW 2023-06-03 1540 DF0VK/P       599 0025   RT5P          599 014
QSO: 14034 CW 2023-06-03 1540 DF0VK/P       599 0026   SE4E          599 019
QSO: 14034 CW 2023-06-03 1542 DF0VK/P       599 0027   G4A/P         599 021
QSO: 14034 CW 2023-06-03 1543 DF0VK/P       599 0028   OG7F          599 080
QSO: 14034 CW 2023-06-03 1544 DF0VK/P       599 0029   UT5NR         599 021
QSO: 14034 CW 2023-06-03 1544 DF0VK/P       599 0030   IT9VDQ        599 007
QSO: 14034 CW 2023-06-03 1545 DF0VK/P       599 0031   RK9AY         599 045
QSO: 14034 CW 2023-06-03 1545 DF0VK/P       599 0032   RT5C          599 026
QSO: 14034 CW 2023-06-03 1546 DF0VK/P       599 0033   R3LC          599 044
QSO: 14034 CW 2023-06-03 1546 DF0VK/P       599 0034   M3X           599 037
QSO: 14034 CW 2023-06-03 1546 DF0VK/P       599 0035   OK2BRJ        599 011
QSO: 14034 CW 2023-06-03 1547 DF0VK/P       599 0036   RL2Y          599 012
QSO: 14034 CW 2023-06-03 1547 DF0VK/P       599 0037   UA7G          599 045
QSO: 14034 CW 2023-06-03 1548 DF0VK/P       599 0038   EA4HKF        599 016
QSO: 14034 CW 2023-06-03 1549 DF0VK/P       599 0039   M4T           599 005
QSO: 14034 CW 2023-06-03 1551 DF0VK/P       599 0040   R1CA/P        599 062
QSO: 14034 CW 2023-06-03 1551 DF0VK/P       599 0041   LZ5DI         599 020
QSO: 14034 CW 2023-06-03 1551 DF0VK/P       599 0042   R9MA          599 052
QSO: 14030 CW 2023-06-03 1554 DF0VK/P       599 0043   UA1F          599 049
QSO: 14029 CW 2023-06-03 1555 DF0VK/P       599 0044   CT9ABV        599 101
QSO: 14027 CW 2023-06-03 1556 DF0VK/P       599 0045   RK9A          599 070
QSO: 14024 CW 2023-06-03 1557 DF0VK/P       599 0046   R3OR/P        599 068
QSO: 14012 CW 2023-06-03 1559 DF0VK/P       599 0047   YQ6A          599 075
QSO: 14020 CW 2023-06-03 1601 DF0VK/P       599 0048   RM1T          599 055
QSO: 14025 CW 2023-06-03 1603 DF0VK/P       599 0049   EA3X          599 072
QSO: 14028 CW 2023-06-03 1604 DF0VK/P       599 0050   YO4DG         599 083
QSO: 14034 CW 2023-06-03 1607 DF0VK/P       599 0051   RW3DY         599 031
QSO: 14034 CW 2023-06-03 1607 DF0VK/P       599 0052   HG4I          599 066
QSO: 14034 CW 2023-06-03 1608 DF0VK/P       599 0053   MM9I          599 056
QSO: 14034 CW 2023-06-03 1610 DF0VK/P       599 0054   RA9AP         599 079
QSO: 14034 CW 2023-06-03 1610 DF0VK/P       599 0055   RA3AN         599 104
QSO: 21028 CW 2023-06-03 1616 DF0VK/P       599 0056   UA9BA         599 032
QSO: 21030 CW 2023-06-03 1617 DF0VK/P       599 0057   IZ8EYP        599 054
QSO: 21031 CW 2023-06-03 1619 DF0VK/P       599 0058   RK9AY         599 076
QSO: 14032 CW 2023-06-03 1621 DF0VK/P       599 0059   OY1CT         599 078
QSO: 14044 CW 2023-06-03 1623 DF0VK/P       599 0060   ER3R/P        599 123
QSO: 14047 CW 2023-06-03 1626 DF0VK/P       599 0061   RO5X          599 085
QSO: 14047 CW 2023-06-03 1626 DF0VK/P       599 0062   YL3FW         599 057
QSO: 14036 CW 2023-06-03 1631 DF0VK/P       599 0063   I5MXX         599 013
QSO: 14021 CW 2023-06-03 1633 DF0VK/P       599 0064   F/KM8W/P      599 069
QSO: 14013 CW 2023-06-03 1636 DF0VK/P       599 0065   RA2F          599 008
QSO: 14001 CW 2023-06-03 1638 DF0VK/P       599 0066   G4GA/P        599 118
QSO: 14008 CW 2023-06-03 1642 DF0VK/P       599 0067   A65CW/P       599 035
QSO: 14009 CW 2023-06-03 1645 DF0VK/P       599 0068   R3IBZ         599 022
QSO: 14011 CW 2023-06-03 1645 DF0VK/P       599 0069   EI4HH/P       599 051
QSO: 14012 CW 2023-06-03 1646 DF0VK/P       599 0070   YO3GCL        599 096
QSO: 14012 CW 2023-06-03 1647 DF0VK/P       599 0071   DK5DQ/P       599 016
QSO: 14019 CW 2023-06-03 1648 DF0VK/P       599 0072   RN9S/P        599 096
QSO: 14021 CW 2023-06-03 1649 DF0VK/P       599 0073   R8LA          599 102
QSO: 14024 CW 2023-06-03 1650 DF0VK/P       599 0074   UA9BA         599 101
QSO: 14037 CW 2023-06-03 1651 DF0VK/P       599 0075   UY5ZZ         599 039
QSO: 14038 CW 2023-06-03 1651 DF0VK/P       599 0076   RW0AJ         599 062
QSO: 14042 CW 2023-06-03 1652 DF0VK/P       599 0077   RV3ZN         599 079
QSO: 14034 CW 2023-06-03 1655 DF0VK/P       599 0078   SP2GOW        599 016
QSO: 14034 CW 2023-06-03 1658 DF0VK/P       599 0079   DP375WF       599 102
QSO: 14034 CW 2023-06-03 1700 DF0VK/P       599 0080   HB9CGL        599 008
QSO: 14034 CW 2023-06-03 1700 DF0VK/P       599 0081   YO4RDW        599 061
QSO: 14034 CW 2023-06-03 1700 DF0VK/P       599 0082   R4WAE         599 015
QSO: 14034 CW 2023-06-03 1701 DF0VK/P       599 0083   I0WBX         599 022
QSO: 14034 CW 2023-06-03 1701 DF0VK/P       599 0084   RA3NC         599 108
QSO: 14034 CW 2023-06-03 1702 DF0VK/P       599 0085   RN4SC         599 029
QSO: 14034 CW 2023-06-03 1702 DF0VK/P       599 0086   HB9BXE/P      599 032
QSO: 14034 CW 2023-06-03 1702 DF0VK/P       599 0087   RL9L          599 002
QSO: 14034 CW 2023-06-03 1703 DF0VK/P       599 0088   EW8G          599 042
QSO: 14034 CW 2023-06-03 1705 DF0VK/P       599 0089   RU1AC         599 136
QSO: 14032 CW 2023-06-03 1711 DF0VK/P       599 0090   UA6GO         599 110
QSO: 21028 CW 2023-06-03 1717 DF0VK/P       599 0091   CT1BOH        599 053
QSO: 21025 CW 2023-06-03 1718 DF0VK/P       599 0092   EI7GY/P       599 097
QSO: 21019 CW 2023-06-03 1720 DF0VK/P       599 0093   RA4CL         599 056
QSO: 21019 CW 2023-06-03 1720 DF0VK/P       599 0094   N7DR          599 054
QSO: 21019 CW 2023-06-03 1721 DF0VK/P       599 0095   N7XM          599 029
QSO: 21019 CW 2023-06-03 1723 DF0VK/P       599 0096   EA8RM         599 016
QSO: 21016 CW 2023-06-03 1725 DF0VK/P       599 0097   EA3X          599 219
QSO: 21019 CW 2023-06-03 1727 DF0VK/P       599 0098   W2FV          599 011
QSO: 14008 CW 2023-06-03 1732 DF0VK/P       599 0099   F5VHY         599 050
QSO: 14008 CW 2023-06-03 1733 DF0VK/P       599 0100   YL2LY         599 125
