START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: G4NBS
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 219282
NAME: Tony Collett
OPERATORS: G4NBS
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7351.0
SOAPBOX: Operated  for 25Hrs, all QSO after 22:39 25/11 for checklog puposes.
SOAPBOX: K3 22M long Doublet at 8M
QSO: 21011 CW 2018-11-24 0937 G4NBS         599 14     RN1ON         599 16
QSO: 21006 CW 2018-11-24 0940 G4NBS         599 14     UA4S          599 16
QSO: 21018 CW 2018-11-24 0945 G4NBS         599 14     R7HF          599 16
QSO: 21023 CW 2018-11-24 0946 G4NBS         599 14     UA6CC         599 16
QSO: 21025 CW 2018-11-24 0951 G4NBS         599 14     P33W          599 20
QSO: 21028 CW 2018-11-24 0952 G4NBS         599 14     R7CD          599 16
QSO: 21034 CW 2018-11-24 0953 G4NBS         599 14     RC7A          599 16
QSO: 21041 CW 2018-11-24 0955 G4NBS         599 14     RL5A          599 16
QSO: 21042 CW 2018-11-24 0956 G4NBS         599 14     R4IO          599 16
QSO: 21048 CW 2018-11-24 0958 G4NBS         599 14     UT2IY         599 16
QSO: 21054 CW 2018-11-24 1003 G4NBS         599 14     UA4M          599 16
QSO: 21003 CW 2018-11-24 1005 G4NBS         599 14     RM9A          599 17
QSO: 21013 CW 2018-11-24 1008 G4NBS         599 14     RT5Z          599 16
QSO: 21014 CW 2018-11-24 1010 G4NBS         599 14     R7AB          599 16
QSO: 21019 CW 2018-11-24 1012 G4NBS         599 14     R2AA          599 16
QSO: 21020 CW 2018-11-24 1014 G4NBS         599 14     UN9L          599 17
QSO: 21025 CW 2018-11-24 1017 G4NBS         599 14     UZ2M          599 16
QSO: 14010 CW 2018-11-24 1031 G4NBS         599 14     YP3A          599 20
QSO: 14003 CW 2018-11-24 1035 G4NBS         599 14     YU5R          599 15
QSO: 14001 CW 2018-11-24 1037 G4NBS         599 14     YT5RA         599 15
QSO: 14001 CW 2018-11-24 1041 G4NBS         599 14     S57W          599 15
QSO: 14002 CW 2018-11-24 1042 G4NBS         599 14     RF9C          599 17
QSO: 14004 CW 2018-11-24 1053 G4NBS         599 14     IZ8BRI        599 15
QSO: 14005 CW 2018-11-24 1056 G4NBS         599 14     YT5A          599 15
QSO: 14008 CW 2018-11-24 1101 G4NBS         599 14     UR5R          599 16
QSO: 14005 CW 2018-11-24 1106 G4NBS         599 14     ZA/OU2I       599 15
QSO: 14009 CW 2018-11-24 1108 G4NBS         599 14     R7AB          599 16
QSO: 14011 CW 2018-11-24 1110 G4NBS         599 14     UX1UX         599 16
QSO: 14011 CW 2018-11-24 1112 G4NBS         599 14     VY2TT         599 05
QSO: 14012 CW 2018-11-24 1113 G4NBS         599 14     S57DX         599 15
QSO: 14012 CW 2018-11-24 1115 G4NBS         599 14     LZ5R          599 20
QSO: 14013 CW 2018-11-24 1119 G4NBS         599 14     YT4W          599 15
QSO: 14013 CW 2018-11-24 1120 G4NBS         599 14     YT8T          599 15
QSO: 14014 CW 2018-11-24 1126 G4NBS         599 14     PJ2T          599 09
QSO: 14015 CW 2018-11-24 1129 G4NBS         599 14     W3UA          599 05
QSO: 14016 CW 2018-11-24 1135 G4NBS         599 14     S50R          599 15
QSO: 14017 CW 2018-11-24 1141 G4NBS         599 14     PJ4Q          599 09
QSO: 14018 CW 2018-11-24 1143 G4NBS         599 14     LY4A          599 15
QSO: 14019 CW 2018-11-24 1147 G4NBS         599 14     K1LZ          599 05
QSO: 14019 CW 2018-11-24 1149 G4NBS         599 14     9A2AJ         599 15
QSO: 14020 CW 2018-11-24 1151 G4NBS         599 14     UZ2M          599 16
QSO: 14021 CW 2018-11-24 1154 G4NBS         599 14     TM0R          599 14
QSO: 14022 CW 2018-11-24 1155 G4NBS         599 14     9A1A          599 15
QSO: 14023 CW 2018-11-24 1158 G4NBS         599 14     IR2L          599 15
QSO: 14023 CW 2018-11-24 1159 G4NBS         599 14     S59ABC        599 15
QSO: 14023 CW 2018-11-24 1201 G4NBS         599 14     K3WW          599 05
QSO: 14024 CW 2018-11-24 1203 G4NBS         599 14     IZ8GCB        599 15
QSO: 14024 CW 2018-11-24 1205 G4NBS         599 14     EF8R          599 33
QSO: 14024 CW 2018-11-24 1205 G4NBS         599 14     N5DX          599 05
QSO: 14025 CW 2018-11-24 1211 G4NBS         599 14     E78WW         599 15
QSO: 14025 CW 2018-11-24 1212 G4NBS         599 14     IR4M          599 15
QSO: 14026 CW 2018-11-24 1213 G4NBS         599 14     II1A          599 15
QSO: 14026 CW 2018-11-24 1214 G4NBS         599 14     RM1Q          599 16
QSO: 14003 CW 2018-11-24 1221 G4NBS         599 14     R9AE          599 17
QSO: 14003 CW 2018-11-24 1222 G4NBS         599 14     SQ9HQ         599 15
QSO: 14017 CW 2018-11-24 1226 G4NBS         599 14     NA8V          599 04
QSO: 14026 CW 2018-11-24 1230 G4NBS         599 14     RT6A          599 16
QSO: 14027 CW 2018-11-24 1236 G4NBS         599 14     K2LE          599 05
QSO: 14028 CW 2018-11-24 1237 G4NBS         599 14     K1RX          599 05
QSO: 14028 CW 2018-11-24 1238 G4NBS         599 14     9A7A          599 15
QSO: 14030 CW 2018-11-24 1246 G4NBS         599 14     EA5KV         599 14
QSO: 14036 CW 2018-11-24 1247 G4NBS         599 14     LY2K          599 15
QSO: 14035 CW 2018-11-24 1248 G4NBS         599 14     SO7M          599 15
QSO: 14033 CW 2018-11-24 1250 G4NBS         599 14     CN2CO         599 33
QSO: 14033 CW 2018-11-24 1251 G4NBS         599 14     SN8B          599 15
QSO: 14036 CW 2018-11-24 1253 G4NBS         599 14     OM7JG         599 15
QSO: 14037 CW 2018-11-24 1254 G4NBS         599 14     W9RE          599 04
QSO: 14037 CW 2018-11-24 1255 G4NBS         599 14     4L2M          599 21
QSO: 14037 CW 2018-11-24 1256 G4NBS         599 14     RT4F          599 16
QSO: 14039 CW 2018-11-24 1259 G4NBS         599 14     4L8A          599 21
QSO: 14039 CW 2018-11-24 1301 G4NBS         599 14     YR100R        599 20
QSO: 14042 CW 2018-11-24 1306 G4NBS         599 14     YT2ISM        599 15
QSO: 14042 CW 2018-11-24 1307 G4NBS         599 14     R7KZ          599 16
QSO: 14043 CW 2018-11-24 1308 G4NBS         599 14     OH5Z          599 15
QSO: 14043 CW 2018-11-24 1310 G4NBS         599 14     OM7M          599 15
QSO: 14044 CW 2018-11-24 1311 G4NBS         599 14     OH3FM         599 15
QSO: 14045 CW 2018-11-24 1313 G4NBS         599 14     VE2BWL        599 05
QSO: 14046 CW 2018-11-24 1314 G4NBS         599 14     LY2XW         599 15
QSO: 14046 CW 2018-11-24 1314 G4NBS         599 14     LZ9W          599 20
QSO: 14046 CW 2018-11-24 1315 G4NBS         599 14     HG4I          599 15
QSO: 14047 CW 2018-11-24 1317 G4NBS         599 14     PJ4K          599 09
QSO: 14047 CW 2018-11-24 1319 G4NBS         599 14     RZ9SZ         599 16
QSO: 14048 CW 2018-11-24 1322 G4NBS         599 14     EU6AF         599 16
QSO: 14048 CW 2018-11-24 1323 G4NBS         599 14     R3XA          599 16
QSO: 14049 CW 2018-11-24 1327 G4NBS         599 14     K1KI          599 05
QSO: 14051 CW 2018-11-24 1330 G4NBS         599 14     9H6A          599 15
QSO: 14050 CW 2018-11-24 1332 G4NBS         599 14     DL6FBL        599 14
QSO: 14051 CW 2018-11-24 1334 G4NBS         599 14     RX7K          599 16
QSO: 14052 CW 2018-11-24 1335 G4NBS         599 14     M0WJE         599 14
QSO: 14042 CW 2018-11-24 1340 G4NBS         599 14     4O7CC         599 15
QSO: 14041 CW 2018-11-24 1342 G4NBS         599 14     Z3B           599 15
QSO: 14054 CW 2018-11-24 1344 G4NBS         599 14     4Z5LY         599 20
QSO: 14053 CW 2018-11-24 1345 G4NBS         599 14     N3AD          599 05
QSO: 14054 CW 2018-11-24 1346 G4NBS         599 14     K9BGL         599 04
QSO: 14056 CW 2018-11-24 1351 G4NBS         599 14     UZ2I          599 16
QSO: 14062 CW 2018-11-24 1353 G4NBS         599 14     ES9C          599 15
QSO: 14058 CW 2018-11-24 1354 G4NBS         599 14     HG8R          599 15
QSO: 14058 CW 2018-11-24 1355 G4NBS         599 14     K8GL          599 04
QSO: 14058 CW 2018-11-24 1356 G4NBS         599 14     K1RU          599 05
QSO: 14060 CW 2018-11-24 1359 G4NBS         599 14     OH8X          599 15
QSO: 14060 CW 2018-11-24 1400 G4NBS         599 14     W2FU          599 05
QSO: 14061 CW 2018-11-24 1402 G4NBS         599 14     IZ8FWN        599 15
QSO: 14061 CW 2018-11-24 1404 G4NBS         599 14     AC0C          599 04
QSO: 14063 CW 2018-11-24 1405 G4NBS         599 14     OH8L          599 15
QSO: 14065 CW 2018-11-24 1406 G4NBS         599 14     HA8M          599 15
QSO: 14059 CW 2018-11-24 1408 G4NBS         599 14     CN8KD         599 33
QSO: 14067 CW 2018-11-24 1413 G4NBS         599 14     RL3A          599 16
QSO: 14068 CW 2018-11-24 1415 G4NBS         599 14     N4AF          599 05
QSO: 14069 CW 2018-11-24 1416 G4NBS         599 14     IB9A          599 15
QSO: 14070 CW 2018-11-24 1417 G4NBS         599 14     K8AZ          599 04
QSO: 14078 CW 2018-11-24 1424 G4NBS         599 14     K2NV          599 05
QSO: 14079 CW 2018-11-24 1425 G4NBS         599 14     YP3A          599 20
QSO: 14080 CW 2018-11-24 1428 G4NBS         599 14     K0EU          599 04
QSO: 14080 CW 2018-11-24 1429 G4NBS         599 14     K4RO          599 04
QSO: 14081 CW 2018-11-24 1430 G4NBS         599 14     K2AX          599 05
QSO: 14081 CW 2018-11-24 1431 G4NBS         599 14     W4AAW         599 05
QSO: 14082 CW 2018-11-24 1432 G4NBS         599 14     NW3Y          599 05
QSO: 14082 CW 2018-11-24 1435 G4NBS         599 14     N0NI          599 04
QSO: 14083 CW 2018-11-24 1437 G4NBS         599 14     4X2M          599 20
QSO: 14084 CW 2018-11-24 1438 G4NBS         599 14     LY2W          599 15
QSO: 14086 CW 2018-11-24 1440 G4NBS         599 14     PZ5T          599 09
QSO: 14088 CW 2018-11-24 1449 G4NBS         599 14     AB3AH         599 05
QSO: 14091 CW 2018-11-24 1450 G4NBS         599 14     K1DG          599 05
QSO: 14092 CW 2018-11-24 1452 G4NBS         599 14     K0DEQ         599 04
