START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RUSSIAN-DX
CALLSIGN: UA3RBR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UA3RBR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RUSSIAN-DX RussianDXContest/2025.
QSO: 28006 CW 2025-03-15 1202 UA3RBR        599 TB BY1RX         599 0003
QSO: 28009 CW 2025-03-15 1205 UA3RBR        599 TB IT9/DK6XZ     599 0010
QSO: 28011 CW 2025-03-15 1206 UA3RBR        599 TB DL0RUS        599 0016
QSO: 28021 CW 2025-03-15 1209 UA3RBR        599 TB EC5K          599 0015
QSO: 28000 CW 2025-03-15 1212 UA3RBR        599 TB IV3UHL        599 0024
QSO: 28033 CW 2025-03-15 1212 UA3RBR        599 TB IK2PFL        599 0048
QSO: 28035 CW 2025-03-15 1214 UA3RBR        599 TB HB9AMO        599 0024
QSO: 28037 CW 2025-03-15 1214 UA3RBR        599 TB DD2D          599 0038
QSO: 28039 CW 2025-03-15 1215 UA3RBR        599 TB IK0YVV        599 0041
QSO: 28043 CW 2025-03-15 1217 UA3RBR        599 TB DF5EN         599 0039
QSO: 28046 CW 2025-03-15 1219 UA3RBR        599 TB A71WW         599 0060
QSO: 28050 CW 2025-03-15 1220 UA3RBR        599 TB PY2SNX        599 0038
QSO: 28047 CW 2025-03-15 1221 UA3RBR        599 TB DJ9DZ         599 0040
QSO: 28048 CW 2025-03-15 1221 UA3RBR        599 TB F6IFY         599 0030
QSO: 28031 CW 2025-03-15 1225 UA3RBR        599 TB S59AA         599 0014
QSO: 28024 CW 2025-03-15 1227 UA3RBR        599 TB IK1PMR        599 0062
QSO: 28012 CW 2025-03-15 1228 UA3RBR        599 TB CR3DX         599 0099
QSO: 28001 CW 2025-03-15 1232 UA3RBR        599 TB 4X6FR         599 0096
QSO: 28005 CW 2025-03-15 1233 UA3RBR        599 TB ZF2VE         599 0089
QSO: 28013 CW 2025-03-15 1234 UA3RBR        599 TB EA4AOC        599 0048
QSO: 28064 CW 2025-03-15 1234 UA3RBR        599 TB TK/R5GA       599 0078
QSO: 28012 CW 2025-03-15 1235 UA3RBR        599 TB HB9ARF        599 0041
QSO: 28017 CW 2025-03-15 1235 UA3RBR        599 TB UN5G          599 0099
QSO: 28039 CW 2025-03-15 1238 UA3RBR        599 TB IQ3RK         599 0038
QSO: 28000 CW 2025-03-15 1241 UA3RBR        599 TB UN7FW         599 0053
QSO: 28045 CW 2025-03-15 1242 UA3RBR        599 TB AZ1A          599 0004
QSO: 28045 CW 2025-03-15 1244 UA3RBR        599 TB DM3PKK        599 0010
QSO: 28045 CW 2025-03-15 1244 UA3RBR        599 TB ON6WP         599 0001
QSO: 28045 CW 2025-03-15 1245 UA3RBR        599 TB I2IFT         599 0065
QSO: 28000 CW 2025-03-15 1246 UA3RBR        599 TB IT9RZU        599 0059
QSO: 28031 CW 2025-03-15 1252 UA3RBR        599 TB PY4HO         599 0002
QSO: 28011 CW 2025-03-15 1253 UA3RBR        599 TB LZ4TX         599 0101
QSO: 21005 CW 2025-03-15 1254 UA3RBR        599 TB ZF2VE         599 0143
QSO: 21010 CW 2025-03-15 1256 UA3RBR        599 TB UN0L          599 0138
QSO: 21010 CW 2025-03-15 1257 UA3RBR        599 TB BA8CY         599 0062
QSO: 21017 CW 2025-03-15 1300 UA3RBR        599 TB LZ1BP         599 0073
QSO: 21024 CW 2025-03-15 1301 UA3RBR        599 TB 4K6FO         599 0076
QSO: 21024 CW 2025-03-15 1302 UA3RBR        599 TB OM7M          599 0204
QSO: 21029 CW 2025-03-15 1303 UA3RBR        599 TB DJ4MX         599 0068
QSO: 21034 CW 2025-03-15 1304 UA3RBR        599 TB S57Q          599 0092
QSO: 21036 CW 2025-03-15 1305 UA3RBR        599 TB IK2PFL        599 0213
QSO: 21038 CW 2025-03-15 1306 UA3RBR        599 TB NA3M          599 0058
QSO: 21043 CW 2025-03-15 1307 UA3RBR        599 TB S58M          599 0082
QSO: 21043 CW 2025-03-15 1310 UA3RBR        599 TB A71WW         599 0201
QSO: 21050 CW 2025-03-15 1311 UA3RBR        599 TB BD4QAJ        599 0050
QSO: 21000 CW 2025-03-15 1313 UA3RBR        599 TB OM6TU         599 0035
QSO: 21036 CW 2025-03-15 1313 UA3RBR        599 TB PC4H          599 0012
QSO: 21000 CW 2025-03-15 1316 UA3RBR        599 TB YU7AA         599 0021
QSO: 21036 CW 2025-03-15 1316 UA3RBR        599 TB DF1MM         599 0023
QSO: 21036 CW 2025-03-15 1317 UA3RBR        599 TB SP2LNW        599 0096
QSO: 28000 CW 2025-03-15 1319 UA3RBR        599 TB IT9WDC        599 0079
QSO: 28013 CW 2025-03-15 1320 UA3RBR        599 TB PA3AAV        599 0162
QSO: 28034 CW 2025-03-15 1322 UA3RBR        599 TB 4X1MM         599 0198
QSO: 28037 CW 2025-03-15 1323 UA3RBR        599 TB MM3T          599 0140
QSO: 28042 CW 2025-03-15 1325 UA3RBR        599 TB PY2NDX        599 0160
QSO: 28061 CW 2025-03-15 1326 UA3RBR        599 TB EA3NO         599 0051
QSO: 28061 CW 2025-03-15 1327 UA3RBR        599 TB DL2NBY        599 0101
QSO: 28000 CW 2025-03-15 1328 UA3RBR        599 TB 9A6AR         599 0081
QSO: 28053 CW 2025-03-15 1328 UA3RBR        599 TB N4UU          599 0062
QSO: 28000 CW 2025-03-15 1329 UA3RBR        599 TB DK1MAX        599 0085
QSO: 21004 CW 2025-03-15 1332 UA3RBR        599 TB 9A5Y          599 0232
QSO: 21008 CW 2025-03-15 1333 UA3RBR        599 TB EA1X          599 0099
QSO: 21011 CW 2025-03-15 1334 UA3RBR        599 TB NN7CW         599 0076
QSO: 21000 CW 2025-03-15 1335 UA3RBR        599 T6 ZA1EM         599 0075
QSO: 21016 CW 2025-03-15 1336 UA3RBR        599 TB YU1A          599 0182
QSO: 21000 CW 2025-03-15 1337 UA3RBR        599 TB EA7BEZ        599 0050
QSO: 21000 CW 2025-03-15 1337 UA3RBR        599 TB IV3UHL        599 0144
QSO: 21022 CW 2025-03-15 1338 UA3RBR        599 TB 9A925T        599 0084
QSO: 21029 CW 2025-03-15 1340 UA3RBR        599 TB LZ9W          599 0239
QSO: 21031 CW 2025-03-15 1341 UA3RBR        599 TB IK4ZGO        599 0116
QSO: 21034 CW 2025-03-15 1342 UA3RBR        599 TB DD2D          599 0197
QSO: 21034 CW 2025-03-15 1342 UA3RBR        599 TB HA8A          599 0198
QSO: 21035 CW 2025-03-15 1342 UA3RBR        599 TB EA3X          599 0022
QSO: 21036 CW 2025-03-15 1343 UA3RBR        599 TB K5GN          599 0063
QSO: 21037 CW 2025-03-15 1343 UA3RBR        599 TB SV1ENG        599 0071
QSO: 21042 CW 2025-03-15 1344 UA3RBR        599 TB CT1DRB        599 0106
QSO: 21044 CW 2025-03-15 1344 UA3RBR        599 TB HA2VH         599 0156
QSO: 21048 CW 2025-03-15 1346 UA3RBR        599 TB AA3B          599 0205
QSO: 21050 CW 2025-03-15 1346 UA3RBR        599 TB HG6O          599 0152
QSO: 21052 CW 2025-03-15 1346 UA3RBR        599 TB HA3OU         599 0067
QSO: 21045 CW 2025-03-15 1350 UA3RBR        599 TB F6DCQ         599 0086
QSO: 21045 CW 2025-03-15 1350 UA3RBR        599 TB HA3IC         599 0036
QSO: 21046 CW 2025-03-15 1350 UA3RBR        599 TB SV1AJO        599 0071
QSO: 21046 CW 2025-03-15 1351 UA3RBR        599 TB OK2MPB        599 0062
QSO: 21046 CW 2025-03-15 1352 UA3RBR        599 TB HA3IC         599 0037
QSO: 21046 CW 2025-03-15 1354 UA3RBR        599 TB HA6NL         599 0100
QSO: 21046 CW 2025-03-15 1354 UA3RBR        599 TB LZ5DI         599 0076
QSO: 28049 CW 2025-03-15 1356 UA3RBR        599 TB 5Z4VJ         599 0106
QSO: 28020 CW 2025-03-15 1357 UA3RBR        599 TB PG2AA         599 0016
QSO: 28002 CW 2025-03-15 1358 UA3RBR        599 TB K1LZ          599 0183
QSO: 28023 CW 2025-03-15 1359 UA3RBR        599 TB 9A3YT         599 0129
QSO: 21050 CW 2025-03-15 1400 UA3RBR        599 TB II9IGJ        599 0094
QSO: 28024 CW 2025-03-15 1400 UA3RBR        599 TB IT9IVU        599 0107
QSO: 21052 CW 2025-03-15 1401 UA3RBR        599 TB YU5A          599 0095
QSO: 21053 CW 2025-03-15 1401 UA3RBR        599 TB YU7KW         599 0104
QSO: 21039 CW 2025-03-15 1404 UA3RBR        599 TB KA1IS         599 0128
QSO: 21024 CW 2025-03-15 1405 UA3RBR        599 TB SV1JG         599 0155
QSO: 21025 CW 2025-03-15 1405 UA3RBR        599 TB YQ6A          599 0177
QSO: 21020 CW 2025-03-15 1406 UA3RBR        599 TB DO2XU         599 0057
QSO: 21012 CW 2025-03-15 1407 UA3RBR        599 TB E7DX          599 0480
QSO: 21010 CW 2025-03-15 1408 UA3RBR        599 TB SP8FHK        599 0144
QSO: 21011 CW 2025-03-15 1408 UA3RBR        599 TB EA1CS         599 0056
QSO: 21012 CW 2025-03-15 1408 UA3RBR        599 TB LZ1ND         599 0195
QSO: 21009 CW 2025-03-15 1409 UA3RBR        599 TB KR2Q          599 0094
QSO: 21012 CW 2025-03-15 1409 UA3RBR        599 TB PA3DBS        599 0011
QSO: 21006 CW 2025-03-15 1412 UA3RBR        599 TB BA5CW         599 0060
QSO: 21010 CW 2025-03-15 1413 UA3RBR        599 TB EB5A          599 0345
QSO: 21012 CW 2025-03-15 1413 UA3RBR        599 TB PA3DBS        599 0018
QSO: 28052 CW 2025-03-15 1416 UA3RBR        599 TB ZS1ANF        599 0082
QSO: 28000 CW 2025-03-15 1417 UA3RBR        599 TB ZA1EM         599 0113
QSO: 21013 CW 2025-03-15 1418 UA3RBR        599 TB GI4NKB        599 0068
QSO: 21020 CW 2025-03-15 1419 UA3RBR        599 TB S59AA         599 0137
QSO: 21031 CW 2025-03-15 1421 UA3RBR        599 TB DJ9DZ         599 0200
QSO: 21000 CW 2025-03-15 1422 UA3RBR        599 TB DL6AG         599 0107
QSO: 21000 CW 2025-03-15 1423 UA3RBR        599 TB N8II          599 0033
QSO: 21040 CW 2025-03-15 1423 UA3RBR        599 TB 2E0CVN        599 0042
QSO: 28044 CW 2025-03-15 1425 UA3RBR        599 TB ZA1RR         599 0122
QSO: 28061 CW 2025-03-15 1426 UA3RBR        599 TB IZ3NVR        599 0094
QSO: 28029 CW 2025-03-15 1427 UA3RBR        599 TB II9IGJ        599 0120
QSO: 28034 CW 2025-03-15 1427 UA3RBR        599 TB VE3EJ         599 0068
QSO: 14037 CW 2025-03-15 1439 UA3RBR        599 TB HA5JI         599 0425
QSO: 21001 CW 2025-03-15 1439 UA3RBR        599 TB TK/R5GA       599 0284
QSO: 14012 CW 2025-03-15 1441 UA3RBR        599 TB S52W          599 0273
QSO: 14013 CW 2025-03-15 1441 UA3RBR        599 TB LZ7G          599 0323
QSO: 14019 CW 2025-03-15 1442 UA3RBR        599 TB OK2EA         599 0068
QSO: 14027 CW 2025-03-15 1445 UA3RBR        599 TB BY1CY         599 0176
QSO: 14028 CW 2025-03-15 1446 UA3RBR        599 TB HA2VH         599 0229
QSO: 14000 CW 2025-03-15 1447 UA3RBR        599 TB DL9ZP         599 0143
QSO: 14000 CW 2025-03-15 1449 UA3RBR        599 TB OM6TU         599 0093
QSO: 14046 CW 2025-03-15 1450 UA3RBR        599 TB JG1LFR        599 0069
QSO: 14046 CW 2025-03-15 1450 UA3RBR        599 TB S54X          599 0084
QSO: 14046 CW 2025-03-15 1451 UA3RBR        599 TB YU3A          599 0154
QSO: 14046 CW 2025-03-15 1454 UA3RBR        599 TB SV1AJO        599 0117
QSO: 14000 CW 2025-03-15 1455 UA3RBR        599 TB OK2MBP        599 0185
QSO: 14046 CW 2025-03-15 1455 UA3RBR        599 TB M0AGP         599 0079
QSO: 14036 CW 2025-03-15 1459 UA3RBR        599 TB LZ5DI         599 0177
QSO: 14027 CW 2025-03-15 1501 UA3RBR        599 TB YU5A          599 0177
QSO: 14021 CW 2025-03-15 1503 UA3RBR        599 TB EA3X          599 0147
QSO: 14029 CW 2025-03-15 1503 UA3RBR        599 TB HA8A          599 0328
QSO: 14014 CW 2025-03-15 1504 UA3RBR        599 TB LZ1ZF         599 0283
QSO: 14020 CW 2025-03-15 1504 UA3RBR        599 TB 4K6FO         599 0294
QSO: 14002 CW 2025-03-15 1656 UA3RBR        599 TB S53M          599 0621
QSO: 14005 CW 2025-03-15 1657 UA3RBR        599 TB SN9DT         599 0040
QSO: 14008 CW 2025-03-15 1657 UA3RBR        599 TB IT9/DK6XZ     599 0238
QSO: 14009 CW 2025-03-15 1657 UA3RBR        599 TB LZ8E          599 0271
QSO: 14011 CW 2025-03-15 1657 UA3RBR        599 TB S57Q          599 0438
QSO: 14015 CW 2025-03-15 1658 UA3RBR        599 TB S51DX         599 0523
QSO: 14000 CW 2025-03-15 1659 UA3RBR        599 TB LZ1DQ         599 0228
QSO: 14016 CW 2025-03-15 1659 UA3RBR        599 TB YT1A          599 0285
QSO: 14019 CW 2025-03-15 1700 UA3RBR        599 TB IK3QAR        599 0069
QSO: 14019 CW 2025-03-15 1701 UA3RBR        599 TB A71WW         599 0700
QSO: 14020 CW 2025-03-15 1701 UA3RBR        599 TB SV1ME         599 0168
QSO: 14027 CW 2025-03-15 1701 UA3RBR        599 TB 9A5Y          599 0702
QSO: 14031 CW 2025-03-15 1702 UA3RBR        599 TB DD2D          599 0507
QSO: 14032 CW 2025-03-15 1702 UA3RBR        599 TB YT6T          599 0136
QSO: 14037 CW 2025-03-15 1704 UA3RBR        599 TB OG7F          599 0260
QSO: 14043 CW 2025-03-15 1705 UA3RBR        599 TB IK1JJM        599 0151
QSO: 14044 CW 2025-03-15 1705 UA3RBR        599 TB HA8TP         599 0247
QSO: 14053 CW 2025-03-15 1705 UA3RBR        599 TB EA6EJ         599 0232
QSO: 14054 CW 2025-03-15 1706 UA3RBR        599 TB OK2ZV         599 0398
QSO: 14057 CW 2025-03-15 1707 UA3RBR        599 TB M0TJU         599 0107
QSO: 14058 CW 2025-03-15 1707 UA3RBR        599 TB IZ8GUQ        599 0126
QSO: 14000 CW 2025-03-15 1708 UA3RBR        599 TB HA6QS         599 0169
QSO: 14068 CW 2025-03-15 1709 UA3RBR        599 TB DF5EN         599 0359
QSO: 14044 CW 2025-03-15 1710 UA3RBR        599 TB ZA1RR         599 0276
QSO: 14000 CW 2025-03-15 1713 UA3RBR        599 TB HA3GC         599 0170
QSO: 14043 CW 2025-03-15 1713 UA3RBR        599 TB EA4AOC        599 0388
QSO: 14044 CW 2025-03-15 1713 UA3RBR        599 TB HA8TKS        599 0308
QSO: 14043 CW 2025-03-15 1714 UA3RBR        599 TB EW4C          599 0062
