START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: EI4KF
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EI4KF
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2013.
QSO:  3575 RY 2013-02-09 0656 EI4KF         599 SM7MX         599 46
QSO:  3575 RY 2013-02-09 0657 EI4KF         599 002 DK1KC         599 0159
QSO:  3500 RY 2013-02-09 0659 EI4KF         599 005 DL9GCG        599 049
QSO:  3500 RY 2013-02-09 0659 EI4KF         599 004 I0GIA         599 057
QSO:  3500 RY 2013-02-09 0700 EI4KF         599 0006 SP6GCU        599 0117
QSO:  3577 RY 2013-02-09 0702 EI4KF         599 0008 LY2FN         599 0272
QSO:  3575 RY 2013-02-09 0703 EI4KF         599 008 LA5LJA        599 028
QSO:  3500 RY 2013-02-09 0704 EI4KF         599 012 HA6NL         599 232
QSO:  3576 RY 2013-02-09 0704 EI4KF         599 0009 SM0BSO        599 0020
QSO:  3575 RY 2013-02-09 0705 EI4KF         599 011 DP9A          599 0246
QSO:  3575 RY 2013-02-09 0705 EI4KF         599 0010 VA2UP         599 0422
QSO:  3575 RY 2013-02-09 0707 EI4KF         599 013 ED1R          599 0512
QSO:  3575 RY 2013-02-09 0707 EI4KF         599 0014 LA8OKA        599 0032
QSO:  3574 RY 2013-02-09 0708 EI4KF         599 015 SI6W          599 0026
QSO:  3575 RY 2013-02-09 0709 EI4KF         599 071 DL9YAJ        599 0194
QSO:  3575 RY 2013-02-09 0711 EI4KF         599 018 OH8FQS        599 057
QSO:  3575 RY 2013-02-09 0711 EI4KF         599 0017 OM3TPN        599 0016
QSO:  3575 RY 2013-02-09 0712 EI4KF         599 019 HB9TOC        599 265
QSO:  3574 RY 2013-02-09 0716 EI4KF         599 0023 M0VSQ         599 0044
QSO:  3576 RY 2013-02-09 0717 EI4KF         599 0024 ON7BT         599 0002
QSO:  3500 RY 2013-02-09 0718 EI4KF         599 0026 PA3EEG        599 0026
QSO:  3500 RY 2013-02-09 0720 EI4KF         599 027 DL9MKN        599 001
QSO:  3576 RY 2013-02-09 0721 EI4KF         599 0028 K1SFA         599 0456
QSO:  3500 RY 2013-02-09 0723 EI4KF         599 0029 NA5NN         599 0189
QSO:  3575 RY 2013-02-09 0723 EI4KF         599 030 EA8/RW3DO     599 009
QSO:  3576 RY 2013-02-09 0724 EI4KF         599 0031 K3WI          599 0450
QSO:  3500 RY 2013-02-09 0725 EI4KF         599 0032 KB3LIX        599 0115
QSO:  3575 RY 2013-02-09 0725 EI4KF         599 033 DM7C          599 0366
QSO:  3576 RY 2013-02-09 0726 EI4KF         599 0034 NP3U          599 0735
QSO:  3576 RY 2013-02-09 0728 EI4KF         599 37 G0SYP         599 12
QSO:  3576 RY 2013-02-09 0729 EI4KF         599 0038 K9CT          599 0838
QSO:  3576 RY 2013-02-09 0730 EI4KF         599 0039 W1CTN         599 0106
QSO:  3576 RY 2013-02-09 0732 EI4KF         599 042 K9NR          599 411
QSO:  3576 RY 2013-02-09 0732 EI4KF         599 0041 NR4M          599 0309
QSO:  3576 RY 2013-02-09 0735 EI4KF         599 0043 M1AQV         599 0071
QSO:  3576 RY 2013-02-09 0737 EI4KF         599 0044 WS5J          599 0151
