START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD CW
SPECIFIC: E38
CREATED-BY: Win-Test 4.52.0, modified by DXHF upload.
GRID-LOCATOR: JO53CL
CALLSIGN: DF0TX/P
CLAIMED-SCORE: 476918
OPERATORS: DL4HG DL7AT DL8KX
CLUB: BAVARIAN CONTEST CLUB
ADDRESS-CITY: HAMBURG
ADDRESS-POSTALCODE: 21039
ADDRESS-COUNTRY: GERMANY
CERTIFICATE: NO
QSO: 21035 CW 2024-06-01 1501 DF0TX/P       599 0001   UA3RBN        599 003
QSO: 21035 CW 2024-06-01 1502 DF0TX/P       599 0002   N7DR          599 002
QSO: 21035 CW 2024-06-01 1503 DF0TX/P       599 0003   ZA1RR         599 004
QSO: 21035 CW 2024-06-01 1506 DF0TX/P       599 0004   F5OZC         599 002
QSO: 21035 CW 2024-06-01 1508 DF0TX/P       599 0005   IZ4JMA        599 008
QSO: 21035 CW 2024-06-01 1510 DF0TX/P       599 0006   R6DM          599 009
QSO: 21035 CW 2024-06-01 1511 DF0TX/P       599 0007   D1CW          599 012
QSO: 21035 CW 2024-06-01 1513 DF0TX/P       599 0008   UZ7E          599 016
QSO: 21035 CW 2024-06-01 1514 DF0TX/P       599 0009   DL0EU/P       599 004
QSO: 21035 CW 2024-06-01 1517 DF0TX/P       599 0010   RA3AN         599 031
QSO: 21028 CW 2024-06-01 1523 DF0TX/P       599 0011   EA1X          599 048
QSO: 21027 CW 2024-06-01 1525 DF0TX/P       599 0012   RD0A          599 037
QSO: 21026 CW 2024-06-01 1525 DF0TX/P       599 0013   ER3R/P        599 045
QSO: 21026 CW 2024-06-01 1526 DF0TX/P       599 0014   UI7D          599 025
QSO: 21025 CW 2024-06-01 1526 DF0TX/P       599 0015   IK3UNA        599 023
QSO: 21022 CW 2024-06-01 1528 DF0TX/P       599 0016   G4ALE/P       599 027
QSO: 21022 CW 2024-06-01 1528 DF0TX/P       599 0017   RG3R          599 032
QSO: 21022 CW 2024-06-01 1531 DF0TX/P       599 0018   UT8EU         599 006
QSO: 21015 CW 2024-06-01 1534 DF0TX/P       599 0019   EI4HH/P       599 012
QSO: 21016 CW 2024-06-01 1535 DF0TX/P       599 0020   RM1T          599 045
QSO: 21017 CW 2024-06-01 1536 DF0TX/P       599 0021   LZ5R          599 075
QSO: 21030 CW 2024-06-01 1540 DF0TX/P       599 0022   R5DC/P        599 062
QSO: 21033 CW 2024-06-01 1541 DF0TX/P       599 0023   E77DX         599 057
QSO: 21035 CW 2024-06-01 1542 DF0TX/P       599 0024   DQ1V/P        599 023
QSO: 21035 CW 2024-06-01 1543 DF0TX/P       599 0025   YU/HB9EDB/P   599 063
QSO: 21036 CW 2024-06-01 1545 DF0TX/P       599 0026   LZ1VKD        599 011
QSO: 21041 CW 2024-06-01 1546 DF0TX/P       599 0027   SV8SXF/P      599 037
QSO: 21012 CW 2024-06-01 1548 DF0TX/P       599 0028   RX3QNE        599 037
QSO: 21013 CW 2024-06-01 1549 DF0TX/P       599 0029   RU1AC         599 090
QSO: 21021 CW 2024-06-01 1550 DF0TX/P       599 0030   G4GA/P        599 037
QSO: 21021 CW 2024-06-01 1552 DF0TX/P       599 0031   UA6GO         599 062
QSO: 21025 CW 2024-06-01 1553 DF0TX/P       599 0032   RW0AJ         599 055
QSO: 21035 CW 2024-06-01 1554 DF0TX/P       599 0033   RT5P          599 021
QSO: 21040 CW 2024-06-01 1555 DF0TX/P       599 0034   UA3RW         599 043
QSO: 28004 CW 2024-06-01 1556 DF0TX/P       599 0035   LZ2KSB/P      599 142
QSO: 28006 CW 2024-06-01 1557 DF0TX/P       599 0036   CX5FK         599 001
QSO: 28014 CW 2024-06-01 1559 DF0TX/P       599 0037   EA1X          599 095
QSO: 28016 CW 2024-06-01 1600 DF0TX/P       599 0038   RM1T          599 069
QSO: 28018 CW 2024-06-01 1600 DF0TX/P       599 0039   LZ5R          599 126
QSO: 21027 CW 2024-06-01 1606 DF0TX/P       599 0040   OE8TED        599 018
QSO: 21027 CW 2024-06-01 1606 DF0TX/P       599 0041   IT9RZU        599 059
QSO: 21027 CW 2024-06-01 1608 DF0TX/P       599 0042   RA3BQ         599 019
QSO: 21027 CW 2024-06-01 1609 DF0TX/P       599 0043   CT7BJG        599 065
QSO: 21027 CW 2024-06-01 1609 DF0TX/P       599 0044   I/G4BJM/P     599 039
QSO: 21027 CW 2024-06-01 1611 DF0TX/P       599 0045   R9MA          599 016
QSO: 21010 CW 2024-06-01 1614 DF0TX/P       599 0046   S51DX         599 103
QSO: 21012 CW 2024-06-01 1614 DF0TX/P       599 0047   R1CA/P        599 186
QSO: 21015 CW 2024-06-01 1616 DF0TX/P       599 0048   EA3X          599 012
QSO: 21020 CW 2024-06-01 1618 DF0TX/P       599 0049   R7AW          599 090
QSO: 21023 CW 2024-06-01 1619 DF0TX/P       599 0050   YP3X          599 046
QSO: 21025 CW 2024-06-01 1622 DF0TX/P       599 0051   E77EA         599 114
QSO: 21027 CW 2024-06-01 1624 DF0TX/P       599 0052   UA6CC         599 139
QSO: 21036 CW 2024-06-01 1625 DF0TX/P       599 0053   RF9C/P        599 121
QSO: 21038 CW 2024-06-01 1626 DF0TX/P       599 0054   LZ1ND         599 101
QSO: 21003 CW 2024-06-01 1626 DF0TX/P       599 0055   LZ2KSB/P      599 191
QSO: 21024 CW 2024-06-01 1630 DF0TX/P       599 0056   YO6EX         599 009
QSO: 21011 CW 2024-06-01 1633 DF0TX/P       599 0057   RK3AW/P       599 181
QSO: 21015 CW 2024-06-01 1634 DF0TX/P       599 0058   IZ5BBS        599 009
QSO: 21022 CW 2024-06-01 1635 DF0TX/P       599 0059   9A2EU         599 033
QSO: 28027 CW 2024-06-01 1638 DF0TX/P       599 0060   RK3LC         599 030
QSO: 28030 CW 2024-06-01 1638 DF0TX/P       599 0061   HA5N/P        599 057
QSO: 28036 CW 2024-06-01 1639 DF0TX/P       599 0062   UY5LW         599 059
QSO: 28013 CW 2024-06-01 1640 DF0TX/P       599 0063   DL9FC         599 011
QSO: 28013 CW 2024-06-01 1641 DF0TX/P       599 0064   RU1AC         599 154
QSO: 28032 CW 2024-06-01 1648 DF0TX/P       559 0065   LU4JHF        599 000
QSO: 14010 CW 2024-06-01 1651 DF0TX/P       599 0066   I/G4BJM/P     599 121
QSO: 14017 CW 2024-06-01 1653 DF0TX/P       599 0067   RU9AC         599 124
QSO: 14018 CW 2024-06-01 1653 DF0TX/P       599 0068   HB9EP/P       599 088
QSO: 14019 CW 2024-06-01 1654 DF0TX/P       599 0069   RA4HBS        599 029
QSO: 14019 CW 2024-06-01 1655 DF0TX/P       599 0070   D1CW          599 068
QSO: 14019 CW 2024-06-01 1655 DF0TX/P       599 0071   UR7MZ         599 103
QSO: 14019 CW 2024-06-01 1656 DF0TX/P       599 0072   UT8EU         599 056
QSO: 14019 CW 2024-06-01 1656 DF0TX/P       599 0073   RA7R          599 089
QSO: 14019 CW 2024-06-01 1657 DF0TX/P       599 0074   RX3QNE        599 091
QSO: 14019 CW 2024-06-01 1657 DF0TX/P       599 0075   UA3RBR        599 141
QSO: 14019 CW 2024-06-01 1658 DF0TX/P       599 0076   R3OM          599 114
QSO: 14019 CW 2024-06-01 1658 DF0TX/P       599 0077   E77DX         599 193
QSO: 14019 CW 2024-06-01 1700 DF0TX/P       599 0078   M1X           599 094
QSO: 14019 CW 2024-06-01 1701 DF0TX/P       599 0079   RU0LL         599 035
QSO: 14019 CW 2024-06-01 1702 DF0TX/P       599 0080   RV6HV         599 121
QSO: 14019 CW 2024-06-01 1702 DF0TX/P       599 0081   IQ2CJ         599 142
QSO: 14019 CW 2024-06-01 1704 DF0TX/P       599 0082   UA3R/P        599 196
