START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: OK2EA
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 519372
OPERATORS: OK2EA
NAME: Vita Stepan
CREATED-BY: N1MM Logger V13.11.0
QSO: 28001 CW 2013-11-23 1012 OK2EA         599 15     RF9C          599 17
QSO: 28004 CW 2013-11-23 1012 OK2EA         599 15     RM9RZ         599 17
QSO: 28006 CW 2013-11-23 1016 OK2EA         599 15     CN2AA         599 33
QSO: 28007 CW 2013-11-23 1016 OK2EA         599 15     RW0A          599 18
QSO: 28011 CW 2013-11-23 1017 OK2EA         599 15     OY1CT         599 14
QSO: 28018 CW 2013-11-23 1019 OK2EA         599 15     4X/UU8J       599 20
QSO: 28023 CW 2013-11-23 1019 OK2EA         599 15     4Z5LA         599 20
QSO: 28027 CW 2013-11-23 1020 OK2EA         599 15     RZ8U          599 18
QSO: 28036 CW 2013-11-23 1025 OK2EA         599 15     CR3L          599 33
QSO: 28041 CW 2013-11-23 1029 OK2EA         599 15     RA1OT         599 16
QSO: 28041 CW 2013-11-23 1030 OK2EA         599 15     RW0AB         599 18
QSO: 28048 CW 2013-11-23 1031 OK2EA         599 15     RY9C          599 17
QSO: 28060 CW 2013-11-23 1033 OK2EA         599 15     D4C           599 35
QSO: 28072 CW 2013-11-23 1034 OK2EA         599 15     4L0A          599 21
QSO: 28079 CW 2013-11-23 1035 OK2EA         599 15     R4WW          599 16
QSO: 28086 CW 2013-11-23 1039 OK2EA         599 15     VU2BGS        599 22
QSO: 28088 CW 2013-11-23 1040 OK2EA         599 15     UB0A          599 18
QSO: 28115 CW 2013-11-23 1043 OK2EA         599 15     UA1OMS        599 16
QSO: 28095 CW 2013-11-23 1047 OK2EA         599 15     SU9AF         599 34
QSO: 28091 CW 2013-11-23 1053 OK2EA         599 15     3W1T          599 26
QSO: 28084 CW 2013-11-23 1055 OK2EA         599 15     UA9XF         599 17
QSO: 28042 CW 2013-11-23 1058 OK2EA         599 15     UP2L          599 17
QSO: 28016 CW 2013-11-23 1105 OK2EA         599 15     RW4W          599 16
QSO: 28014 CW 2013-11-23 1138 OK2EA         599 15     EF5F          599 14
QSO: 28017 CW 2013-11-23 1139 OK2EA         599 15     UA4M          599 16
