START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: 9A7B
CLUB: CROATIAN CONTEST CLUB
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 39348
OPERATORS: 9A2BW 9A3ETF 9A3EMJ
NAME: RADIO CLUB VIDOVA GORA
CREATED-BY: MixW 2.19
SOAPBOX: Worked with KENWOOD TS980S  60 W ANT 41 m WIRE (FD4 )
QSO: 14076 RY 2013-09-28 0858 9A7B          599 15 DX  LX7I          599 14 DX
QSO: 14082 RY 2013-09-28 0903 9A7B          599 15 DX  ED2Y          599 14 DX
QSO: 14083 RY 2013-09-28 0905 9A7B          599 15 DX  EU6AF         599 16 DX
QSO: 14086 RY 2013-09-28 0907 9A7B          599 15 DX  PA3DHR        599 14 DX
QSO: 14087 RY 2013-09-28 1053 9A7B          599 15 DX  CR3L          599 33 DX
QSO: 21078 RY 2013-09-28 1154 9A7B          599 15 DX  ED1R          599 14 DX
QSO: 21083 RY 2013-09-28 1240 9A7B          599 15 DX  A60A          599 16 DX
QSO: 21084 RY 2013-09-28 1251 9A7B          599 15 DX  HZ1XB         599 21 DX
QSO: 21085 RY 2013-09-28 1253 9A7B          599 15 DX  4L8A          599 21 DX
QSO: 21084 RY 2013-09-28 1254 9A7B          599 15 DX  FL7CX         599 14 DX
QSO: 21085 RY 2013-09-28 1255 9A7B          599 15 DX  RC9J          599 17 DX
QSO: 21086 RY 2013-09-28 1302 9A7B          599 15 DX  RV6LCI        599 91 DX
QSO: 21087 RY 2013-09-28 1304 9A7B          599 15 DX  UA4NCI        599 16 DX
QSO: 21072 RY 2013-09-28 1320 9A7B          599 15 DX  LN5O          599 14 DX
QSO: 21074 RY 2013-09-28 1322 9A7B          599 15 DX  VA2UP         599 05 QC
QSO: 21073 RY 2013-09-28 1323 9A7B          599 15 DX  K8LF          599 05 VA
QSO: 21075 RY 2013-09-28 1326 9A7B          599 15 DX  RA4HL         599 16 DX
QSO: 21075 RY 2013-09-28 1327 9A7B          599 15 DX  UA5C          599 16 DX
QSO: 21079 RY 2013-09-28 1335 9A7B          599 15 DX  NR4M          599 05 VA
QSO: 21083 RY 2013-09-28 1343 9A7B          599 15 DX  RA6GW         599 16 DX
QSO: 21083 RY 2013-09-28 1345 9A7B          599 15 DX  EF7R          599 14 DX
QSO: 21085 RY 2013-09-28 1350 9A7B          599 15 DX  EA1BD         599 14 DX
QSO: 21088 RY 2013-09-28 1356 9A7B          599 15 DX  K1SFA         599 05 MA
QSO: 21093 RY 2013-09-28 1359 9A7B          599 15 DX  OH8A          599 15 DX
QSO: 21093 RY 2013-09-28 1400 9A7B          599 15 DX  WW4LL         599 05 GA
QSO: 21095 RY 2013-09-28 1402 9A7B          599 15 DX  GM0FGI        599 14 DX
QSO: 21097 RY 2013-09-28 1406 9A7B          599 15 DX  K4FJ          599 05 VA
QSO: 21098 RY 2013-09-28 1410 9A7B          599 15 DX  UW1M          599 16 DX
QSO: 28079 RY 2013-09-28 1411 9A7B          599 15 DX  EF8U          599 33 DX
QSO: 28089 RY 2013-09-28 1413 9A7B          599 15 DX  K3WW          599 05 PA
QSO: 28088 RY 2013-09-28 1417 9A7B          599 15 DX  N1QD          599 05 MA
QSO: 28096 RY 2013-09-28 1420 9A7B          599 15 DX  GM6NX         599 14 DX
QSO: 14075 RY 2013-09-28 1429 9A7B          599 15 DX  JH4UYB        599 25 DX
QSO: 14076 RY 2013-09-28 1434 9A7B          599 15 DX  UN7CN         599 17 DX
QSO: 14077 RY 2013-09-28 1436 9A7B          599 15 DX  SM5QU         599 14 DX
QSO: 14079 RY 2013-09-28 1439 9A7B          599 15 DX  R9UAG         599 18 DX
QSO: 14079 RY 2013-09-28 1440 9A7B          599 15 DX  EW7EW         599 16 DX
QSO: 14080 RY 2013-09-28 1443 9A7B          599 15 DX  PA7LZ         599 14 DX
QSO: 14081 RY 2013-09-28 1444 9A7B          599 15 DX  ES9C          599 15 DX
