START-OF-LOG: 3.0 
ARRL-SECTION: 
CALLSIGN: US0HZ
CATEGORY: SINGLE-OP ALL LOW CW 
CATEGORY-OVERLAY:  
CLAIMED-SCORE: 137445 
CLUB: Ukrainian Contest Club 
CONTEST: EUHFC
CREATED-BY: WT4I Contest Tools
NAME: Stan Ermachkov 
ADDRESS: Box DX 
ADDRESS: 
ADDRESS: 
ADDRESS: 
OPERATORS: US0HZ 
SOAPBOX: 
SOAPBOX: 
SOAPBOX: 
SOAPBOX: 
SOAPBOX: 
SOAPBOX: 
QSO: 14000 CW 2010-08-07 1200 US0HZ         599 73     OH6M          599 90     
QSO: 14000 CW 2010-08-07 1201 US0HZ         599 73     HA2MN         599 69     
QSO: 14000 CW 2010-08-07 1202 US0HZ         599 73     DL3DTH        599 81     
QSO: 14000 CW 2010-08-07 1203 US0HZ         599 73     RA1AL         599 89     
QSO: 14000 CW 2010-08-07 1203 US0HZ         599 73     RN3T          599 66     
QSO: 14000 CW 2010-08-07 1204 US0HZ         599 73     YL8M          599 85     
QSO: 14000 CW 2010-08-07 1204 US0HZ         599 73     OK6Y          599 83     
QSO: 14000 CW 2010-08-07 1206 US0HZ         599 73     RU3UR         599 79     
QSO: 14000 CW 2010-08-07 1207 US0HZ         599 73     RA1AIP        599 98     
QSO: 14000 CW 2010-08-07 1208 US0HZ         599 73     RT4F          599 86     
QSO: 14000 CW 2010-08-07 1210 US0HZ         599 73     RW4PY         599 84     
QSO: 14000 CW 2010-08-07 1211 US0HZ         599 73     OL3Z          599 83     
QSO: 14000 CW 2010-08-07 1211 US0HZ         599 73     S52OP         599 81     
QSO: 14000 CW 2010-08-07 1212 US0HZ         599 73     UA3RC         599 69     
QSO: 14000 CW 2010-08-07 1213 US0HZ         599 73     RU3SE         599 83     
QSO: 14000 CW 2010-08-07 1214 US0HZ         599 73     OK2MBP        599 95     
QSO: 14000 CW 2010-08-07 1214 US0HZ         599 73     S58Q          599 69     
QSO: 14000 CW 2010-08-07 1215 US0HZ         599 73     RA3FD         599 89     
QSO: 14000 CW 2010-08-07 1215 US0HZ         599 73     YT2AAA        599 7      
QSO: 14000 CW 2010-08-07 1216 US0HZ         599 73     R2RA          599 73     
QSO: 14000 CW 2010-08-07 1216 US0HZ         599 73     OL6P          599 80     
QSO: 14000 CW 2010-08-07 1217 US0HZ         599 73     UA4LL         599 84     
QSO: 14000 CW 2010-08-07 1217 US0HZ         599 73     SM0BSB        599 71     
QSO: 14000 CW 2010-08-07 1217 US0HZ         599 73     DK9MH         599 75     
QSO: 14000 CW 2010-08-07 1219 US0HZ         599 73     RU4YES        599 76     
QSO: 14000 CW 2010-08-07 1220 US0HZ         599 73     S54X          599 82     
QSO: 14000 CW 2010-08-07 1220 US0HZ         599 73     DL5YM         599 71     
QSO: 14000 CW 2010-08-07 1221 US0HZ         599 73     YU1KX         599 76     
QSO: 14000 CW 2010-08-07 1222 US0HZ         599 73     UA4CCG        599 73     
QSO: 14000 CW 2010-08-07 1222 US0HZ         599 73     SK3A          599 50     
QSO: 14000 CW 2010-08-07 1223 US0HZ         599 73     DJ2QV         599 88     
QSO: 14000 CW 2010-08-07 1223 US0HZ         599 73     E77R          599 86     
QSO: 14000 CW 2010-08-07 1223 US0HZ         599 73     RA3TT         599 65     
QSO: 14000 CW 2010-08-07 1225 US0HZ         599 73     RA4WC         599 82     
QSO: 14000 CW 2010-08-07 1226 US0HZ         599 73     UR4IZ         599 76     
QSO: 14000 CW 2010-08-07 1226 US0HZ         599 73     DL1NEO        599 93     
QSO: 14000 CW 2010-08-07 1229 US0HZ         599 73     OH8DR         599 91     
QSO: 14000 CW 2010-08-07 1230 US0HZ         599 73     SA1A          599 89     
QSO: 14000 CW 2010-08-07 1231 US0HZ         599 73     J28AA         599 77     
QSO: 14000 CW 2010-08-07 1232 US0HZ         599 73     DJ7EC         599 0      
QSO: 14000 CW 2010-08-07 1233 US0HZ         599 73     S56M          599 80     
