START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Unofficial results - VHFManager
CALLSIGN: IK4ZHH
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2017-08-06 0700 IK4ZHH        59  1 JN63BW   S53DKR        59  1 JN66XE  
QSO: 144300 PH 2017-08-06 0701 IK4ZHH        59  2 JN63BW   IV3XPP/IV3    59  1 JN66QE  
QSO: 144300 PH 2017-08-06 0702 IK4ZHH        59  3 JN63BW   IK4VFB        59  2 JN54AS  
QSO: 144300 PH 2017-08-06 0703 IK4ZHH        59  4 JN63BW   9A5G          59  5 JN75GK  
QSO: 144300 PH 2017-08-06 0703 IK4ZHH        59  5 JN63BW   IW3HXR        59  3 JN55QR  
QSO: 144300 PH 2017-08-06 0704 IK4ZHH        59  6 JN63BW   IK3XTY        59  1 JN55LP  
QSO: 144300 PH 2017-08-06 0705 IK4ZHH        59  7 JN63BW   IV3CWI        59  2 JN66OC  
QSO: 144300 PH 2017-08-06 0705 IK4ZHH        59  8 JN63BW   I4EWH         59  3 JN64CJ  
QSO: 144300 PH 2017-08-06 0705 IK4ZHH        59  9 JN63BW   9A2KO         59  3 JN75IE  
QSO: 144300 PH 2017-08-06 0706 IK4ZHH        59  10 JN63BW  IK3XTT        59  1 JN55LK  
QSO: 144300 PH 2017-08-06 0707 IK4ZHH        59  11 JN63BW  IZ3NOC        59  4 JN55VC  
QSO: 144300 PH 2017-08-06 0707 IK4ZHH        59  12 JN63BW  S52IT         59  3 JN76AA  
QSO: 144300 PH 2017-08-06 0708 IK4ZHH        59  13 JN63BW  I4CVC/7       59  1 JN71SU  
QSO: 144300 PH 2017-08-06 0708 IK4ZHH        59  14 JN63BW  I3PVB         59  4 JN65DN  
QSO: 144300 PH 2017-08-06 0709 IK4ZHH        59  15 JN63BW  9A1CBM        59  2 JN83FM  
QSO: 144300 PH 2017-08-06 0710 IK4ZHH        59  16 JN63BW  IZ3LCP        59  3 JN65EN  
QSO: 144300 PH 2017-08-06 0714 IK4ZHH        59  17 JN63BW  DR2X          59  10 JO40QL 
QSO: 144300 PH 2017-08-06 0715 IK4ZHH        59  18 JN63BW  IZ3NWP        59  10 JN55RL 
