START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: VE3MCF
LOCATION: ONE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
OPERATORS: VE3MCF
CREATED-BY: N1MM LOGGER+ 1.0.10300.0
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: FN04OI
QSO: 14075 DG 2024-06-02 1841 VE3MCF FN04 K4TMR EM62
QSO: 14074 DG 2024-06-02 1849 VE3MCF FN04 WM4Q EM65
QSO: 14076 DG 2024-06-02 1853 VE3MCF FN04 N4OTB EM64
QSO: 14075 DG 2024-06-02 1855 VE3MCF FN04 KI4TAS EM75
QSO: 14075 DG 2024-06-02 1858 VE3MCF FN04 KE4PMP EM82
QSO: 14074 DG 2024-06-02 1902 VE3MCF FN04 KI4MNR EM82
QSO: 14074 DG 2024-06-02 1905 VE3MCF FN04 WK5I EM10
QSO: 14076 DG 2024-06-02 1913 VE3MCF FN04 W4JNM EM93
QSO: 14076 DG 2024-06-02 1915 VE3MCF FN04 KR4YON EM92
QSO: 14076 DG 2024-06-02 1920 VE3MCF FN04 W4AWJ EM76
QSO: 14076 DG 2024-06-02 1923 VE3MCF FN04 W4LJT EM73
QSO: 14075 DG 2024-06-02 1924 VE3MCF FN04 N0UR EN33
QSO: 14075 DG 2024-06-02 1927 VE3MCF FN04 KO4O EM64
QSO: 14076 DG 2024-06-02 1930 VE3MCF FN04 AD0AA EN34
QSO: 14076 DG 2024-06-02 1934 VE3MCF FN04 KC5SM EM45
QSO: 14081 DG 2024-06-02 1938 VE3MCF FN04 W1RPG EM84
QSO: 21075 DG 2024-06-02 1949 VE3MCF FN04 N7NHS DN36
QSO: 21075 DG 2024-06-02 1951 VE3MCF FN04 W5XO EM10
QSO: 21076 DG 2024-06-02 1954 VE3MCF FN04 CO7MTL FL11
QSO: 21076 DG 2024-06-02 2011 VE3MCF FN04 PE1C JO32
QSO: 14075 DG 2024-06-02 2032 VE3MCF FN04 W4ORS EM64
QSO: 14075 DG 2024-06-02 2034 VE3MCF FN04 AI5PP EM54
QSO: 14076 DG 2024-06-02 2037 VE3MCF FN04 K8VGL EM69
QSO: 14076 DG 2024-06-02 2039 VE3MCF FN04 W3WON EM51
QSO: 14076 DG 2024-06-02 2049 VE3MCF FN04 K5VV EM40
QSO: 14076 DG 2024-06-02 2053 VE3MCF FN04 W4MAA EM84
QSO: 14076 DG 2024-06-02 2056 VE3MCF FN04 W6UB EM75
QSO: 14076 DG 2024-06-02 2114 VE3MCF FN04 KW4EVR EM73
QSO: 14076 DG 2024-06-02 2134 VE3MCF FN04 K1MCO EL98
QSO: 7076 DG 2024-06-02 2241 VE3MCF FN04 KC3IRG FN00
QSO: 7075 DG 2024-06-02 2245 VE3MCF FN04 KD2SER FN12
QSO: 7075 DG 2024-06-02 2252 VE3MCF FN04 KE2CXR FN12
QSO: 14076 DG 2024-06-02 2303 VE3MCF FN04 W1KJL FN42
QSO: 14076 DG 2024-06-02 2307 VE3MCF FN04 KQ4RLN EM64
QSO: 14076 DG 2024-06-02 2312 VE3MCF FN04 AB4PS EM94
QSO: 21076 DG 2024-06-02 2327 VE3MCF FN04 KJ7AKV CN88
QSO: 21076 DG 2024-06-02 2328 VE3MCF FN04 KC2NJ FN20
QSO: 7076 DG 2024-06-02 2338 VE3MCF FN04 W3KWH EN90
QSO: 7076 DG 2024-06-02 2341 VE3MCF FN04 AC2BI FM19
QSO: 7076 DG 2024-06-02 2342 VE3MCF FN04 AB9CA EM79
QSO: 7076 DG 2024-06-02 2344 VE3MCF FN04 KV4P FM06
QSO: 7076 DG 2024-06-02 2345 VE3MCF FN04 AD2CM FM28
QSO: 7075 DG 2024-06-02 2351 VE3MCF FN04 N8RAF EN90
END-OF-LOG:
