START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2013
CALLSIGN: OM8FR
OPERATORS: OM8FR
CATEGORY: SINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 40M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21030 CW 2013-11-09 1212 OM8FR         599 KEZ        UA4RW         599 013       
QSO: 21030 CW 2013-11-09 1213 OM8FR         599 KEZ        RW9QA         599 008       
QSO: 21030 CW 2013-11-09 1214 OM8FR         599 KEZ        UA3QAM        599 016       
QSO: 21030 CW 2013-11-09 1214 OM8FR         599 KEZ        RA9AP         599 016       
QSO: 21030 CW 2013-11-09 1215 OM8FR         599 KEZ        UA6HLP        599 006       
QSO: 21030 CW 2013-11-09 1216 OM8FR         599 KEZ        RU4SS         599 019       
QSO: 21030 CW 2013-11-09 1216 OM8FR         599 KEZ        RT9A          599 028       
QSO: 21015 CW 2013-11-09 1218 OM8FR         599 KEZ        R0AA          599 004       
QSO: 21046 CW 2013-11-09 1221 OM8FR         599 KEZ        F1AKK         599 018       
QSO: 21046 CW 2013-11-09 1222 OM8FR         599 KEZ        G3P           599 014       
QSO: 21046 CW 2013-11-09 1222 OM8FR         599 KEZ        K3ZO          599 017       
QSO: 21055 CW 2013-11-09 1227 OM8FR         599 KEZ        R1AVK         599 015       
QSO: 21055 CW 2013-11-09 1229 OM8FR         599 KEZ        N4BP          599 031       
QSO: 21055 CW 2013-11-09 1229 OM8FR         599 KEZ        RA3NC         599 023       
QSO: 21055 CW 2013-11-09 1230 OM8FR         599 KEZ        VE9ML         599 010       
QSO: 21055 CW 2013-11-09 1231 OM8FR         599 KEZ        RA5AD         599 031       
QSO: 21055 CW 2013-11-09 1232 OM8FR         599 KEZ        R7MM          599 042       
QSO: 21055 CW 2013-11-09 1233 OM8FR         599 KEZ        RZ9OF         599 015       
QSO: 21055 CW 2013-11-09 1234 OM8FR         599 KEZ        UR7MZ         599 023       
QSO: 21037 CW 2013-11-09 1240 OM8FR         599 KEZ        M0BKB         599 012       
QSO: 21037 CW 2013-11-09 1241 OM8FR         599 KEZ        RA6CA         599 026       
QSO: 21037 CW 2013-11-09 1241 OM8FR         599 KEZ        GM4SID        599 032       
QSO: 21037 CW 2013-11-09 1242 OM8FR         599 KEZ        RA1TA         599 032       
QSO: 21037 CW 2013-11-09 1243 OM8FR         599 KEZ        UA4HBM        599 023       
QSO: 21037 CW 2013-11-09 1245 OM8FR         599 KEZ        RA9YUI        599 016       
QSO: 21045 CW 2013-11-09 1249 OM8FR         599 KEZ        RD3ARU        599 004       
