START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: K8AB
CLAIMED-SCORE: 113828
OPERATORS: K8AB
CLUB: wEST PARK RADIOPS
NAME: Richard Naumann
CREATED-BY: Exported by LOGic Cabrillo Export version 1.1
CREATED-BY: LOGic CONTEST ID CQWW.  Log form CQWW
CREATED-BY: Exported on 2006-12-03. 236 records exported.
CREATED-BY: Contact LOGic authors for technical questions at http://hosenose.com or 770-307-1496
CREATED-BY: Cabrillo format: Other
LOCATION: OH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO:  7000 CW 2006-11-25 0038 K8AB          599 04     PJ4A          599 9
QSO:  7000 CW 2006-11-25 0103 K8AB          599 04     N7DD          599 3
QSO:  7000 CW 2006-11-25 0111 K8AB          599 04     N4QI          599 5
QSO:  7000 CW 2006-11-25 0133 K8AB          599 04     V31XX         599 7
QSO:  7000 CW 2006-11-25 0137 K8AB          599 04     P40T          599 9
QSO:  7000 CW 2006-11-25 0141 K8AB          599 04     KP3Z          599 8
QSO:  7000 CW 2006-11-25 0149 K8AB          599 04     K5GO          599 4
QSO:  7000 CW 2006-11-25 0156 K8AB          599 04     K0RU          599 4
QSO:  7000 CW 2006-11-25 0204 K8AB          599 04     C6ATA         599 8
QSO:  7000 CW 2006-11-25 0217 K8AB          599 04     C6ART         599 8
QSO:  7000 CW 2006-11-25 0227 K8AB          599 04     VP2VVV        599 8
QSO:  7000 CW 2006-11-25 0234 K8AB          599 04     XE1NW         599 6
QSO:  7000 CW 2006-11-25 0238 K8AB          599 04     PJ2T          599 9
QSO:  7000 CW 2006-11-25 0244 K8AB          599 04     V26K          599 8
QSO:  7000 CW 2006-11-25 0252 K8AB          599 04     WK2G          599 5
QSO:  7000 CW 2006-11-25 0255 K8AB          599 04     XE1NTT/2      599 6
QSO:  7000 CW 2006-11-25 0256 K8AB          599 04     HC8N          599 10
QSO:  7000 CW 2006-11-25 0300 K8AB          599 04     CO8LY         599 8
QSO:  7000 CW 2006-11-25 0304 K8AB          599 04     TI5I          599 7
QSO:  7000 CW 2006-11-25 0319 K8AB          599 04     XE1MM         599 6
QSO:  7000 CW 2006-11-25 0323 K8AB          599 04     CO8ZZ         599 8
QSO:  7000 CW 2006-11-25 0403 K8AB          599 04     T40C          599 8
QSO:  7000 CW 2006-11-25 0409 K8AB          599 04     KX7M          599 3
QSO:  7000 CW 2006-11-25 0425 K8AB          599 04     EA8EW         599 33
QSO:  7000 CW 2006-11-25 0458 K8AB          599 04     N2YO          599 5
QSO:  7000 CW 2006-11-25 0506 K8AB          599 04     6Y3R          599 8
QSO:  7000 CW 2006-11-25 0508 K8AB          599 04     TI5N          599 7
QSO:  7000 CW 2006-11-25 0550 K8AB          599 04     ZF1A          599 8
QSO:  3500 CW 2006-11-25 0554 K8AB          599 04     C6ART         599 8
QSO:  3500 CW 2006-11-25 0558 K8AB          599 04     V26K          599 8
QSO:  3500 CW 2006-11-25 0602 K8AB          599 04     V47NT         599 8
QSO:  3500 CW 2006-11-25 0610 K8AB          599 04     PZ5ZY         599 9
QSO:  3500 CW 2006-11-25 0617 K8AB          599 04     VP5W          599 8
QSO:  3500 CW 2006-11-25 0620 K8AB          599 04     HC8N          599 10
QSO:  3500 CW 2006-11-25 0628 K8AB          599 04     G5W           599 14
QSO:  3500 CW 2006-11-25 0636 K8AB          599 04     9Y4AA         599 9
QSO:  3500 CW 2006-11-25 0649 K8AB          599 04     HK0GU         599 7
QSO:  1800 CW 2006-11-25 0702 K8AB          599 04     W2PV          599 5
QSO:  1800 CW 2006-11-25 0717 K8AB          599 04     VA7ST         599 3
QSO:  1800 CW 2006-11-25 0719 K8AB          599 04     K5GO          599 4
QSO:  1800 CW 2006-11-25 0735 K8AB          599 04     KV4FZ         599 8
QSO:  1800 CW 2006-11-25 0744 K8AB          599 04     KU1CW         599 4
QSO:  1800 CW 2006-11-25 0749 K8AB          599 04     VO1AAM        599 5
QSO:  1800 CW 2006-11-25 0755 K8AB          599 04     VE6HV         599 4
QSO:  1800 CW 2006-11-25 0758 K8AB          599 04     W3LPL         599 5
QSO:  1800 CW 2006-11-25 0806 K8AB          599 04     N4PN          599 5
QSO:  1800 CW 2006-11-25 0813 K8AB          599 04     NQ4I          599 5
QSO:  1800 CW 2006-11-25 0816 K8AB          599 04     VE3KF         599 4
QSO:  1800 CW 2006-11-25 0821 K8AB          599 04     K4PI          599 5
QSO: 21000 CW 2006-11-25 1523 K8AB          599 04     F5ROP         599 14
QSO: 21000 CW 2006-11-25 1525 K8AB          599 04     G6PZ          599 14
QSO: 21000 CW 2006-11-25 1532 K8AB          599 04     IZ5EKV        599 15
QSO: 21000 CW 2006-11-25 1536 K8AB          599 04     TK5EP         599 15
QSO: 21000 CW 2006-11-25 1554 K8AB          599 04     F5NBX         599 14
QSO: 21000 CW 2006-11-25 1556 K8AB          599 04     DR0X          599 14
QSO: 21000 CW 2006-11-25 1559 K8AB          599 04     VE1OP         599 5
QSO: 21000 CW 2006-11-25 1601 K8AB          599 04     K5TR          599 4
QSO: 21000 CW 2006-11-25 1611 K8AB          599 04     3V6T          599 33
QSO: 21000 CW 2006-11-25 1617 K8AB          599 04     EA2BI         599 14
QSO: 21000 CW 2006-11-25 1635 K8AB          599 04     T40C          599 8
QSO: 21000 CW 2006-11-25 1643 K8AB          599 04     HD2A          599 10
QSO: 21000 CW 2006-11-25 1645 K8AB          599 04     LX7I          599 14
QSO: 21000 CW 2006-11-25 1648 K8AB          599 04     OE4A          599 15
QSO: 21000 CW 2006-11-25 1651 K8AB          599 04     IR2M          599 15
QSO: 21000 CW 2006-11-25 1653 K8AB          599 04     S50R          599 15
QSO: 21000 CW 2006-11-25 1654 K8AB          599 04     TM2Y          599 14
QSO: 21000 CW 2006-11-25 1659 K8AB          599 04     EA8EW         599 33
QSO: 21000 CW 2006-11-25 1700 K8AB          599 04     OM8A          599 15
QSO: 21000 CW 2006-11-25 1712 K8AB          599 04     CU2A          599 14
QSO: 21000 CW 2006-11-25 1717 K8AB          599 04     LU4DX         599 13
QSO: 21000 CW 2006-11-25 1725 K8AB          599 04     EA1EOR        599 14
QSO: 21000 CW 2006-11-25 1729 K8AB          599 04     TZ5A          599 35
QSO: 21000 CW 2006-11-25 1752 K8AB          599 04     EA8MQ         599 33
QSO: 21000 CW 2006-11-25 1754 K8AB          599 04     S58A          599 15
QSO: 21000 CW 2006-11-25 1758 K8AB          599 04     KP3Z          599 8
QSO: 21000 CW 2006-11-25 1801 K8AB          599 04     ZY7C          599 11
QSO: 21000 CW 2006-11-25 1807 K8AB          599 04     KP4US         599 8
QSO: 21000 CW 2006-11-25 1810 K8AB          599 04     KH6/W6PH      599 31
QSO: 21000 CW 2006-11-25 1812 K8AB          599 04     VE5UF         599 4
QSO: 21000 CW 2006-11-25 1817 K8AB          599 04     CE4CT         599 12
QSO: 21000 CW 2006-11-25 1826 K8AB          599 04     H7A           599 7
QSO: 21000 CW 2006-11-25 1830 K8AB          599 04     PJ2T          599 9
QSO: 21000 CW 2006-11-25 1834 K8AB          599 04     YV1/W5ALT     599 9
QSO: 21000 CW 2006-11-25 1842 K8AB          599 04     ZW5B          599 11
QSO: 21000 CW 2006-11-25 1848 K8AB          599 04     3G1X          599 12
QSO: 21000 CW 2006-11-25 1853 K8AB          599 04     XE1UN         599 6
QSO: 21000 CW 2006-11-25 1902 K8AB          599 04     LR2F          599 13
QSO: 21000 CW 2006-11-25 1905 K8AB          599 04     PS2T          599 11
QSO: 21000 CW 2006-11-25 1945 K8AB          599 04     E51YAQ        599 STX:89
QSO: 21000 CW 2006-11-25 1950 K8AB          599 04     TI5N          599 7
QSO: 21000 CW 2006-11-25 1953 K8AB          599 04     L99K          599 13
QSO: 14000 CW 2006-11-25 2002 K8AB          599 04     NR4M          599 5
QSO: 14000 CW 2006-11-25 2006 K8AB          599 04     VC3E          599 4
QSO: 14000 CW 2006-11-25 2011 K8AB          599 04     ZY7C          599 11
QSO: 14000 CW 2006-11-25 2014 K8AB          599 04     K5GO          599 4
QSO: 14000 CW 2006-11-25 2016 K8AB          599 04     VE1OP         599 5
QSO: 14000 CW 2006-11-25 2018 K8AB          599 04     VP2VVV        599 8
QSO: 14000 CW 2006-11-25 2020 K8AB          599 04     PJ4A          599 9
QSO: 14000 CW 2006-11-25 2023 K8AB          599 04     J79EP         599 8
QSO: 14000 CW 2006-11-25 2024 K8AB          599 04     HC8N          599 10
QSO: 14000 CW 2006-11-25 2024 K8AB          599 04     VP5W          599 8
QSO: 14000 CW 2006-11-25 2047 K8AB          599 04     VE3KZ         599 4
QSO: 14000 CW 2006-11-25 2102 K8AB          599 04     C6ART         599 8
QSO: 14000 CW 2006-11-25 2107 K8AB          599 04     WP3F          599 8
QSO: 14000 CW 2006-11-25 2108 K8AB          599 04     P40W          599 9
QSO: 14000 CW 2006-11-25 2110 K8AB          599 04     VE5ZX         599 4
QSO: 14000 CW 2006-11-25 2112 K8AB          599 04     PJ2T          599 9
QSO: 14000 CW 2006-11-25 2113 K8AB          599 04     CU2A          599 14
QSO: 14000 CW 2006-11-25 2126 K8AB          599 04     J79Z          599 8
QSO: 14000 CW 2006-11-25 2128 K8AB          599 04     9Y4AA         599 9
QSO: 14000 CW 2006-11-25 2136 K8AB          599 04     5Z1A          599 37
QSO: 14000 CW 2006-11-25 2141 K8AB          599 04     JF1SQC        599 25
QSO: 14000 CW 2006-11-25 2143 K8AB          599 04     KH6/W6PH      599 31
QSO: 14000 CW 2006-11-25 2145 K8AB          599 04     JA3YBK        599 25
QSO: 14000 CW 2006-11-25 2146 K8AB          599 04     LU8YE         599 13
QSO: 14000 CW 2006-11-25 2218 K8AB          599 04     VE6JY         599 4
QSO: 14000 CW 2006-11-25 2220 K8AB          599 04     V31XX         599 7
QSO: 14000 CW 2006-11-25 2231 K8AB          599 04     8P5A          599 8
QSO: 14000 CW 2006-11-25 2356 K8AB          599 04     ZY1A          599 11
QSO: 14000 CW 2006-11-25 2359 K8AB          599 04     JH4UYB        599 25
QSO: 14000 CW 2006-11-26 0003 K8AB          599 04     JA6ZPR        599 25
QSO: 14000 CW 2006-11-26 0008 K8AB          599 04     VE6EPK        599 4
QSO: 14000 CW 2006-11-26 0036 K8AB          599 04     IY4W          599 15
QSO:  7000 CW 2006-11-26 0040 K8AB          599 04     WP3F          599 8
QSO:  7000 CW 2006-11-26 0043 K8AB          599 04     VE3RM         599 4
QSO:  7000 CW 2006-11-26 0046 K8AB          599 04     IS0N          599 15
QSO:  7000 CW 2006-11-26 0051 K8AB          599 04     G0IVZ         599 14
QSO:  7000 CW 2006-11-26 0103 K8AB          599 04     YU1L          599 15
QSO:  7000 CW 2006-11-26 0116 K8AB          599 04     9A7A          599 15
QSO:  7000 CW 2006-11-26 0118 K8AB          599 04     DF0HK         599 14
QSO:  7000 CW 2006-11-26 0122 K8AB          599 04     S58A          599 15
QSO:  7000 CW 2006-11-26 0133 K8AB          599 04     OM8A          599 15
QSO:  7000 CW 2006-11-26 0157 K8AB          599 04     HG5A          599 15
QSO:  7000 CW 2006-11-26 0215 K8AB          599 04     SP8BRQ        599 15
QSO:  7000 CW 2006-11-26 0233 K8AB          599 04     F6ARC         599 14
QSO:  7000 CW 2006-11-26 0250 K8AB          599 04     IR4X          599 15
QSO:  7000 CW 2006-11-26 0304 K8AB          599 04     5A7A          599 34
QSO:  7000 CW 2006-11-26 0308 K8AB          599 04     VP5W          599 8
QSO:  7000 CW 2006-11-26 0343 K8AB          599 04     CN2R          599 33
QSO:  7000 CW 2006-11-26 0345 K8AB          599 04     9Y4AA         599 9
QSO:  7000 CW 2006-11-26 0400 K8AB          599 04     ZY7C          599 11
QSO:  7000 CW 2006-11-26 0440 K8AB          599 04     LY7F          599 15
QSO:  7000 CW 2006-11-26 0444 K8AB          599 04     XE1NW         599 6
QSO:  1800 CW 2006-11-26 0508 K8AB          599 04     VE3PN         599 4
QSO:  1800 CW 2006-11-26 0513 K8AB          599 04     K4UJ          599 5
QSO:  1800 CW 2006-11-26 0514 K8AB          599 04     K3BU          599 5
QSO:  3500 CW 2006-11-26 0538 K8AB          599 04     VE3MIS        599 4
QSO: 14000 CW 2006-11-26 1436 K8AB          599 04     SP8IMG        599 15
QSO: 14000 CW 2006-11-26 1444 K8AB          599 04     OK3R          599 15
QSO: 14000 CW 2006-11-26 1450 K8AB          599 04     DP9A          599 14
QSO: 14000 CW 2006-11-26 1456 K8AB          599 04     CT9L          599 33
QSO: 14000 CW 2006-11-26 1501 K8AB          599 04     TO5X          599 14
QSO: 14000 CW 2006-11-26 1502 K8AB          599 04     HI3A          599 8
QSO: 14000 CW 2006-11-26 1504 K8AB          599 04     LZ9W          599 20
QSO: 14000 CW 2006-11-26 1506 K8AB          599 04     IZ3DBA        599 15
QSO: 14000 CW 2006-11-26 1508 K8AB          599 04     DL2DX         599 14
QSO: 14000 CW 2006-11-26 1516 K8AB          599 04     S57AL         599 15
QSO: 14000 CW 2006-11-26 1518 K8AB          599 04     T93Y          599 15
QSO: 14000 CW 2006-11-26 1523 K8AB          599 04     CS7A          599 14
QSO: 14000 CW 2006-11-26 1524 K8AB          599 04     YT5A          599 15
QSO: 14000 CW 2006-11-26 1528 K8AB          599 04     GM3W          599 14
QSO: 14000 CW 2006-11-26 1531 K8AB          599 04     PA4A          599 14
QSO: 14000 CW 2006-11-26 1540 K8AB          599 04     PA5A          599 14
QSO: 14000 CW 2006-11-26 1542 K8AB          599 04     MZ5A          599 14
QSO: 14000 CW 2006-11-26 1552 K8AB          599 04     HB9IQB        599 14
QSO: 14000 CW 2006-11-26 1629 K8AB          599 04     3V6T          599 33
QSO: 14000 CW 2006-11-26 1630 K8AB          599 04     YU2A          599 15
QSO: 14000 CW 2006-11-26 1631 K8AB          599 04     DQ4W          599 14
QSO: 14000 CW 2006-11-26 1632 K8AB          599 04     C6AKS         599 8
QSO: 14000 CW 2006-11-26 1638 K8AB          599 04     YT5G          599 15
QSO: 14000 CW 2006-11-26 1709 K8AB          599 04     5A7A          599 34
QSO: 14000 CW 2006-11-26 1716 K8AB          599 04     RK2FWA        599 15
