START-OF-LOG: 3.0
ARRL-SECTION:
CONTEST: CQ-WW-CW
CALLSIGN: SM6PPS
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: QRP
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 23712
OPERATORS: SM6PPS
CLUB:
NAME: Göran Sandin
SOAPBOX: 5 watt or less were used for all QSO's
SOAPBOX: Actual frequency not 100% correct for all QSOs, band should be right
SOAPBOX: (I hope), had problem with rig interface a few times.
CREATED-BY: Exported by LOGic version 8.0.104. LOGic Cabrillo Export version 1.2.
CREATED-BY: LOGic CONTEST ID CQWW.  Log form CQWW.
CREATED-BY: Exported on 2012-11-28. 207 records exported.
CREATED-BY: Contact LOGic authors for technical questions at http://hosenose.com or 770-307-1496
CREATED-BY: Cabrillo format: Other
CREATED-BY:
CREATED-BY:                   --------info sent------- -------info rcvd--------
CREATED-BY: mo date       time call          rst exch   call          rst exch   t
CREATED-BY: 1111111122222222223333333333444444444455555555556666666666777777777788
CREATED-BY: 2345678901234567890123456789012345678901234567890123456789012345678901
QSO:  7053 CW 2012-11-24 0732 SM6PPS        599 14     LY2W          599 15
QSO: 14001 CW 2012-11-24 0752 SM6PPS        599 14     YT1A          599 15
QSO: 14002 CW 2012-11-24 0754 SM6PPS        599 14     UW5U          599 16
QSO: 14008 CW 2012-11-24 0757 SM6PPS        599 14     RT1O          599 16
QSO: 14013 CW 2012-11-24 0759 SM6PPS        599 14     YT4W          599 15
QSO: 14016 CW 2012-11-24 0801 SM6PPS        599 14     IK1RIM        599 15
QSO: 14023 CW 2012-11-24 0804 SM6PPS        599 14     EA2EA         599 14
QSO: 14033 CW 2012-11-24 0808 SM6PPS        599 14     YT0A          599 15
QSO: 14035 CW 2012-11-24 0809 SM6PPS        599 14     II1A          599 15
QSO: 14036 CW 2012-11-24 0810 SM6PPS        599 14     LZ3ZZ         599 20
QSO: 14040 CW 2012-11-24 0814 SM6PPS        599 14     9A1A          599 15
QSO: 14042 CW 2012-11-24 0816 SM6PPS        599 14     S57DX         599 15
QSO: 14043 CW 2012-11-24 0817 SM6PPS        599 14     RA3UAG        599 16
QSO: 14046 CW 2012-11-24 0818 SM6PPS        599 14     S55Z          599 15
QSO: 14046 CW 2012-11-24 0819 SM6PPS        599 14     LZ4RR         599 20
QSO: 14050 CW 2012-11-24 0820 SM6PPS        599 14     ED5O          599 14
QSO: 14051 CW 2012-11-24 0821 SM6PPS        599 14     RL3A          599 16
QSO: 14056 CW 2012-11-24 0823 SM6PPS        599 14     YT3A          599 15
QSO: 14061 CW 2012-11-24 0825 SM6PPS        599 14     9A4U          599 15
QSO: 14008 CW 2012-11-24 0826 SM6PPS        599 14     EW8EW         599 16
QSO: 14065 CW 2012-11-24 0827 SM6PPS        599 14     RM5A          599 16
QSO: 14068 CW 2012-11-24 0828 SM6PPS        599 14     UX7U          599 16
QSO: 14073 CW 2012-11-24 0829 SM6PPS        599 14     EA6FO         599 14
QSO: 14075 CW 2012-11-24 0830 SM6PPS        599 14     EA7TG         599 14
QSO: 14085 CW 2012-11-24 0833 SM6PPS        599 14     RV6YB         599 16
QSO: 14087 CW 2012-11-24 0835 SM6PPS        599 14     FY5FY         599 09
QSO: 21015 CW 2012-11-24 0849 SM6PPS        599 14     RT6A          599 16
QSO: 21019 CW 2012-11-24 0852 SM6PPS        599 14     IK8TEO        599 15
QSO: 21021 CW 2012-11-24 0854 SM6PPS        599 14     UT2G          599 16
QSO: 21026 CW 2012-11-24 0857 SM6PPS        599 14     UX3HA         599 16
QSO: 21044 CW 2012-11-24 0906 SM6PPS        599 14     TK5EP         599 15
QSO: 21046 CW 2012-11-24 0907 SM6PPS        599 14     9A5D          599 15
QSO: 21048 CW 2012-11-24 0908 SM6PPS        599 14     RN3QO         599 16
QSO: 21050 CW 2012-11-24 0909 SM6PPS        599 14     ER4A          599 16
QSO: 21060 CW 2012-11-24 0913 SM6PPS        599 14     UA9LAO/4      599 16
QSO: 28011 CW 2012-11-24 0917 SM6PPS        599 14     R7AW          599 16
QSO: 28024 CW 2012-11-24 0920 SM6PPS        599 14     RA7A          599 16
QSO: 28030 CW 2012-11-24 0923 SM6PPS        599 14     UA4M          599 16
QSO: 28056 CW 2012-11-24 0930 SM6PPS        599 14     EC7CW         599 14
QSO: 28069 CW 2012-11-24 0935 SM6PPS        599 14     EA5AFP        599 14
QSO:  7003 CW 2012-11-24 0938 SM6PPS        599 14     DF0HQ         599 14
QSO:  7027 CW 2012-11-24 0942 SM6PPS        599 14     LA9TJA        599 14
