START-OF-LOG: 3.0
CALLSIGN: VE6EX
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 1041352
CLUB: ALBERTA CLIPPERS
NAME: Dan M Lazar
OPERATORS: VE6EX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 28000 CW 2012-11-24 0001 VE6EX         599 04     JH1MDJ        599 25
QSO: 28000 CW 2012-11-24 0003 VE6EX         599 04     W6AEA         599 03
QSO: 21000 CW 2012-11-24 0018 VE6EX         599 04     XE2s          599 06
QSO: 21000 CW 2012-11-24 0022 VE6EX         599 04     KL7SB         599 01
QSO: 21000 CW 2012-11-24 0023 VE6EX         599 04     JE1ZWT        599 25
QSO: 21000 CW 2012-11-24 0026 VE6EX         599 04     CX8BR         599 13
QSO: 21000 CW 2012-11-24 0029 VE6EX         599 04     JA1LZR        599 25
QSO: 21000 CW 2012-11-24 0032 VE6EX         599 04     HB2A          599 10
QSO: 21000 CW 2012-11-24 0033 VE6EX         599 04     RU0FM         599 19
QSO: 21000 CW 2012-11-24 0034 VE6EX         599 04     LT1F          599 13
QSO: 21000 CW 2012-11-24 0034 VE6EX         599 04     XE2X          599 06
QSO: 21000 CW 2012-11-24 0045 VE6EX         599 04     9M6YBG        599 28
QSO: 21000 CW 2012-11-24 0045 VE6EX         599 04     JH3AIU        599 25
QSO: 21000 CW 2012-11-24 0046 VE6EX         599 04     JA0QNJ        599 25
QSO: 21000 CW 2012-11-24 0047 VE6EX         599 04     W5VX          599 04
QSO: 21000 CW 2012-11-24 0050 VE6EX         599 04     JE2UFF        599 25
QSO: 21000 CW 2012-11-24 0050 VE6EX         599 04     KE7X          599 04
QSO: 21000 CW 2012-11-24 0050 VE6EX         599 04     JQ1BVI        599 25
QSO: 21000 CW 2012-11-24 0051 VE6EX         599 04     JF9KVT        599 25
QSO: 21000 CW 2012-11-24 0052 VE6EX         599 04     JA1DKT        599 25
QSO: 21000 CW 2012-11-24 0052 VE6EX         599 04     JE1SGH        599 25
QSO: 21000 CW 2012-11-24 0053 VE6EX         599 04     JH7CUO        599 25
QSO: 21000 CW 2012-11-24 0054 VE6EX         599 04     JA2KVB        599 25
QSO: 21000 CW 2012-11-24 0056 VE6EX         599 04     JF3NKA        599 25
QSO: 21000 CW 2012-11-24 0057 VE6EX         599 04     N7DR          599 04
QSO: 21000 CW 2012-11-24 0057 VE6EX         599 04     JA1YPA        599 25
QSO: 21000 CW 2012-11-24 0058 VE6EX         599 04     VE7WO         599 03
QSO: 21000 CW 2012-11-24 0059 VE6EX         599 04     HL2WP         599 25
QSO: 21000 CW 2012-11-24 0059 VE6EX         599 04     JI1RXQ        599 25
QSO: 21000 CW 2012-11-24 0100 VE6EX         599 04     7K4xNN        599 25
QSO: 21000 CW 2012-11-24 0105 VE6EX         599 04     B7P           599 24
QSO: 21000 CW 2012-11-24 0108 VE6EX         599 04     JK3HLP        599 25
QSO: 21000 CW 2012-11-24 0109 VE6EX         599 04     JH8SLS        599 25
QSO: 21000 CW 2012-11-24 0110 VE6EX         599 04     JF7PHE        599 25
QSO: 21000 CW 2012-11-24 0112 VE6EX         599 04     JA3TMM        599 25
QSO: 21000 CW 2012-11-24 0113 VE6EX         599 04     JA2KKA        599 25
QSO: 21000 CW 2012-11-24 0114 VE6EX         599 04     JJ0PER        599 25
QSO: 21000 CW 2012-11-24 0114 VE6EX         599 04     JA2JTN        599 25
QSO: 21000 CW 2012-11-24 0115 VE6EX         599 04     JM1DRQ        599 25
QSO: 21000 CW 2012-11-24 0118 VE6EX         599 04     6D3MH         599 24
QSO: 21000 CW 2012-11-24 0122 VE6EX         599 04     BD5SO         599 24
QSO: 21000 CW 2012-11-24 0123 VE6EX         599 04     RT0C          599 19
QSO: 21000 CW 2012-11-24 0124 VE6EX         599 04     BY4AE         599 24
QSO: 21000 CW 2012-11-24 0125 VE6EX         599 04     DS4EOI/2      599 25
QSO: 21000 CW 2012-11-24 0127 VE6EX         599 04     RU0LL         599 19
