START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE SSB
ARRL-SECTION: STX
CREATED-BY: TR Log POST Version Linux 0.60, modified by DXHF upload.
CALLSIGN: K5TR
CLAIMED-SCORE: 69936
CLUB: Central Texas DX and Contest Club
OPERATORS: WO5T
QSO: 14000 PH 2024-09-14 0004 K5TR          59       1 TF3W          59  19
QSO: 14000 PH 2024-09-14 0004 K5TR          59       2 IU8RIA        59  8
QSO: 14000 PH 2024-09-14 0005 K5TR          59       3 II8K          59  12
QSO: 14000 PH 2024-09-14 0006 K5TR          59       4 II2Q          59  17
QSO: 14000 PH 2024-09-14 0006 K5TR          59       5 ED3Z          59  11
QSO: 14000 PH 2024-09-14 0006 K5TR          59       6 CR6K          59  35
QSO: 14000 PH 2024-09-14 0006 K5TR          59       7 EW5A          59  26
QSO: 14000 PH 2024-09-14 0007 K5TR          59       8 EB5A          59  17
QSO: 14000 PH 2024-09-14 0007 K5TR          59       9 II3F          59  5
QSO: 14000 PH 2024-09-14 0014 K5TR          59      10 EA5DFV        59  36
QSO:  7000 PH 2024-09-14 0015 K5TR          59      11 DK5PD         59  20
QSO:  7000 PH 2024-09-14 0017 K5TR          59      12 UW5Y          59  27
QSO:  7000 PH 2024-09-14 0018 K5TR          59      13 YU5R          59  21
QSO:  7000 PH 2024-09-14 0019 K5TR          59      14 TM7A          59  51
QSO:  7000 PH 2024-09-14 0019 K5TR          59      15 IK0PHY        59  37
QSO:  7000 PH 2024-09-14 0019 K5TR          59      16 OM2VL         59  49
QSO:  7000 PH 2024-09-14 0023 K5TR          59      17 LY4A          59  23
QSO:  7000 PH 2024-09-14 0024 K5TR          59      18 RU1A          59  28
QSO:  7000 PH 2024-09-14 0025 K5TR          59      19 EB5A          59  78
QTC:  7000 PH 2024-09-14 0027 K5TR             1/7     EB5A          0004 TF3W            19
QTC:  7000 PH 2024-09-14 0027 K5TR             1/7     EB5A          0004 IU8RIA           8
QTC:  7000 PH 2024-09-14 0027 K5TR             1/7     EB5A          0005 II8K            12
QTC:  7000 PH 2024-09-14 0027 K5TR             1/7     EB5A          0006 II2Q            17
QTC:  7000 PH 2024-09-14 0027 K5TR             1/7     EB5A          0006 ED3Z            11
QTC:  7000 PH 2024-09-14 0027 K5TR             1/7     EB5A          0006 CR6K            35
QTC:  7000 PH 2024-09-14 0027 K5TR             1/7     EB5A          0006 EW5A            26
QSO:  7000 PH 2024-09-14 0027 K5TR          59      20 E7DX          59  85
QSO:  7000 PH 2024-09-14 0028 K5TR          59      21 OM7M          59  84
QSO:  7000 PH 2024-09-14 0029 K5TR          59      22 IO0A          59  53
QSO:  7000 PH 2024-09-14 0031 K5TR          59      23 YT1A          59  65
QSO:  7000 PH 2024-09-14 0032 K5TR          59      24 DF0HQ         59  69
QSO:  7000 PH 2024-09-14 0033 K5TR          59      25 II2Q          59  62
QSO:  7000 PH 2024-09-14 0046 K5TR          59      26 IP3A          59  47
QSO:  7000 PH 2024-09-14 0048 K5TR          59      27 ED3Z          59  74
QSO:  7000 PH 2024-09-14 0051 K5TR          59      28 ES7A          59  42
QSO:  7000 PH 2024-09-14 0052 K5TR          59      29 DQ2C          59  81
QSO:  7000 PH 2024-09-14 0053 K5TR          59      30 EW5A          59  129
QSO:  7000 PH 2024-09-14 0054 K5TR          59      31 OM3BH         59  74
QSO:  7000 PH 2024-09-14 0058 K5TR          59      32 CR6K          59  156
QSO:  7000 PH 2024-09-14 0100 K5TR          59      33 II8K          59  82
QSO:  7000 PH 2024-09-14 0100 K5TR          59      34 TM6M          59  78
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0007 EB5A            17
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0007 II3F             5
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0014 EA5DFV          36
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0015 DK5PD           20
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0017 UW5Y            27
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0018 YU5R            21
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0019 TM7A            51
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0019 IK0PHY          37
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0019 OM2VL           49
QTC:  7000 PH 2024-09-14 0101 K5TR            2/10     TM6M          0023 LY4A            23
QSO:  7000 PH 2024-09-14 0110 K5TR          59      35 G4A           59  72
QSO:  7000 PH 2024-09-14 0114 K5TR          59      36 EA5DFV        59  136
QSO: 14000 PH 2024-09-14 0118 K5TR          59      37 IK0PHY        59  91
QSO: 14000 PH 2024-09-14 0118 K5TR          59      38 OM5M          59  52
QSO: 14000 PH 2024-09-14 0119 K5TR          59      39 EI7M          59  76
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0024 RU1A            28
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0025 EB5A            78
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0027 E7DX            85
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0028 OM7M            84
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0029 IO0A            53
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0031 YT1A            65
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0032 DF0HQ           69
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0033 II2Q            62
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0046 IP3A            47
QTC: 14000 PH 2024-09-14 0121 K5TR            3/10     EI7M          0048 ED3Z            74
QSO:  7000 PH 2024-09-14 0125 K5TR          59      40 EA1X          59  40
QSO:  7000 PH 2024-09-14 0127 K5TR          59      41 F4AIF         59  43
QSO: 14000 PH 2024-09-14 0140 K5TR          59      42 DF0HQ         59  126
QSO: 14000 PH 2024-09-14 0151 K5TR          59      43 IO0A          59  157
QSO:  7000 PH 2024-09-14 0200 K5TR          59      44 OT8M          59  35
QSO:  7000 PH 2024-09-14 0212 K5TR          59      45 EI7M          59  123
QSO: 14000 PH 2024-09-14 0217 K5TR          59      46 TM6M          59  153
